"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"596","Jul","2011","Town Hall","rsd",2,24,78,NA
"597","Jul","2011","Town Hall","rsd",2,22,65,NA
"598","Jul","2011","Town Hall","rsd",2,17,68,NA
"599","Jul","2011","Town Hall","rsd",2,66,79,NA
"600","Jul","2011","Town Hall","rsd",2,56,78,NA
"601","Feb","2011","Town Hall","rsd",2,35,94,NA
"602","Mar","2011","Town Hall","rsd",2,27,75,NA
"603","Apr","2011","Town Hall","rsd",2,72,119,NA
"604","Sep","2011","Town Hall","rsd",3,38,77,NA
"605","Oct","2011","Town Hall","rsd",2,38,49,NA
"606","Aug","2011","Town Hall","rsd",2,71,137,NA
"607","Aug","2011","Town Hall","rsd",2,72,111,NA
"608","Aug","2011","Town Hall","rsd",2,57,72,NA
"609","Jul","2011","Town Hall","rsd",2,82,107,NA
"610","Aug","2011","Town Hall","rsd",2,59,73,NA
"611","Sep","2011","Town Hall","rsd",3,65,87,NA
"612","Sep","2011","Town Hall","rsd",2,71,152,NA
"613","Sep","2011","Town Hall","rsd",3,37,116,NA
"614","Sep","2011","Town Hall","rsd",2,32,86,NA
"615","Sep","2011","Town Hall","rsd",2,39,76,NA
"616","Sep","2011","Town Hall","rsd",2,45,116,NA
"617","Dec","2011","Town Hall","rsd",2,78,126,NA
"618","Oct","2011","Town Hall","rsd",2,73,162,NA
"619","Oct","2011","Town Hall","rsd",3,73,215,NA
"620","Oct","2011","Town Hall","rsd",6,113,295,NA
"621","Oct","2011","Town Hall","rsd",6,117,353,NA
"622","Oct","2011","Town Hall","rsd",3,119,457,NA
"623","Oct","2011","Town Hall","rsd",3,112,363,NA
"624","Oct","2011","Town Hall","rsd",4,108,404,NA
"625","Feb","2011","Town Hall","rsd",2,110,427,NA
"626","Mar","2011","Town Hall","rsd",3,141,554,NA
"627","Apr","2011","Town Hall","rsd",2,138,692,NA
"628","Nov","2011","Town Hall","rsd",5,128,388,NA
"629","Nov","2011","Town Hall","rsd",4,118,323,NA
"630","Nov","2011","Town Hall","rsd",4,119,333,NA
"631","Nov","2011","Town Hall","rsd",9,68,275,NA
"632","Nov","2011","Town Hall","rsd",10,64,214,NA
"633","Jan","2011","Town Hall","rsd",19,132,367,NA
"634","Feb","2011","Town Hall","rsd",16,129,432,NA
"635","Mar","2011","Town Hall","rsd",13,117,351,NA
"636","Dec","2011","Town Hall","rsd",12,112,397,NA
"637","Dec","2011","Town Hall","rsd",21,112,397,NA
"638","Dec","2011","Town Hall","rsd",33,75,420,NA
"639","Dec","2011","Town Hall","rsd",27,114,639,NA
"640","Dec","2011","Town Hall","rsd",19,113,596,NA
"641","Apr","2011","Mayapuri","ind",23,52,219,NA
"642","May","2011","Mayapuri","ind",32,56,271,NA
"643","Jan","2011","Mayapuri","ind",22,108,252,NA
"644","Jan","2011","Mayapuri","ind",15,104,212,NA
"645","Jan","2011","Mayapuri","ind",15,113,383,NA
"646","Jan","2011","Mayapuri","ind",18,92,324,NA
"647","Jan","2011","Mayapuri","ind",23,86,533,NA
"648","Jan","2011","Mayapuri","ind",15,117,493,NA
"649","Apr","2011","Mayapuri","ind",18,112,344,NA
"650","May","2011","Mayapuri","ind",20,106,263,NA
"651","Jun","2011","Mayapuri","ind",10,99,229,NA
"652","Aug","2011","Mayapuri","ind",21,77,199,NA
"653","Sep","2011","Mayapuri","ind",18,72,201,NA
"654","Oct","2011","Mayapuri","ind",22,93,290,NA
"655","Feb","2011","Mayapuri","ind",10,92,126,NA
"656","Feb","2011","Mayapuri","ind",12,75,172,NA
"657","Jan","2011","Mayapuri","ind",19,90,193,NA
"658","Feb","2011","Mayapuri","ind",15,103,194,NA
"659","Mar","2011","Mayapuri","ind",6,104,133,NA
"660","Jul","2011","Mayapuri","ind",11,53,141,NA
"661","Mar","2011","Mayapuri","ind",7,89,240,NA
"662","Mar","2011","Mayapuri","ind",7,80,201,NA
"663","Mar","2011","Mayapuri","ind",9,60,252,NA
"664","Mar","2011","Mayapuri","ind",11,63,302,NA
"665","Mar","2011","Mayapuri","ind",9,83,189,NA
"666","Jun","2011","Mayapuri","ind",10,45,352,NA
"667","Jul","2011","Mayapuri","ind",11,40,257,NA
"668","Aug","2011","Mayapuri","ind",11,77,178,NA
"669","Dec","2011","Mayapuri","ind",10,73,203,NA
"670","Apr","2011","Mayapuri","ind",4,87,159,NA
"671","Apr","2011","Mayapuri","ind",2,100,173,NA
"672","Apr","2011","Mayapuri","ind",3,88,265,NA
"673","Mar","2011","Mayapuri","ind",2,50,288,NA
"674","Apr","2011","Mayapuri","ind",2,63,201,NA
"675","May","2011","Mayapuri","ind",2,61,141,NA
"676","Jun","2011","Mayapuri","ind",5,56,160,NA
"677","Jul","2011","Mayapuri","ind",5,62,235,NA
"678","Nov","2011","Mayapuri","ind",2,55,245,NA
"679","Dec","2011","Mayapuri","ind",2,56,233,NA
"680","May","2011","Mayapuri","ind",7,69,221,NA
"681","Jan","2011","Mayapuri","ind",10,43,165,NA
"682","Feb","2011","Mayapuri","ind",24,68,190,NA
"683","Jun","2011","Mayapuri","ind",2,41,69,NA
"684","Jun","2011","Mayapuri","ind",3,49,93,NA
"685","Jun","2011","Mayapuri","ind",5,71,108,NA
"686","Jun","2011","Mayapuri","ind",4,49,134,NA
"687","Jun","2011","Mayapuri","ind",5,19,78,NA
"688","Jun","2011","Mayapuri","ind",4,20,109,NA
"689","Jul","2011","Mayapuri","ind",2,25,88,NA
"690","Jul","2011","Mayapuri","ind",2,24,70,NA
"691","Jul","2011","Mayapuri","ind",2,26,62,NA
"692","Jul","2011","Mayapuri","ind",2,53,136,NA
"693","Jul","2011","Mayapuri","ind",2,33,112,NA
"694","Jul","2011","Mayapuri","ind",3,41,108,NA
"695","Jul","2011","Mayapuri","ind",2,26,59,NA
"696","Jul","2011","Mayapuri","ind",2,19,70,NA
"697","Feb","2011","Mayapuri","ind",4,39,104,NA
"698","Mar","2011","Mayapuri","ind",2,52,83,NA
"699","Apr","2011","Mayapuri","ind",2,59,95,NA
"700","Aug","2011","Mayapuri","ind",2,60,82,NA
"701","Aug","2011","Mayapuri","ind",2,71,104,NA
"702","Aug","2011","Mayapuri","ind",2,53,50,NA
"703","Aug","2011","Mayapuri","ind",2,47,128,NA
"704","Aug","2011","Mayapuri","ind",3,58,138,NA
"705","Jan","2011","Mayapuri","ind",4,48,65,NA
"706","Feb","2011","Mayapuri","ind",14,39,54,NA
"707","Sep","2011","Mayapuri","ind",9,49,124,NA
"708","Sep","2011","Mayapuri","ind",7,40,103,NA
"709","Sep","2011","Mayapuri","ind",15,63,78,NA
"710","Sep","2011","Mayapuri","ind",3,29,124,NA
"711","Sep","2011","Mayapuri","ind",9,30,126,NA
"712","Sep","2011","Mayapuri","ind",14,35,124,NA
"713","Mar","2011","Mayapuri","ind",4,55,233,NA
"714","Apr","2011","Mayapuri","ind",22,72,167,NA
"715","Aug","2011","Mayapuri","ind",22,37,256,NA
"716","Sep","2011","Mayapuri","ind",19,32,231,NA
"717","Oct","2011","Mayapuri","ind",23,40,220,NA
"718","Dec","2011","Mayapuri","ind",11,73,253,NA
"719","Oct","2011","Mayapuri","ind",11,57,271,NA
"720","Oct","2011","Mayapuri","ind",25,67,220,NA
"721","Feb","2011","Mayapuri","ind",2,101,298,NA
"722","Mar","2011","Mayapuri","ind",5,118,400,NA
"723","Apr","2011","Mayapuri","ind",4,130,600,NA
"724","Sep","2011","Mayapuri","ind",20,84,493,NA
"725","Oct","2011","Mayapuri","ind",17,73,487,NA
"726","Nov","2011","Mayapuri","ind",3,67,292,NA
"727","Nov","2011","Mayapuri","ind",8,125,426,NA
"728","Nov","2011","Mayapuri","ind",7,121,414,NA
"729","Jan","2011","Mayapuri","ind",20,135,590,NA
"730","Feb","2011","Mayapuri","ind",18,128,530,NA
"731","Mar","2011","Mayapuri","ind",13,91,405,NA
"732","Oct","2011","Mayapuri","ind",16,104,184,NA
"733","Nov","2011","Mayapuri","ind",14,104,296,NA
"734","Dec","2011","Mayapuri","ind",22,109,476,NA
"735","Dec","2011","Mayapuri","ind",15,116,501,NA
"736","Dec","2011","Mayapuri","ind",10,139,484,NA
