"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"122","Jul","2014","Siri Fort","rsd",4,36,168,NA
"123","May","2014","Siri Fort","rsd",4,35,147,NA
"124","Aug","2014","Siri Fort","rsd",4,39,147,NA
"125","Aug","2014","Siri Fort","rsd",4,46,141,NA
"126","Aug","2014","Siri Fort","rsd",4,38,147,NA
"127","Mar","2014","Siri Fort","rsd",4,23,139,NA
"128","Aug","2014","Siri Fort","rsd",4,27,NA,NA
"129","Nov","2014","Siri Fort","rsd",4,22,NA,NA
"130","Sep","2014","Siri Fort","rsd",4,29,NA,NA
"131","Sep","2014","Siri Fort","rsd",4,28,129,NA
"132","Sep","2014","Siri Fort","rsd",4,39,207,NA
"133","Sep","2014","Siri Fort","rsd",4,43,324,NA
"134","Aug","2014","Siri Fort","rsd",4,35,266,NA
"135","Oct","2014","Siri Fort","rsd",4,32,207,NA
"136","Oct","2014","Siri Fort","rsd",4,43,216,NA
"137","Oct","2014","Siri Fort","rsd",4,40,159,NA
"138","Oct","2014","Siri Fort","rsd",4,42,161,NA
"139","Jul","2014","Siri Fort","rsd",4,52,318,NA
"140","Dec","2014","Siri Fort","rsd",4,44,240,NA
"141","Nov","2014","Siri Fort","rsd",4,52,615,NA
"142","Nov","2014","Siri Fort","rsd",4,42,348,NA
"143","Nov","2014","Siri Fort","rsd",4,48,187,NA
"144","Jan","2014","Siri Fort","rsd",4,38,130,NA
"145","Apr","2014","Siri Fort","rsd",4,39,255,NA
"146","Sep","2014","Siri Fort","rsd",4,36,218,NA
"147","Dec","2014","Siri Fort","rsd",4,43,302,NA
"148","Dec","2014","Siri Fort","rsd",4,45,191,NA
"149","Dec","2014","Siri Fort","rsd",4,46,224,NA
"150","Dec","2014","Siri Fort","rsd",4,46,229,NA
"151","Mar","2014","Janakpuri","rsd",4,54,301,NA
"152","Aug","2014","Janakpuri","rsd",5,48,354,NA
"153","Jan","2014","Janakpuri","rsd",4,46,218,NA
"154","Jan","2014","Janakpuri","rsd",4,27,131,NA
"155","Jan","2014","Janakpuri","rsd",4,27,119,NA
"156","Jan","2014","Janakpuri","rsd",4,32,181,NA
"157","Jan","2014","Janakpuri","rsd",4,35,387,NA
"158","May","2014","Janakpuri","rsd",4,48,287,NA
"159","Oct","2014","Janakpuri","rsd",4,49,254,NA
"160","Feb","2014","Janakpuri","rsd",4,44,270,NA
"161","Feb","2014","Janakpuri","rsd",4,49,327,NA
"162","Feb","2014","Janakpuri","rsd",4,51,119,NA
"163","Feb","2014","Janakpuri","rsd",4,38,273,NA
"164","Apr","2014","Janakpuri","rsd",4,51,146,NA
"165","Jul","2014","Janakpuri","rsd",4,51,197,NA
"166","Dec","2014","Janakpuri","rsd",4,49,94,NA
"167","Mar","2014","Janakpuri","rsd",4,52,108,NA
"168","Mar","2014","Janakpuri","rsd",4,56,152,NA
"169","Mar","2014","Janakpuri","rsd",4,50,104,NA
"170","Jan","2014","Janakpuri","rsd",4,53,115,NA
"171","Apr","2014","Janakpuri","rsd",4,40,124,NA
"172","Nov","2014","Janakpuri","rsd",4,47,183,NA
"173","Apr","2014","Janakpuri","rsd",4,42,190,NA
"174","Apr","2014","Janakpuri","rsd",5,59,434,NA
"175","Apr","2014","Janakpuri","rsd",4,37,165,NA
"176","Feb","2014","Janakpuri","rsd",4,42,296,NA
"177","Jul","2014","Janakpuri","rsd",4,42,281,NA
"178","Dec","2014","Janakpuri","rsd",4,36,246,NA
"179","May","2014","Janakpuri","rsd",4,43,204,NA
"180","May","2014","Janakpuri","rsd",4,36,313,NA
"181","May","2014","Janakpuri","rsd",4,40,238,NA
"182","May","2014","Janakpuri","rsd",4,37,212,NA
"183","Apr","2014","Janakpuri","rsd",4,31,NA,NA
"184","Sep","2014","Janakpuri","rsd",4,38,NA,NA
"185","Dec","2014","Janakpuri","rsd",4,32,NA,NA
"186","Jun","2014","Janakpuri","rsd",4,36,163,NA
"187","Jun","2014","Janakpuri","rsd",4,37,177,NA
"188","Jun","2014","Janakpuri","rsd",4,37,159,NA
"189","Jan","2014","Janakpuri","rsd",4,50,239,NA
"190","Apr","2014","Janakpuri","rsd",4,34,158,NA
"191","Sep","2014","Janakpuri","rsd",4,42,182,NA
"192","Jul","2014","Janakpuri","rsd",4,42,112,NA
"193","Jul","2014","Janakpuri","rsd",4,24,104,NA
"194","Jul","2014","Janakpuri","rsd",4,42,128,NA
"195","Jul","2014","Janakpuri","rsd",4,41,159,NA
"196","Jan","2014","Janakpuri","rsd",4,44,139,NA
"197","Jun","2014","Janakpuri","rsd",4,45,125,NA
"198","Nov","2014","Janakpuri","rsd",4,44,93,NA
"199","Aug","2014","Janakpuri","rsd",4,39,86,NA
"200","Aug","2014","Janakpuri","rsd",4,45,134,NA
"201","Aug","2014","Janakpuri","rsd",4,40,152,NA
"202","Jan","2014","Janakpuri","rsd",4,30,160,NA
"203","Sep","2014","Janakpuri","rsd",4,32,93,NA
"204","Dec","2014","Janakpuri","rsd",4,33,130,NA
"205","Sep","2014","Janakpuri","rsd",4,31,114,NA
"206","Sep","2014","Janakpuri","rsd",4,39,185,NA
"207","Sep","2014","Janakpuri","rsd",4,37,199,NA
"208","Jan","2014","Janakpuri","rsd",4,43,120,NA
"209","Sep","2014","Janakpuri","rsd",4,37,130,NA
"210","Oct","2014","Janakpuri","rsd",4,42,152,NA
"211","Oct","2014","Janakpuri","rsd",4,54,172,NA
"212","Oct","2014","Janakpuri","rsd",18,92,304,NA
"213","Oct","2014","Janakpuri","rsd",4,38,161,NA
"214","Mar","2014","Janakpuri","rsd",4,45,308,NA
"215","Oct","2014","Janakpuri","rsd",4,44,332,NA
"216","Nov","2014","Janakpuri","rsd",4,46,206,NA
"217","Nov","2014","Janakpuri","rsd",4,47,296,NA
"218","Nov","2014","Janakpuri","rsd",4,53,219,NA
"219","Nov","2014","Janakpuri","rsd",4,45,231,NA
"220","Feb","2014","Janakpuri","rsd",4,46,263,NA
"221","May","2014","Janakpuri","rsd",4,49,235,NA
"222","Oct","2014","Janakpuri","rsd",4,47,215,NA
"223","Dec","2014","Janakpuri","rsd",4,42,187,NA
"224","Dec","2014","Janakpuri","rsd",4,47,311,NA
"225","Dec","2014","Janakpuri","rsd",4,47,195,NA
"226","Dec","2014","Janakpuri","rsd",4,41,143,NA
"227","Jan","2014","Nizamuddin","rsd",4,40,212,NA
"228","Jun","2014","Nizamuddin","rsd",4,40,190,NA
"229","Sep","2014","Nizamuddin","rsd",4,67,379,NA
"230","Jan","2014","Nizamuddin","rsd",5,60,380,NA
"231","Jan","2014","Nizamuddin","rsd",4,44,222,NA
"232","Jan","2014","Nizamuddin","rsd",4,40,106,NA
"233","Jan","2014","Nizamuddin","rsd",4,35,219,NA
"234","Mar","2014","Nizamuddin","rsd",4,54,279,NA
"235","Jun","2014","Nizamuddin","rsd",5,50,192,NA
"236","Nov","2014","Nizamuddin","rsd",4,50,312,NA
"237","Feb","2014","Nizamuddin","rsd",4,27,194,NA
"238","Feb","2014","Nizamuddin","rsd",4,49,225,NA
"239","Feb","2014","Nizamuddin","rsd",4,39,236,NA
"240","Feb","2014","Nizamuddin","rsd",4,37,194,NA
"241","May","2014","Nizamuddin","rsd",4,28,171,NA
"242","Oct","2014","Nizamuddin","rsd",4,29,52,NA
"243","Mar","2014","Nizamuddin","rsd",4,34,147,NA
"244","Mar","2014","Nizamuddin","rsd",4,36,133,NA
"245","Mar","2014","Nizamuddin","rsd",4,33,106,NA
"246","Mar","2014","Nizamuddin","rsd",4,32,125,NA
"247","Feb","2014","Nizamuddin","rsd",4,54,113,NA
"248","Jul","2014","Nizamuddin","rsd",4,37,135,NA
"249","Apr","2014","Nizamuddin","rsd",4,48,151,NA
"250","Apr","2014","Nizamuddin","rsd",4,41,152,NA
"251","Apr","2014","Nizamuddin","rsd",4,59,194,NA
"252","Apr","2014","Nizamuddin","rsd",4,44,106,NA
"253","May","2014","Nizamuddin","rsd",4,37,156,NA
"254","Aug","2014","Nizamuddin","rsd",4,48,339,NA
"255","May","2014","Nizamuddin","rsd",4,26,138,NA
"256","May","2014","Nizamuddin","rsd",4,30,175,NA
"257","May","2014","Nizamuddin","rsd",4,30,138,NA
"258","May","2014","Nizamuddin","rsd",4,29,175,NA
"259","Feb","2014","Nizamuddin","rsd",4,27,137,NA
"260","May","2014","Nizamuddin","rsd",4,27,132,NA
"261","Oct","2014","Nizamuddin","rsd",4,40,213,NA
"262","Jun","2014","Nizamuddin","rsd",4,35,145,NA
"263","Jun","2014","Nizamuddin","rsd",4,35,176,NA
"264","Jun","2014","Nizamuddin","rsd",4,35,165,NA
"265","Jun","2014","Nizamuddin","rsd",4,43,157,NA
"266","Feb","2014","Nizamuddin","rsd",4,41,181,NA
"267","Jul","2014","Nizamuddin","rsd",4,41,129,NA
"268","Oct","2014","Nizamuddin","rsd",4,39,234,NA
"269","Jul","2014","Nizamuddin","rsd",4,36,162,NA
"270","Jul","2014","Nizamuddin","rsd",4,30,85,NA
"271","Jul","2014","Nizamuddin","rsd",4,30,153,NA
"272","Apr","2014","Nizamuddin","rsd",4,47,96,NA
"273","Jul","2014","Nizamuddin","rsd",4,39,134,NA
"274","Dec","2014","Nizamuddin","rsd",4,41,143,NA
"275","Aug","2014","Nizamuddin","rsd",4,46,217,NA
"276","Aug","2014","Nizamuddin","rsd",4,36,241,NA
"277","Aug","2014","Nizamuddin","rsd",4,43,165,NA
"278","Feb","2014","Nizamuddin","rsd",4,32,71,NA
"279","May","2014","Nizamuddin","rsd",4,26,57,NA
"280","Oct","2014","Nizamuddin","rsd",4,33,87,NA
"281","Sep","2014","Nizamuddin","rsd",4,34,77,NA
"282","Sep","2014","Nizamuddin","rsd",4,29,90,NA
"283","Sep","2014","Nizamuddin","rsd",4,37,143,NA
"284","Sep","2014","Nizamuddin","rsd",4,40,121,NA
"285","Jul","2014","Nizamuddin","rsd",4,44,141,NA
"286","Oct","2014","Nizamuddin","rsd",4,49,157,NA
"287","Oct","2014","Nizamuddin","rsd",4,38,83,NA
"288","Oct","2014","Nizamuddin","rsd",4,56,225,NA
"289","Oct","2014","Nizamuddin","rsd",4,34,231,NA
"290","Oct","2014","Nizamuddin","rsd",4,47,175,NA
"291","May","2014","Nizamuddin","rsd",4,48,205,NA
"292","Nov","2014","Nizamuddin","rsd",4,54,363,NA
"293","Nov","2014","Nizamuddin","rsd",4,53,330,NA
"294","Nov","2014","Nizamuddin","rsd",4,56,481,NA
"295","Nov","2014","Nizamuddin","rsd",4,45,316,NA
"296","Nov","2014","Nizamuddin","rsd",4,45,303,NA
"297","Mar","2014","Nizamuddin","rsd",4,39,263,NA
"298","Aug","2014","Nizamuddin","rsd",4,45,343,NA
"299","Nov","2014","Nizamuddin","rsd",4,49,237,NA
"300","Dec","2014","Nizamuddin","rsd",4,41,158,NA
"301","Dec","2014","Nizamuddin","rsd",4,42,251,NA
"302","Dec","2014","Nizamuddin","rsd",4,40,257,NA
"303","Dec","2014","Nizamuddin","rsd",4,44,214,NA
"304","Feb","2014","Shahzada Bagh","ind",4,65,389,NA
"305","Jul","2014","Shahzada Bagh","ind",4,69,240,NA
"306","Oct","2014","Shahzada Bagh","ind",4,64,313,NA
"307","Jan","2014","Shahzada Bagh","ind",4,63,399,NA
"308","Jan","2014","Shahzada Bagh","ind",4,63,119,NA
"309","Jan","2014","Shahzada Bagh","ind",4,55,161,NA
"310","Jan","2014","Shahzada Bagh","ind",4,60,403,NA
"311","Apr","2014","Shahzada Bagh","ind",4,65,307,NA
"312","Jul","2014","Shahzada Bagh","ind",4,58,203,NA
"313","Dec","2014","Shahzada Bagh","ind",4,65,235,NA
"314","Feb","2014","Shahzada Bagh","ind",4,61,202,NA
"315","Feb","2014","Shahzada Bagh","ind",4,67,287,NA
"316","Feb","2014","Shahzada Bagh","ind",4,62,280,NA
"317","Mar","2014","Shahzada Bagh","ind",4,68,222,NA
"318","Jun","2014","Shahzada Bagh","ind",4,64,161,NA
"319","Nov","2014","Shahzada Bagh","ind",4,62,191,NA
"320","Mar","2014","Shahzada Bagh","ind",4,71,173,NA
"321","Mar","2014","Shahzada Bagh","ind",4,65,NA,NA
"322","Mar","2014","Shahzada Bagh","ind",4,68,NA,NA
"323","Mar","2014","Shahzada Bagh","ind",4,63,NA,NA
"324","Mar","2014","Shahzada Bagh","ind",4,62,NA,NA
"325","Sep","2014","Shahzada Bagh","ind",4,65,146,NA
"326","Apr","2014","Shahzada Bagh","ind",4,55,179,NA
"327","Apr","2014","Shahzada Bagh","ind",4,65,303,NA
"328","Apr","2014","Shahzada Bagh","ind",4,68,271,NA
"329","Jan","2014","Shahzada Bagh","ind",4,51,310,NA
"330","Jun","2014","Shahzada Bagh","ind",4,58,228,NA
"331","Sep","2014","Shahzada Bagh","ind",4,60,351,NA
"332","May","2014","Shahzada Bagh","ind",4,55,276,NA
"333","May","2014","Shahzada Bagh","ind",4,57,208,NA
"334","May","2014","Shahzada Bagh","ind",4,59,189,NA
"335","May","2014","Shahzada Bagh","ind",4,55,267,NA
"336","Mar","2014","Shahzada Bagh","ind",4,63,240,NA
"337","Jun","2014","Shahzada Bagh","ind",4,60,206,NA
"338","Nov","2014","Shahzada Bagh","ind",4,56,256,NA
"339","Jun","2014","Shahzada Bagh","ind",4,55,303,NA
"340","Jun","2014","Shahzada Bagh","ind",4,54,132,NA
"341","Jun","2014","Shahzada Bagh","ind",4,54,306,NA
"342","Jun","2014","Shahzada Bagh","ind",4,54,186,NA
"343","Mar","2014","Shahzada Bagh","ind",4,54,157,NA
"344","Aug","2014","Shahzada Bagh","ind",4,53,224,NA
"345","Nov","2014","Shahzada Bagh","ind",4,49,185,NA
"346","Jul","2014","Shahzada Bagh","ind",4,59,131,NA
"347","Jul","2014","Shahzada Bagh","ind",4,51,132,NA
"348","Jul","2014","Shahzada Bagh","ind",4,50,75,NA
"349","Jul","2014","Shahzada Bagh","ind",4,59,153,NA
"350","May","2014","Shahzada Bagh","ind",4,60,147,NA
"351","Aug","2014","Shahzada Bagh","ind",4,53,218,NA
"352","Aug","2014","Shahzada Bagh","ind",4,58,83,NA
"353","Aug","2014","Shahzada Bagh","ind",4,57,189,NA
"354","Aug","2014","Shahzada Bagh","ind",4,57,123,NA
"355","Aug","2014","Shahzada Bagh","ind",4,55,138,NA
"356","Mar","2014","Shahzada Bagh","ind",4,47,145,NA
"357","Aug","2014","Shahzada Bagh","ind",4,55,93,NA
"358","Nov","2014","Shahzada Bagh","ind",4,56,74,NA
"359","Sep","2014","Shahzada Bagh","ind",4,51,147,NA
"360","Sep","2014","Shahzada Bagh","ind",4,55,112,NA
"361","Sep","2014","Shahzada Bagh","ind",4,60,102,NA
"362","Sep","2014","Shahzada Bagh","ind",4,60,137,NA
"363","Aug","2014","Shahzada Bagh","ind",4,55,209,NA
"364","Oct","2014","Shahzada Bagh","ind",4,47,262,NA
"365","Oct","2014","Shahzada Bagh","ind",4,66,231,NA
"366","Oct","2014","Shahzada Bagh","ind",4,61,256,NA
"367","Oct","2014","Shahzada Bagh","ind",4,64,277,NA
"368","Jul","2014","Shahzada Bagh","ind",4,57,339,NA
"369","Dec","2014","Shahzada Bagh","ind",4,59,403,NA
"370","Nov","2014","Shahzada Bagh","ind",4,59,374,NA
"371","Nov","2014","Shahzada Bagh","ind",4,60,464,NA
"372","Nov","2014","Shahzada Bagh","ind",4,63,334,NA
"373","Jan","2014","Shahzada Bagh","ind",4,52,368,NA
"374","Apr","2014","Shahzada Bagh","ind",4,60,183,NA
"375","Sep","2014","Shahzada Bagh","ind",4,59,221,NA
"376","Dec","2014","Shahzada Bagh","ind",4,57,290,NA
"377","Dec","2014","Shahzada Bagh","ind",4,61,287,NA
"378","Dec","2014","Shahzada Bagh","ind",4,62,479,NA
"379","Dec","2014","Shahzada Bagh","ind",4,59,481,NA
"380","Mar","2014","Shahadra","ind",4,69,470,NA
"381","Aug","2014","Shahadra","ind",4,65,478,NA
"382","Jan","2014","Shahadra","ind",4,66,291,NA
"383","Jan","2014","Shahadra","ind",5,71,414,NA
"384","Jan","2014","Shahadra","ind",4,63,190,NA
"385","Jan","2014","Shahadra","ind",4,62,294,NA
"386","Jan","2014","Shahadra","ind",5,52,438,NA
"387","May","2014","Shahadra","ind",4,58,243,NA
"388","Oct","2014","Shahadra","ind",4,62,271,NA
"389","Feb","2014","Shahadra","ind",4,60,227,NA
"390","Feb","2014","Shahadra","ind",4,60,391,NA
"391","Feb","2014","Shahadra","ind",4,66,246,NA
"392","Apr","2014","Shahadra","ind",4,61,165,NA
"393","Jul","2014","Shahadra","ind",4,60,175,NA
"394","Dec","2014","Shahadra","ind",4,53,115,NA
"395","Mar","2014","Shahadra","ind",4,65,177,NA
"396","Mar","2014","Shahadra","ind",4,63,201,NA
"397","Mar","2014","Shahadra","ind",4,62,259,NA
"398","Jan","2014","Shahadra","ind",4,63,312,NA
"399","Apr","2014","Shahadra","ind",4,64,166,NA
"400","Nov","2014","Shahadra","ind",4,64,371,NA
"401","Apr","2014","Shahadra","ind",4,61,234,NA
"402","Apr","2014","Shahadra","ind",4,59,242,NA
"403","Apr","2014","Shahadra","ind",4,63,435,NA
"404","Feb","2014","Shahadra","ind",4,61,475,NA
"405","Jul","2014","Shahadra","ind",4,60,238,NA
"406","Dec","2014","Shahadra","ind",4,51,240,NA
"407","May","2014","Shahadra","ind",4,62,251,NA
"408","May","2014","Shahadra","ind",4,58,333,NA
"409","May","2014","Shahadra","ind",4,61,267,NA
"410","May","2014","Shahadra","ind",4,61,380,NA
"411","Apr","2014","Shahadra","ind",4,60,153,NA
"412","Sep","2014","Shahadra","ind",4,56,207,NA
"413","Dec","2014","Shahadra","ind",4,58,417,NA
"414","Jun","2014","Shahadra","ind",4,55,236,NA
"415","Jun","2014","Shahadra","ind",4,59,314,NA
"416","Jun","2014","Shahadra","ind",4,55,236,NA
"417","Jan","2014","Shahadra","ind",4,58,178,NA
"418","Apr","2014","Shahadra","ind",4,62,352,NA
"419","Sep","2014","Shahadra","ind",4,51,419,NA
"420","Jul","2014","Shahadra","ind",4,58,216,NA
"421","Jul","2014","Shahadra","ind",4,58,115,NA
"422","Jul","2014","Shahadra","ind",4,48,253,NA
"423","Jul","2014","Shahadra","ind",4,53,165,NA
"424","Jan","2014","Shahadra","ind",4,58,130,NA
"425","Jun","2014","Shahadra","ind",4,55,218,NA
"426","Nov","2014","Shahadra","ind",4,46,135,NA
"427","Aug","2014","Shahadra","ind",4,54,137,NA
"428","Aug","2014","Shahadra","ind",4,56,290,NA
"429","Aug","2014","Shahadra","ind",4,53,92,NA
"430","Jan","2014","Shahadra","ind",4,55,194,NA
"431","Apr","2014","Shahadra","ind",4,48,190,NA
"432","Sep","2014","Shahadra","ind",4,45,138,NA
"433","Dec","2014","Shahadra","ind",4,46,101,NA
"434","Sep","2014","Shahadra","ind",4,51,190,NA
"435","Sep","2014","Shahadra","ind",4,57,121,NA
"436","Sep","2014","Shahadra","ind",4,55,190,NA
"437","Oct","2014","Shahadra","ind",4,49,260,NA
"438","Oct","2014","Shahadra","ind",4,54,204,NA
"439","Oct","2014","Shahadra","ind",4,62,322,NA
"440","Oct","2014","Shahadra","ind",4,58,193,NA
"441","Mar","2014","Shahadra","ind",4,55,310,NA
"442","Oct","2014","Shahadra","ind",4,61,313,NA
"443","Nov","2014","Shahadra","ind",4,57,403,NA
"444","Nov","2014","Shahadra","ind",4,63,355,NA
"445","Nov","2014","Shahadra","ind",4,57,335,NA
"446","Nov","2014","Shahadra","ind",4,53,414,NA
"447","Feb","2014","Shahadra","ind",4,55,205,NA
"448","May","2014","Shahadra","ind",4,52,289,NA
"449","Oct","2014","Shahadra","ind",4,48,546,NA
"450","Dec","2014","Shahadra","ind",4,55,211,NA
"451","Dec","2014","Shahadra","ind",4,47,444,NA
"452","Dec","2014","Shahadra","ind",4,63,514,NA
"453","Dec","2014","Shahadra","ind",4,51,432,NA
"454","Feb","2014","Mayapuri","ind",17,55,308,NA
"455","Mar","2014","Mayapuri","ind",9,112,563,NA
"456","Jul","2014","Mayapuri","ind",15,99,543,NA
"457","Aug","2014","Mayapuri","ind",15,74,512,NA
"458","Sep","2014","Mayapuri","ind",18,100,683,NA
"459","Jan","2014","Mayapuri","ind",5,64,138,NA
"460","Jan","2014","Mayapuri","ind",2,54,149,NA
"461","Jan","2014","Mayapuri","ind",4,84,250,NA
"462","Nov","2014","Mayapuri","ind",9,92,273,NA
"463","Dec","2014","Mayapuri","ind",18,100,323,NA
"464","Feb","2014","Mayapuri","ind",9,91,186,NA
"465","Feb","2014","Mayapuri","ind",5,111,458,NA
"466","Feb","2014","Mayapuri","ind",21,115,390,NA
"467","Feb","2014","Mayapuri","ind",9,97,454,NA
