"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"91","May","2004","Ashok Vihar","rsd",NA,NA,115,261
"92","Oct","2004","Ashok Vihar","rsd",NA,NA,115,262
"93","Mar","2004","Ashok Vihar","rsd",NA,NA,106,NA
"94","Mar","2004","Ashok Vihar","rsd",NA,NA,89.33,272
"95","Mar","2004","Ashok Vihar","rsd",NA,NA,472,601
"96","Mar","2004","Ashok Vihar","rsd",NA,NA,481.67,718
"97","Mar","2004","Ashok Vihar","rsd",NA,NA,411.33,539
"98","Mar","2004","Ashok Vihar","rsd",NA,NA,378,451
"99","Mar","2004","Ashok Vihar","rsd",NA,NA,469.33,651
"100","Feb","2004","Ashok Vihar","rsd",NA,NA,112.33,401
"101","Jul","2004","Ashok Vihar","rsd",NA,NA,160.33,347
"102","Apr","2004","Ashok Vihar","rsd",NA,NA,114.67,685
"103","Apr","2004","Ashok Vihar","rsd",NA,NA,126.33,473
"104","Apr","2004","Ashok Vihar","rsd",NA,NA,121,505
"105","Apr","2004","Ashok Vihar","rsd",NA,NA,125.67,295
"106","May","2004","Ashok Vihar","rsd",NA,NA,111,151
"107","Nov","2004","Ashok Vihar","rsd",NA,NA,198,554
"108","May","2004","Ashok Vihar","rsd",NA,NA,85,NA
"109","May","2004","Ashok Vihar","rsd",NA,NA,257.33,NA
"110","May","2004","Ashok Vihar","rsd",NA,NA,274,NA
"111","May","2004","Ashok Vihar","rsd",NA,NA,75,NA
"112","Feb","2004","Ashok Vihar","rsd",NA,NA,58,NA
"113","Oct","2004","Ashok Vihar","rsd",NA,NA,NA,166
"114","Jun","2004","Ashok Vihar","rsd",NA,NA,74,157
"115","Jun","2004","Ashok Vihar","rsd",NA,NA,87,189
"116","Jun","2004","Ashok Vihar","rsd",NA,NA,330,1885
"117","Jun","2004","Ashok Vihar","rsd",NA,NA,104,174
"118","Feb","2004","Ashok Vihar","rsd",NA,NA,78,257
"119","Jul","2004","Ashok Vihar","rsd",NA,NA,81.5,346
"120","Dec","2004","Ashok Vihar","rsd",NA,NA,165,512
"121","Jul","2004","Ashok Vihar","rsd",NA,NA,78,368
"122","Jul","2004","Ashok Vihar","rsd",NA,NA,143.5,744
"123","Jul","2004","Ashok Vihar","rsd",NA,NA,94,NA
"124","Jul","2004","Ashok Vihar","rsd",NA,NA,77,NA
"125","Mar","2004","Ashok Vihar","rsd",NA,NA,60.33,NA
"126","Jun","2004","Ashok Vihar","rsd",NA,NA,42.67,73
"127","Nov","2004","Ashok Vihar","rsd",NA,NA,23.67,55
"128","Aug","2004","Ashok Vihar","rsd",NA,NA,38,101
"129","Aug","2004","Ashok Vihar","rsd",NA,NA,50,71
"130","Aug","2004","Ashok Vihar","rsd",NA,NA,53,73
"131","Aug","2004","Ashok Vihar","rsd",NA,NA,93.33,273
"132","Feb","2004","Ashok Vihar","rsd",NA,NA,73,314
"133","Aug","2004","Ashok Vihar","rsd",NA,NA,78,316
"134","Sep","2004","Ashok Vihar","rsd",NA,NA,46.5,309
"135","Sep","2004","Ashok Vihar","rsd",NA,NA,46,108
"136","Sep","2004","Ashok Vihar","rsd",NA,NA,73.5,185
"137","Sep","2004","Ashok Vihar","rsd",NA,NA,87,220
"138","Sep","2004","Ashok Vihar","rsd",NA,NA,110,350
"139","May","2004","Ashok Vihar","rsd",NA,NA,56.33,128
"140","Aug","2004","Ashok Vihar","rsd",NA,NA,103,274
"141","Oct","2004","Ashok Vihar","rsd",NA,NA,100,172
"142","Oct","2004","Ashok Vihar","rsd",NA,NA,147.5,319
"143","Oct","2004","Ashok Vihar","rsd",NA,NA,189,NA
"144","Oct","2004","Ashok Vihar","rsd",NA,NA,108.33,283
"145","Feb","2004","Ashok Vihar","rsd",NA,NA,122,316
"146","May","2004","Ashok Vihar","rsd",NA,NA,151,344
"147","Nov","2004","Ashok Vihar","rsd",NA,NA,203.67,548
"148","Nov","2004","Ashok Vihar","rsd",NA,NA,164.33,428
"149","Nov","2004","Ashok Vihar","rsd",NA,NA,135.33,225
"150","Feb","2004","Ashok Vihar","rsd",NA,NA,141.33,353
"151","Jul","2004","Ashok Vihar","rsd",NA,NA,104.33,332
"152","Oct","2004","Ashok Vihar","rsd",NA,NA,59.33,140
"153","Dec","2004","Ashok Vihar","rsd",NA,NA,116.33,275
"154","Dec","2004","Ashok Vihar","rsd",NA,NA,130.67,257
"155","Dec","2004","Ashok Vihar","rsd",NA,NA,144,281
"156","Dec","2004","Ashok Vihar","rsd",NA,NA,226,405
"157","May","2004","Shahzada Bagh","ind",NA,NA,184,357
"158","Aug","2004","Shahzada Bagh","ind",NA,NA,153.33,323
"159","Jan","2004","Shahzada Bagh","ind",NA,NA,118,294
"160","Jan","2004","Shahzada Bagh","ind",NA,NA,138.33,257
"161","Jan","2004","Shahzada Bagh","ind",NA,NA,77,156
"162","Jan","2004","Shahzada Bagh","ind",NA,NA,136,321
"163","Mar","2004","Shahzada Bagh","ind",NA,NA,113.33,258
"164","Jun","2004","Shahzada Bagh","ind",NA,NA,149.33,334
"165","Nov","2004","Shahzada Bagh","ind",NA,NA,111.33,288
"166","Feb","2004","Shahzada Bagh","ind",NA,NA,138.33,330
"167","Feb","2004","Shahzada Bagh","ind",NA,NA,117.67,301
"168","Feb","2004","Shahzada Bagh","ind",NA,NA,126.67,268
"169","Mar","2004","Shahzada Bagh","ind",NA,NA,165,368
"170","Aug","2004","Shahzada Bagh","ind",NA,NA,122.67,380
"171","Nov","2004","Shahzada Bagh","ind",NA,NA,159.67,337
"172","Mar","2004","Shahzada Bagh","ind",NA,NA,178,550
"173","Mar","2004","Shahzada Bagh","ind",NA,NA,166,438
"174","Mar","2004","Shahzada Bagh","ind",NA,NA,190,478
"175","Mar","2004","Shahzada Bagh","ind",NA,NA,101,281
"176","May","2004","Shahzada Bagh","ind",NA,NA,140.67,331
"177","Aug","2004","Shahzada Bagh","ind",NA,NA,127.33,459
"178","Apr","2004","Shahzada Bagh","ind",NA,NA,186.33,515
"179","Apr","2004","Shahzada Bagh","ind",NA,NA,181.33,NA
"180","Apr","2004","Shahzada Bagh","ind",NA,NA,135.33,NA
"181","Jun","2004","Shahzada Bagh","ind",NA,NA,NA,343
"182","Dec","2004","Shahzada Bagh","ind",NA,NA,NA,320
"183","May","2004","Shahzada Bagh","ind",NA,NA,NA,354
"184","May","2004","Shahzada Bagh","ind",NA,NA,NA,1204
"185","May","2004","Shahzada Bagh","ind",NA,NA,74.5,343
"186","May","2004","Shahzada Bagh","ind",NA,NA,142,338
"187","Mar","2004","Shahzada Bagh","ind",NA,NA,171.67,375
"188","Aug","2004","Shahzada Bagh","ind",NA,NA,83.67,349
"189","Nov","2004","Shahzada Bagh","ind",NA,NA,138.67,282
"190","Jun","2004","Shahzada Bagh","ind",NA,NA,108.67,281
"191","Jun","2004","Shahzada Bagh","ind",NA,NA,63,185
"192","Jun","2004","Shahzada Bagh","ind",NA,NA,35.5,410
"193","Jun","2004","Shahzada Bagh","ind",NA,NA,116.5,135
"194","May","2004","Shahzada Bagh","ind",NA,NA,58.5,NA
"195","Aug","2004","Shahzada Bagh","ind",NA,NA,127,NA
"196","Jul","2004","Shahzada Bagh","ind",NA,NA,125.5,NA
"197","Jul","2004","Shahzada Bagh","ind",NA,NA,80.5,NA
"198","Jul","2004","Shahzada Bagh","ind",NA,NA,139.5,NA
"199","Jul","2004","Shahzada Bagh","ind",NA,NA,197.5,NA
"200","Jul","2004","Shahzada Bagh","ind",NA,NA,144,NA
"201","Apr","2004","Shahzada Bagh","ind",NA,NA,72,NA
"202","Sep","2004","Shahzada Bagh","ind",NA,NA,249.33,NA
"203","Dec","2004","Shahzada Bagh","ind",NA,NA,89,NA
"204","Aug","2004","Shahzada Bagh","ind",NA,NA,88.5,NA
"205","Aug","2004","Shahzada Bagh","ind",NA,NA,45,89
"206","Aug","2004","Shahzada Bagh","ind",NA,NA,97.67,234
"207","Mar","2004","Shahzada Bagh","ind",NA,NA,130,251
"208","Sep","2004","Shahzada Bagh","ind",NA,NA,112.5,268
"209","Sep","2004","Shahzada Bagh","ind",NA,NA,109.5,361
"210","Sep","2004","Shahzada Bagh","ind",NA,NA,62,187
"211","Sep","2004","Shahzada Bagh","ind",NA,NA,93,316
"212","Sep","2004","Shahzada Bagh","ind",NA,NA,115,304
"213","Jan","2004","Shahzada Bagh","ind",NA,NA,100,280
"214","Jun","2004","Shahzada Bagh","ind",NA,NA,121.67,233
"215","Nov","2004","Shahzada Bagh","ind",NA,NA,42.67,116
"216","Oct","2004","Shahzada Bagh","ind",NA,NA,88.67,283
"217","Oct","2004","Shahzada Bagh","ind",NA,NA,126.5,432
"218","Oct","2004","Shahzada Bagh","ind",NA,NA,286,497
"219","Oct","2004","Shahzada Bagh","ind",NA,NA,164.33,300
"220","Mar","2004","Shahzada Bagh","ind",NA,NA,145.67,NA
"221","Aug","2004","Shahzada Bagh","ind",NA,NA,216.33,NA
"222","Nov","2004","Shahzada Bagh","ind",NA,NA,303.33,552
"223","Nov","2004","Shahzada Bagh","ind",NA,NA,151.67,301
"224","Nov","2004","Shahzada Bagh","ind",NA,NA,239,NA
"225","Mar","2004","Shahzada Bagh","ind",NA,NA,243,NA
"226","Aug","2004","Shahzada Bagh","ind",NA,NA,229,NA
"227","Dec","2004","Shahzada Bagh","ind",NA,NA,100.33,NA
"228","Dec","2004","Shahzada Bagh","ind",NA,NA,291.67,NA
"229","Dec","2004","Shahzada Bagh","ind",NA,NA,174,NA
"230","Dec","2004","Shahzada Bagh","ind",NA,NA,290,NA
"231","Dec","2004","Shahzada Bagh","ind",NA,NA,267,NA
"232","Jan","2004","Shahadra","ind",NA,NA,297.33,NA
"233","Jun","2004","Shahadra","ind",NA,NA,176.67,359
"234","Sep","2004","Shahadra","ind",NA,NA,116.33,317
"235","Jan","2004","Shahadra","ind",NA,NA,237.67,470
"236","Jan","2004","Shahadra","ind",NA,NA,112,316
"237","Jan","2004","Shahadra","ind",NA,NA,74.33,187
"238","Jan","2004","Shahadra","ind",NA,NA,116,297
"239","Apr","2004","Shahadra","ind",NA,NA,93,253
"240","Sep","2004","Shahadra","ind",NA,NA,146,458
"241","Dec","2004","Shahadra","ind",NA,NA,108.67,270
"242","Feb","2004","Shahadra","ind",NA,NA,161.67,178
"243","Feb","2004","Shahadra","ind",NA,NA,110.33,NA
"244","Feb","2004","Shahadra","ind",NA,NA,206,NA
"245","Apr","2004","Shahadra","ind",NA,NA,126.67,NA
"246","Sep","2004","Shahadra","ind",NA,NA,118.67,311
"247","Dec","2004","Shahadra","ind",NA,NA,102,313
"248","Mar","2004","Shahadra","ind",NA,NA,113.33,326
"249","Mar","2004","Shahadra","ind",NA,NA,115,407
"250","Mar","2004","Shahadra","ind",NA,NA,187.67,490
"251","Jan","2004","Shahadra","ind",NA,NA,119.33,376
"252","Jun","2004","Shahadra","ind",NA,NA,97,343
"253","Dec","2004","Shahadra","ind",NA,NA,144.67,454
"254","Apr","2004","Shahadra","ind",NA,NA,98.67,392
"255","Apr","2004","Shahadra","ind",NA,NA,251.67,683
"256","Apr","2004","Shahadra","ind",NA,NA,112.67,276
"257","Apr","2004","Shahadra","ind",NA,NA,113.33,446
"258","Jul","2004","Shahadra","ind",NA,NA,146.33,543
"259","May","2004","Shahadra","ind",NA,NA,184.67,554
"260","May","2004","Shahadra","ind",NA,NA,176.33,389
"261","May","2004","Shahadra","ind",NA,NA,239,787
"262","May","2004","Shahadra","ind",NA,NA,79,262
"263","Apr","2004","Shahadra","ind",NA,NA,105,375
"264","Sep","2004","Shahadra","ind",NA,NA,84.67,247
"265","Jun","2004","Shahadra","ind",NA,NA,66.67,215
"266","Jun","2004","Shahadra","ind",NA,NA,80.33,188
"267","Jun","2004","Shahadra","ind",NA,NA,94,507
"268","Jun","2004","Shahadra","ind",NA,NA,87.67,400
"269","Jan","2004","Shahadra","ind",NA,NA,128.67,421
"270","Jun","2004","Shahadra","ind",NA,NA,54.67,247
"271","Jul","2004","Shahadra","ind",NA,NA,105.67,631
"272","Jul","2004","Shahadra","ind",NA,NA,317.67,956
"273","Jul","2004","Shahadra","ind",NA,NA,170,571
"274","Jul","2004","Shahadra","ind",NA,NA,110.67,262
"275","Feb","2004","Shahadra","ind",NA,NA,59,187
"276","May","2004","Shahadra","ind",NA,NA,74.67,NA
"277","Oct","2004","Shahadra","ind",NA,NA,114.67,157
"278","Aug","2004","Shahadra","ind",NA,NA,33,114
"279","Aug","2004","Shahadra","ind",NA,NA,44.67,161
"280","Aug","2004","Shahadra","ind",NA,NA,47.5,297
"281","Aug","2004","Shahadra","ind",NA,NA,61.33,250
"282","Jan","2004","Shahadra","ind",NA,NA,103.67,NA
"283","Jun","2004","Shahadra","ind",NA,NA,50.67,166
"284","Jul","2004","Shahadra","ind",NA,NA,168,589
"285","Oct","2004","Shahadra","ind",NA,NA,78.33,330
"286","Sep","2004","Shahadra","ind",NA,NA,32,55
"287","Sep","2004","Shahadra","ind",NA,NA,72.33,176
"288","Sep","2004","Shahadra","ind",NA,NA,78.67,122
"289","Sep","2004","Shahadra","ind",NA,NA,107.5,222
"290","Apr","2004","Shahadra","ind",NA,NA,52,96
"291","Jul","2004","Shahadra","ind",NA,NA,77,194
"292","Dec","2004","Shahadra","ind",NA,NA,41,166
"293","Oct","2004","Shahadra","ind",NA,NA,92.67,230
"294","Oct","2004","Shahadra","ind",NA,NA,126,424
"295","Oct","2004","Shahadra","ind",NA,NA,153,304
"296","Jan","2004","Shahadra","ind",NA,NA,148.33,291
"297","Apr","2004","Shahadra","ind",NA,NA,192.67,378
"298","Sep","2004","Shahadra","ind",NA,NA,201.67,437
"299","Nov","2004","Shahadra","ind",NA,NA,153,369
"300","Nov","2004","Shahadra","ind",NA,NA,204.67,358
"301","Nov","2004","Shahadra","ind",NA,NA,141,393
"302","Jan","2004","Shahadra","ind",NA,NA,138.33,433
"303","Jun","2004","Shahadra","ind",NA,NA,141,428
"304","Sep","2004","Shahadra","ind",NA,NA,143.5,502
"305","Dec","2004","Shahadra","ind",NA,NA,246.67,408
"306","Dec","2004","Shahadra","ind",NA,NA,190.33,377
"307","Dec","2004","Shahadra","ind",NA,NA,245.5,507
"308","Dec","2004","Shahadra","ind",NA,NA,281.5,478
"309","Dec","2004","Shahadra","ind",NA,NA,208,501
"310","Jan","2004","Janakpuri","rsd",NA,NA,179.33,398
"311","Jun","2004","Janakpuri","rsd",NA,NA,106,208
"312","Sep","2004","Janakpuri","rsd",NA,NA,90.67,265
"313","Jan","2004","Janakpuri","rsd",NA,NA,76.33,176
"314","Jan","2004","Janakpuri","rsd",NA,NA,121.67,266
"315","Jan","2004","Janakpuri","rsd",NA,NA,63,213
"316","Jan","2004","Janakpuri","rsd",NA,NA,142,348
"317","Apr","2004","Janakpuri","rsd",NA,NA,82.67,289
"318","Sep","2004","Janakpuri","rsd",NA,NA,85,348
"319","Dec","2004","Janakpuri","rsd",NA,NA,59.33,152
"320","Feb","2004","Janakpuri","rsd",NA,NA,107.33,312
"321","Feb","2004","Janakpuri","rsd",NA,NA,71.67,369
"322","Feb","2004","Janakpuri","rsd",NA,NA,112.67,344
"323","Apr","2004","Janakpuri","rsd",NA,NA,140,406
"324","Sep","2004","Janakpuri","rsd",NA,NA,131.67,261
"325","Dec","2004","Janakpuri","rsd",NA,NA,209.67,359
"326","Mar","2004","Janakpuri","rsd",NA,NA,201.67,397
"327","Mar","2004","Janakpuri","rsd",NA,NA,242,519
"328","Mar","2004","Janakpuri","rsd",NA,NA,182.5,280
"329","Jan","2004","Janakpuri","rsd",NA,NA,287.33,502
"330","Dec","2004","Janakpuri","rsd",NA,NA,221,505
"331","Apr","2004","Janakpuri","rsd",NA,NA,211.67,347
"332","Apr","2004","Janakpuri","rsd",NA,NA,224,673
"333","Apr","2004","Janakpuri","rsd",NA,NA,199,405
"334","Apr","2004","Janakpuri","rsd",NA,NA,282.67,542
"335","May","2004","Janakpuri","rsd",NA,NA,174.33,410
"336","May","2004","Janakpuri","rsd",NA,NA,56,328
"337","Apr","2004","Janakpuri","rsd",NA,NA,320.67,564
"338","Jan","2004","Janakpuri","rsd",NA,NA,217.33,528
"339","May","2004","Janakpuri","rsd",NA,NA,124,291
"340","Jun","2004","Janakpuri","rsd",NA,NA,115,282
"341","Sep","2004","Janakpuri","rsd",NA,NA,173,424
"342","Jul","2004","Janakpuri","rsd",NA,NA,194.67,385
"343","Jul","2004","Janakpuri","rsd",NA,NA,193,451
"344","Jul","2004","Janakpuri","rsd",NA,NA,234.33,436
"345","Jul","2004","Janakpuri","rsd",NA,NA,248,542
"346","Jan","2004","Janakpuri","rsd",NA,NA,41,77
"347","Feb","2004","Janakpuri","rsd",NA,NA,89,235
"348","May","2004","Janakpuri","rsd",NA,NA,48,118
"349","Aug","2004","Janakpuri","rsd",NA,NA,35.5,135
"350","Aug","2004","Janakpuri","rsd",NA,NA,17,91
"351","Aug","2004","Janakpuri","rsd",NA,NA,32,68
"352","Aug","2004","Janakpuri","rsd",NA,NA,48.5,190
"353","Jan","2004","Janakpuri","rsd",NA,NA,170.33,287
"354","Jun","2004","Janakpuri","rsd",NA,NA,120,315
"355","Oct","2004","Janakpuri","rsd",NA,NA,60.67,234
"356","Sep","2004","Janakpuri","rsd",NA,NA,91,202
"357","Sep","2004","Janakpuri","rsd",NA,NA,61,140
"358","Sep","2004","Janakpuri","rsd",NA,NA,90.5,356
"359","Sep","2004","Janakpuri","rsd",NA,NA,106,246
"360","Apr","2004","Janakpuri","rsd",NA,NA,78,239
"361","Jul","2004","Janakpuri","rsd",NA,NA,80,223
"362","Dec","2004","Janakpuri","rsd",NA,NA,86.67,221
"363","Oct","2004","Janakpuri","rsd",NA,NA,171,312
"364","Oct","2004","Janakpuri","rsd",NA,NA,157,336
"365","Oct","2004","Janakpuri","rsd",NA,NA,119,298
"366","Jan","2004","Janakpuri","rsd",NA,NA,133,407
"367","Apr","2004","Janakpuri","rsd",NA,NA,52.5,297
"368","Sep","2004","Janakpuri","rsd",NA,NA,154,387
"369","Nov","2004","Janakpuri","rsd",NA,NA,103.5,472
"370","Nov","2004","Janakpuri","rsd",NA,NA,146,288
"371","Nov","2004","Janakpuri","rsd",NA,NA,162.5,413
"372","Jan","2004","Janakpuri","rsd",NA,NA,115,308
"373","Jun","2004","Janakpuri","rsd",NA,NA,NA,224
"374","Sep","2004","Janakpuri","rsd",NA,NA,268.5,325
"375","Dec","2004","Janakpuri","rsd",NA,NA,135.5,182
"376","Dec","2004","Janakpuri","rsd",NA,NA,182.67,501
"377","Dec","2004","Janakpuri","rsd",NA,NA,132.33,320
"378","Dec","2004","Janakpuri","rsd",NA,NA,95.5,125
"379","Feb","2004","Siri Fort","rsd",NA,NA,167.33,369
"380","Jul","2004","Siri Fort","rsd",NA,NA,90.67,206
"381","Dec","2004","Siri Fort","rsd",NA,NA,106.67,238
"382","Jan","2004","Siri Fort","rsd",NA,NA,104,246
"383","Jan","2004","Siri Fort","rsd",NA,NA,101,223
"384","Jan","2004","Siri Fort","rsd",NA,NA,72,141
"385","Jan","2004","Siri Fort","rsd",NA,NA,96.67,264
"386","May","2004","Siri Fort","rsd",NA,NA,65.33,218
"387","Oct","2004","Siri Fort","rsd",NA,NA,81,218
"388","Feb","2004","Siri Fort","rsd",NA,NA,87.67,252
"389","Feb","2004","Siri Fort","rsd",NA,NA,120,276
"390","Feb","2004","Siri Fort","rsd",NA,NA,140,239
"391","Jan","2004","Siri Fort","rsd",NA,NA,191.33,399
"392","Oct","2004","Siri Fort","rsd",NA,NA,99.33,320
"393","Mar","2004","Siri Fort","rsd",NA,NA,179.67,468
"394","Mar","2004","Siri Fort","rsd",NA,NA,115,375
"395","Mar","2004","Siri Fort","rsd",NA,NA,139.5,332
"396","Mar","2004","Siri Fort","rsd",NA,NA,107.67,456
"397","Feb","2004","Siri Fort","rsd",NA,NA,122.67,303
"398","Jul","2004","Siri Fort","rsd",NA,NA,130.33,465
"399","Apr","2004","Siri Fort","rsd",NA,NA,105.33,481
"400","Apr","2004","Siri Fort","rsd",NA,NA,NA,320
"401","Apr","2004","Siri Fort","rsd",NA,NA,NA,572
"402","Apr","2004","Siri Fort","rsd",NA,NA,NA,238
"403","Mar","2004","Siri Fort","rsd",NA,NA,119,204
"404","May","2004","Siri Fort","rsd",NA,NA,NA,265
"405","Nov","2004","Siri Fort","rsd",NA,NA,NA,272
"406","May","2004","Siri Fort","rsd",NA,NA,NA,371
"407","May","2004","Siri Fort","rsd",NA,NA,NA,837
"408","May","2004","Siri Fort","rsd",NA,NA,156.5,516
"409","May","2004","Siri Fort","rsd",NA,NA,119,304
"410","Feb","2004","Siri Fort","rsd",NA,NA,65.67,366
"411","Jul","2004","Siri Fort","rsd",NA,NA,129.33,223
"412","Oct","2004","Siri Fort","rsd",NA,NA,60.67,208
"413","Jun","2004","Siri Fort","rsd",NA,NA,138.33,413
"414","Jun","2004","Siri Fort","rsd",NA,NA,45.5,162
"415","Jun","2004","Siri Fort","rsd",NA,NA,147,706
"416","Jun","2004","Siri Fort","rsd",NA,NA,131,425
"417","Feb","2004","Siri Fort","rsd",NA,NA,67.33,269
"418","Jul","2004","Siri Fort","rsd",NA,NA,106,560
"419","Dec","2004","Siri Fort","rsd",NA,NA,160.67,624
"420","Jul","2004","Siri Fort","rsd",NA,NA,181,382
"421","Jul","2004","Siri Fort","rsd",NA,NA,216.67,707
"422","Jul","2004","Siri Fort","rsd",NA,NA,127.33,361
"423","Jul","2004","Siri Fort","rsd",NA,NA,113.33,276
"424","Mar","2004","Siri Fort","rsd",NA,NA,48.33,172
"425","Jun","2004","Siri Fort","rsd",NA,NA,56.33,140
"426","Nov","2004","Siri Fort","rsd",NA,NA,70,143
"427","Aug","2004","Siri Fort","rsd",NA,NA,35,81
