"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"81","Jun","2012","N.Y. School","rsd",9,110,523,NA
"82","Jul","2012","N.Y. School","rsd",9,99,544,NA
"83","Aug","2012","N.Y. School","rsd",29,130,232,NA
"84","Nov","2012","N.Y. School","rsd",12,128,364,NA
"85","Nov","2012","N.Y. School","rsd",12,136,345,NA
"86","Nov","2012","N.Y. School","rsd",15,109,257,NA
"87","Nov","2012","N.Y. School","rsd",4,124,189,NA
"88","Nov","2012","N.Y. School","rsd",7,115,177,NA
"89","Apr","2012","N.Y. School","rsd",3,114,214,NA
"90","May","2012","N.Y. School","rsd",4,117,183,NA
"91","Jun","2012","N.Y. School","rsd",2,114,154,NA
"92","Dec","2012","N.Y. School","rsd",2,93,175,NA
"93","Dec","2012","N.Y. School","rsd",2,92,225,NA
"94","Dec","2012","N.Y. School","rsd",4,96,384,NA
"95","Dec","2012","N.Y. School","rsd",2,59,369,NA
"96","Dec","2012","N.Y. School","rsd",7,55,299,NA
"97","Mar","2012","Town Hall","rsd",15,115,425,NA
"98","Apr","2012","Town Hall","rsd",21,112,415,NA
"99","May","2012","Town Hall","rsd",13,77,201,NA
"100","Oct","2012","Town Hall","rsd",19,95,320,NA
"101","Nov","2012","Town Hall","rsd",10,81,427,NA
"102","Dec","2012","Town Hall","rsd",12,83,312,NA
"103","Jan","2012","Town Hall","rsd",16,115,303,NA
"104","Jan","2012","Town Hall","rsd",16,110,245,NA
"105","Jul","2012","Town Hall","rsd",14,100,195,NA
"106","Aug","2012","Town Hall","rsd",15,100,168,NA
"107","Sep","2012","Town Hall","rsd",12,84,222,NA
"108","Feb","2012","Town Hall","rsd",10,109,202,NA
"109","Feb","2012","Town Hall","rsd",24,110,195,NA
"110","Feb","2012","Town Hall","rsd",16,101,233,NA
"111","Feb","2012","Town Hall","rsd",18,113,283,NA
"112","Feb","2012","Town Hall","rsd",31,107,285,NA
"113","Jan","2012","Town Hall","rsd",30,113,283,NA
"114","Feb","2012","Town Hall","rsd",21,91,151,NA
"115","Mar","2012","Town Hall","rsd",18,96,155,NA
"116","Mar","2012","Town Hall","rsd",5,72,166,NA
"117","Mar","2012","Town Hall","rsd",11,84,184,NA
"118","Mar","2012","Town Hall","rsd",12,102,272,NA
"119","Mar","2012","Town Hall","rsd",21,94,314,NA
"120","Mar","2012","Town Hall","rsd",14,59,317,NA
"121","Oct","2012","Town Hall","rsd",5,96,197,NA
"122","Nov","2012","Town Hall","rsd",6,95,149,NA
"123","Apr","2012","Town Hall","rsd",2,98,219,NA
"124","Apr","2012","Town Hall","rsd",4,87,201,NA
"125","Apr","2012","Town Hall","rsd",2,75,227,NA
"126","Apr","2012","Town Hall","rsd",7,96,232,NA
"127","Apr","2012","Town Hall","rsd",10,95,241,NA
"128","Apr","2012","Town Hall","rsd",4,75,220,NA
"129","Feb","2012","Town Hall","rsd",4,123,378,NA
"130","Mar","2012","Town Hall","rsd",2,121,505,NA
"131","Sep","2012","Town Hall","rsd",2,102,343,NA
"132","Oct","2012","Town Hall","rsd",2,68,415,NA
"133","Nov","2012","Town Hall","rsd",2,104,211,NA
"134","May","2012","Town Hall","rsd",4,95,437,NA
"135","May","2012","Town Hall","rsd",4,81,290,NA
"136","May","2012","Town Hall","rsd",2,59,438,NA
"137","Jun","2012","Town Hall","rsd",2,77,312,NA
"138","Jun","2012","Town Hall","rsd",2,40,515,NA
"139","Jun","2012","Town Hall","rsd",2,42,406,NA
"140","Jun","2012","Town Hall","rsd",2,47,372,NA
"141","Jun","2012","Town Hall","rsd",2,62,530,NA
"142","Jun","2012","Town Hall","rsd",2,83,307,NA
"143","Jun","2012","Town Hall","rsd",2,66,295,NA
"144","Jun","2012","Town Hall","rsd",2,50,284,NA
"145","Mar","2012","Town Hall","rsd",3,43,120,NA
"146","Apr","2012","Town Hall","rsd",2,41,154,NA
"147","May","2012","Town Hall","rsd",2,63,171,NA
"148","Dec","2012","Town Hall","rsd",2,49,69,NA
"149","Jul","2012","Town Hall","rsd",2,64,98,NA
"150","Jul","2012","Town Hall","rsd",2,50,116,NA
"151","Jul","2012","Town Hall","rsd",5,50,82,NA
"152","Jul","2012","Town Hall","rsd",3,55,110,NA
"153","Feb","2012","Town Hall","rsd",2,57,142,NA
"154","Mar","2012","Town Hall","rsd",3,67,154,NA
"155","Apr","2012","Town Hall","rsd",3,62,86,NA
"156","Jul","2012","Town Hall","rsd",2,61,102,NA
"157","Aug","2012","Town Hall","rsd",2,54,72,NA
"158","Sep","2012","Town Hall","rsd",2,45,64,NA
"159","Aug","2012","Town Hall","rsd",3,50,49,NA
"160","Aug","2012","Town Hall","rsd",2,50,68,NA
"161","Apr","2012","Town Hall","rsd",4,52,106,NA
"162","May","2012","Town Hall","rsd",2,36,90,NA
"163","Jun","2012","Town Hall","rsd",2,27,85,NA
"164","Sep","2012","Town Hall","rsd",2,61,79,NA
"165","Sep","2012","Town Hall","rsd",2,60,111,NA
"166","Sep","2012","Town Hall","rsd",2,66,107,NA
"167","Sep","2012","Town Hall","rsd",2,75,163,NA
"168","Sep","2012","Town Hall","rsd",2,80,151,NA
"169","Mar","2012","Town Hall","rsd",2,119,250,NA
"170","Apr","2012","Town Hall","rsd",2,109,284,NA
"171","May","2012","Town Hall","rsd",3,112,241,NA
"172","Sep","2012","Town Hall","rsd",5,128,248,NA
"173","Oct","2012","Town Hall","rsd",11,132,255,NA
"174","Oct","2012","Town Hall","rsd",2,141,339,NA
"175","Oct","2012","Town Hall","rsd",5,189,329,NA
"176","Oct","2012","Town Hall","rsd",13,153,322,NA
"177","Jan","2012","Town Hall","rsd",4,123,453,NA
"178","Feb","2012","Town Hall","rsd",5,128,496,NA
"179","Jun","2012","Town Hall","rsd",4,134,589,NA
"180","Jul","2012","Town Hall","rsd",5,131,577,NA
"181","Aug","2012","Town Hall","rsd",16,119,285,NA
"182","Nov","2012","Town Hall","rsd",5,116,450,NA
"183","Nov","2012","Town Hall","rsd",7,108,519,NA
"184","Nov","2012","Town Hall","rsd",7,91,361,NA
"185","Apr","2012","Town Hall","rsd",15,119,273,NA
"186","May","2012","Town Hall","rsd",12,101,248,NA
"187","Jun","2012","Town Hall","rsd",12,106,212,NA
"188","Nov","2012","Town Hall","rsd",5,87,201,NA
"189","Dec","2012","Town Hall","rsd",4,91,193,NA
"190","Dec","2012","Town Hall","rsd",4,101,179,NA
"191","Dec","2012","Town Hall","rsd",7,95,387,NA
"192","Dec","2012","Town Hall","rsd",2,76,301,NA
"193","Jul","2012","Mayapuri","ind",10,87,193,NA
"194","Aug","2012","Mayapuri","ind",17,83,245,NA
"195","Jan","2012","Mayapuri","ind",43,113,405,NA
"196","Jan","2012","Mayapuri","ind",10,89,213,NA
"197","Jan","2012","Mayapuri","ind",15,71,218,NA
"198","Jan","2012","Mayapuri","ind",21,98,378,NA
"199","Jan","2012","Mayapuri","ind",24,110,274,NA
"200","Jan","2012","Mayapuri","ind",29,85,265,NA
"201","Jan","2012","Mayapuri","ind",8,77,289,NA
"202","Feb","2012","Mayapuri","ind",17,96,454,NA
"203","Mar","2012","Mayapuri","ind",25,93,304,NA
"204","Jul","2012","Mayapuri","ind",25,61,177,NA
"205","Aug","2012","Mayapuri","ind",39,72,199,NA
"206","Sep","2012","Mayapuri","ind",34,56,257,NA
"207","Feb","2012","Mayapuri","ind",30,88,226,NA
"208","Feb","2012","Mayapuri","ind",45,119,225,NA
"209","Jan","2012","Mayapuri","ind",35,117,302,NA
"210","Feb","2012","Mayapuri","ind",49,81,244,NA
"211","Mar","2012","Mayapuri","ind",34,114,275,NA
"212","Mar","2012","Mayapuri","ind",14,73,843,NA
"213","Mar","2012","Mayapuri","ind",28,66,527,NA
"214","Mar","2012","Mayapuri","ind",26,56,379,NA
"215","Mar","2012","Mayapuri","ind",11,102,296,NA
"216","Mar","2012","Mayapuri","ind",4,58,208,NA
"217","Mar","2012","Mayapuri","ind",6,91,307,NA
"218","Apr","2012","Mayapuri","ind",2,76,240,NA
"219","May","2012","Mayapuri","ind",4,99,224,NA
"220","Oct","2012","Mayapuri","ind",5,43,185,NA
"221","Nov","2012","Mayapuri","ind",8,89,138,NA
"222","Apr","2012","Mayapuri","ind",7,86,169,NA
"223","Apr","2012","Mayapuri","ind",8,68,188,NA
"224","Apr","2012","Mayapuri","ind",9,54,194,NA
"225","Jan","2012","Mayapuri","ind",3,96,201,NA
"226","Feb","2012","Mayapuri","ind",6,94,194,NA
"227","Mar","2012","Mayapuri","ind",2,92,223,NA
"228","May","2012","Mayapuri","ind",2,53,299,NA
"229","May","2012","Mayapuri","ind",7,50,652,NA
"230","May","2012","Mayapuri","ind",9,84,389,NA
"231","May","2012","Mayapuri","ind",3,105,362,NA
"232","May","2012","Mayapuri","ind",4,70,448,NA
"233","Mar","2012","Mayapuri","ind",4,83,253,NA
"234","Apr","2012","Mayapuri","ind",4,108,232,NA
"235","May","2012","Mayapuri","ind",5,100,167,NA
"236","Jul","2012","Mayapuri","ind",12,65,269,NA
"237","Aug","2012","Mayapuri","ind",8,70,225,NA
"238","Sep","2012","Mayapuri","ind",4,67,288,NA
"239","Jun","2012","Mayapuri","ind",5,70,193,NA
"240","Jun","2012","Mayapuri","ind",2,29,228,NA
"241","Jul","2012","Mayapuri","ind",4,62,181,NA
"242","Jul","2012","Mayapuri","ind",10,56,285,NA
"243","Jul","2012","Mayapuri","ind",11,53,226,NA
"244","Jul","2012","Mayapuri","ind",3,38,65,NA
"245","Jul","2012","Mayapuri","ind",3,43,113,NA
"246","Jul","2012","Mayapuri","ind",5,64,120,NA
"247","Jul","2012","Mayapuri","ind",2,61,106,NA
"248","Jul","2012","Mayapuri","ind",4,68,89,NA
"249","Jul","2012","Mayapuri","ind",2,68,182,NA
"250","Aug","2012","Mayapuri","ind",3,71,110,NA
"251","Sep","2012","Mayapuri","ind",2,60,92,NA
"252","Aug","2012","Mayapuri","ind",2,38,153,NA
"253","Aug","2012","Mayapuri","ind",2,64,135,NA
"254","Aug","2012","Mayapuri","ind",2,60,116,NA
"255","Aug","2012","Mayapuri","ind",2,52,43,NA
"256","Aug","2012","Mayapuri","ind",2,50,76,NA
"257","Apr","2012","Mayapuri","ind",2,47,62,NA
"258","May","2012","Mayapuri","ind",2,39,58,NA
"259","Jun","2012","Mayapuri","ind",2,36,70,NA
"260","Dec","2012","Mayapuri","ind",2,55,123,NA
"261","Sep","2012","Mayapuri","ind",2,23,91,NA
"262","Sep","2012","Mayapuri","ind",2,26,41,NA
"263","Sep","2012","Mayapuri","ind",2,69,211,NA
"264","Sep","2012","Mayapuri","ind",2,58,158,NA
"265","Sep","2012","Mayapuri","ind",18,118,311,NA
"266","Oct","2012","Mayapuri","ind",15,110,348,NA
"267","Nov","2012","Mayapuri","ind",6,117,325,NA
"268","Oct","2012","Mayapuri","ind",9,95,286,NA
"269","Oct","2012","Mayapuri","ind",18,84,306,NA
"270","Oct","2012","Mayapuri","ind",13,110,389,NA
"271","Oct","2012","Mayapuri","ind",3,119,439,NA
"272","Oct","2012","Mayapuri","ind",8,126,531,NA
"273","Jan","2012","Mayapuri","ind",6,108,666,NA
"274","Feb","2012","Mayapuri","ind",5,109,700,NA
"275","Mar","2012","Mayapuri","ind",7,102,603,NA
"276","Nov","2012","Mayapuri","ind",12,117,450,NA
"277","Nov","2012","Mayapuri","ind",19,130,486,NA
"278","Nov","2012","Mayapuri","ind",6,106,293,NA
"279","Nov","2012","Mayapuri","ind",3,121,296,NA
"280","Nov","2012","Mayapuri","ind",6,133,195,NA
"281","Nov","2012","Mayapuri","ind",17,71,188,NA
"282","Dec","2012","Mayapuri","ind",15,70,291,NA
"283","Dec","2012","Mayapuri","ind",7,81,164,NA
"284","Dec","2012","Mayapuri","ind",3,71,269,NA
"285","Dec","2012","Mayapuri","ind",3,99,405,NA
"286","Dec","2012","Mayapuri","ind",5,116,488,NA
"287","Dec","2012","Mayapuri","ind",3,86,423,NA
"288","Dec","2012","Mayapuri","ind",9,94,348,NA
