"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"84","Mar","2001","Mayapuri","ind",14.1,63.1,NA,469
"85","Apr","2001","Mayapuri","ind",11.8,65.7,NA,1048
"86","May","2001","Mayapuri","ind",6.3,41.9,NA,NA
"87","Jun","2001","Mayapuri","ind",8.7,66.4,NA,452
"88","Jan","2001","Town Hall","rsd",17.8,121.1,NA,823
"89","Feb","2001","Town Hall","rsd",33.7,88.3,NA,685
"90","Mar","2001","Town Hall","rsd",15.6,85.2,NA,626
"91","Apr","2001","Town Hall","rsd",11.5,60.5,NA,400
"92","May","2001","Town Hall","rsd",6.8,55,NA,597
"93","Jun","2001","Town Hall","rsd",12.1,64.4,NA,351
"94","Jul","2001","Town Hall","rsd",6,55.6,NA,262
"95","Aug","2001","Town Hall","rsd",6.2,32.9,NA,307
"96","Sep","2001","Town Hall","rsd",6.7,63,NA,522
"97","Oct","2001","Town Hall","rsd",9.3,70.3,NA,652
"98","Nov","2001","Town Hall","rsd",17,82.2,NA,790
"99","Dec","2001","Town Hall","rsd",20.6,74.5,NA,506
