"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"475","Jun","2003","N.Y. School","rsd",6,25,NA,194
"476","Jun","2003","N.Y. School","rsd",6,36,NA,197
"477","Jun","2003","N.Y. School","rsd",8,24,NA,215
"478","Jun","2003","N.Y. School","rsd",6,22,NA,193
"479","Jun","2003","N.Y. School","rsd",6,21,NA,397
"480","Jan","2003","N.Y. School","rsd",7,17,NA,380
"481","Feb","2003","N.Y. School","rsd",7,14,NA,251
"482","Aug","2003","N.Y. School","rsd",6,23,NA,127
"483","Sep","2003","N.Y. School","rsd",6,25,NA,89
"484","Jul","2003","N.Y. School","rsd",7,26,NA,94
"485","Jul","2003","N.Y. School","rsd",6,28,NA,155
"486","Jul","2003","N.Y. School","rsd",6,22,NA,162
"487","Jul","2003","N.Y. School","rsd",6,19,NA,249
"488","May","2003","N.Y. School","rsd",8,39,NA,155
"489","Jun","2003","N.Y. School","rsd",6,45,NA,133
"490","Nov","2003","N.Y. School","rsd",6,32,NA,110
"491","Dec","2003","N.Y. School","rsd",6,31,NA,161
"492","Aug","2003","N.Y. School","rsd",6,25,NA,173
"493","Aug","2003","N.Y. School","rsd",6,24,NA,206
"494","Aug","2003","N.Y. School","rsd",6,29,NA,120
"495","Aug","2003","N.Y. School","rsd",7,26,NA,117
"496","Feb","2003","N.Y. School","rsd",6,32,NA,144
"497","Mar","2003","N.Y. School","rsd",7,33,NA,111
"498","Sep","2003","N.Y. School","rsd",6,50,NA,247
"499","Oct","2003","N.Y. School","rsd",6,35,NA,167
"500","Sep","2003","N.Y. School","rsd",6,32,NA,114
"501","Sep","2003","N.Y. School","rsd",7,29,NA,86
"502","Sep","2003","N.Y. School","rsd",6,31,NA,126
"503","Sep","2003","N.Y. School","rsd",7,25,NA,131
"504","Jul","2003","N.Y. School","rsd",6,43,NA,322
"505","Aug","2003","N.Y. School","rsd",6,57,NA,428
"506","Oct","2003","N.Y. School","rsd",9,54,NA,374
"507","Oct","2003","N.Y. School","rsd",10,61,NA,468
"508","Oct","2003","N.Y. School","rsd",7,66,NA,761
"509","Oct","2003","N.Y. School","rsd",26,62,NA,747
"510","Oct","2003","N.Y. School","rsd",6,76,NA,437
"511","Oct","2003","N.Y. School","rsd",6,75,NA,529
"512","Apr","2003","N.Y. School","rsd",6,91,NA,562
"513","May","2003","N.Y. School","rsd",6,89,NA,525
"514","Nov","2003","N.Y. School","rsd",7,62,NA,563
"515","Nov","2003","N.Y. School","rsd",11,59,NA,382
"516","Nov","2003","N.Y. School","rsd",6,54,NA,326
"517","Nov","2003","N.Y. School","rsd",7,69,NA,344
"518","Nov","2003","N.Y. School","rsd",9,77,NA,583
"519","Nov","2003","N.Y. School","rsd",9,76,NA,539
"520","Jun","2003","N.Y. School","rsd",6,64,NA,505
"521","Jul","2003","N.Y. School","rsd",8,77,NA,613
"522","Sep","2003","N.Y. School","rsd",6,65,NA,526
"523","Oct","2003","N.Y. School","rsd",6,63,NA,439
"524","Dec","2003","N.Y. School","rsd",6,42,NA,222
"525","Dec","2003","N.Y. School","rsd",6,44,NA,206
"526","Dec","2003","N.Y. School","rsd",6,53,NA,516
"527","Dec","2003","N.Y. School","rsd",6,36,NA,276
"528","Apr","2003","Mayapuri","ind",23,26,NA,430
"529","May","2003","Mayapuri","ind",20,25,NA,356
"530","Nov","2003","Mayapuri","ind",17,45,NA,576
"531","Dec","2003","Mayapuri","ind",27,51,NA,559
"532","Mar","2003","Mayapuri","ind",28,58,NA,508
"533","Mar","2003","Mayapuri","ind",20,53,NA,584
"534","Mar","2003","Mayapuri","ind",14,34,NA,373
"535","Mar","2003","Mayapuri","ind",14,34,NA,452
"536","Jan","2003","Mayapuri","ind",10,34,NA,522
"537","Feb","2003","Mayapuri","ind",20,51,NA,528
"538","Jul","2003","Mayapuri","ind",9,49,NA,436
"539","Aug","2003","Mayapuri","ind",15,63,NA,404
"540","Apr","2003","Mayapuri","ind",16,42,NA,463
"541","Apr","2003","Mayapuri","ind",13,39,NA,568
"542","Apr","2003","Mayapuri","ind",22,42,NA,266
"543","Apr","2003","Mayapuri","ind",9,51,NA,183
"544","Mar","2003","Mayapuri","ind",10,46,NA,1182
"545","Apr","2003","Mayapuri","ind",26,48,NA,556
"546","Jun","2003","Mayapuri","ind",19,60,NA,557
"547","Jul","2003","Mayapuri","ind",23,64,NA,586
"548","May","2003","Mayapuri","ind",11,52,NA,371
"549","May","2003","Mayapuri","ind",16,42,NA,767
"550","May","2003","Mayapuri","ind",9,56,NA,1067
"551","May","2003","Mayapuri","ind",6,44,NA,1450
"552","Jul","2003","Mayapuri","ind",6,33,NA,1795
"553","Aug","2003","Mayapuri","ind",6,27,NA,653
"554","Jun","2003","Mayapuri","ind",6,35,NA,977
"555","Jun","2003","Mayapuri","ind",7,39,NA,265
"556","Jun","2003","Mayapuri","ind",7,38,NA,245
"557","Jun","2003","Mayapuri","ind",6,27,NA,183
"558","Jun","2003","Mayapuri","ind",6,26,NA,218
"559","Jun","2003","Mayapuri","ind",7,28,NA,517
"560","Jan","2003","Mayapuri","ind",6,21,NA,521
"561","Feb","2003","Mayapuri","ind",6,27,NA,226
"562","Nov","2003","Mayapuri","ind",6,29,NA,146
"563","Dec","2003","Mayapuri","ind",6,22,NA,149
"564","Jul","2003","Mayapuri","ind",5,19,NA,152
"565","Jul","2003","Mayapuri","ind",6,22,NA,159
"566","Jul","2003","Mayapuri","ind",7,26,NA,212
"567","Jul","2003","Mayapuri","ind",7,29,NA,343
"568","May","2003","Mayapuri","ind",7,40,NA,186
"569","Jun","2003","Mayapuri","ind",7,40,NA,158
"570","Nov","2003","Mayapuri","ind",12,28,NA,195
"571","Dec","2003","Mayapuri","ind",12,29,NA,197
"572","Aug","2003","Mayapuri","ind",15,27,NA,162
"573","Aug","2003","Mayapuri","ind",7,24,NA,97
"574","Aug","2003","Mayapuri","ind",7,32,NA,109
"575","Aug","2003","Mayapuri","ind",6,28,NA,95
"576","Jun","2003","Mayapuri","ind",7,31,NA,126
"577","Jul","2003","Mayapuri","ind",13,25,NA,164
"578","Sep","2003","Mayapuri","ind",11,43,NA,338
"579","Oct","2003","Mayapuri","ind",12,31,NA,232
"580","Sep","2003","Mayapuri","ind",10,33,NA,194
"581","Sep","2003","Mayapuri","ind",7,29,NA,132
"582","Sep","2003","Mayapuri","ind",6,30,NA,146
"583","Sep","2003","Mayapuri","ind",9,27,NA,156
"584","Nov","2003","Mayapuri","ind",33,49,NA,563
"585","Dec","2003","Mayapuri","ind",33,48,NA,526
"586","Oct","2003","Mayapuri","ind",27,65,NA,547
"587","Oct","2003","Mayapuri","ind",25,59,NA,700
"588","Oct","2003","Mayapuri","ind",25,65,NA,613
"589","Oct","2003","Mayapuri","ind",17,63,NA,714
"590","Oct","2003","Mayapuri","ind",18,73,NA,555
"591","Oct","2003","Mayapuri","ind",23,58,NA,603
"592","Apr","2003","Mayapuri","ind",7,94,NA,616
"593","May","2003","Mayapuri","ind",9,103,NA,510
"594","Nov","2003","Mayapuri","ind",13,77,NA,695
"595","Dec","2003","Mayapuri","ind",10,82,NA,685
"596","Nov","2003","Mayapuri","ind",15,41,NA,529
"597","Nov","2003","Mayapuri","ind",22,45,NA,477
"598","Nov","2003","Mayapuri","ind",24,64,NA,600
"599","Nov","2003","Mayapuri","ind",26,72,NA,658
"600","Mar","2003","Mayapuri","ind",13,82,NA,922
"601","Apr","2003","Mayapuri","ind",9,89,NA,982
"602","Sep","2003","Mayapuri","ind",6,58,NA,429
"603","Oct","2003","Mayapuri","ind",13,71,NA,447
"604","Dec","2003","Mayapuri","ind",11,51,NA,311
"605","Dec","2003","Mayapuri","ind",6,52,NA,310
"606","Dec","2003","Mayapuri","ind",18,54,NA,505
"607","Dec","2003","Mayapuri","ind",12,52,NA,489
"608","Jul","2003","Town Hall","rsd",6,43,NA,334
"609","Aug","2003","Town Hall","rsd",14,56,NA,469
"610","Jan","2003","Town Hall","rsd",6,119,NA,505
"611","Jan","2003","Town Hall","rsd",7,120,NA,721
"612","Jan","2003","Town Hall","rsd",6,78,NA,705
"613","Jan","2003","Town Hall","rsd",7,93,NA,800
"614","Jan","2003","Town Hall","rsd",7,57,NA,257
"615","Jan","2003","Town Hall","rsd",6,53,NA,437
"616","Apr","2003","Town Hall","rsd",10,76,NA,387
"617","May","2003","Town Hall","rsd",11,54,NA,454
"618","Nov","2003","Town Hall","rsd",13,76,NA,590
"619","Dec","2003","Town Hall","rsd",6,72,NA,415
"620","Feb","2003","Town Hall","rsd",6,27,NA,162
"621","Feb","2003","Town Hall","rsd",14,58,NA,435
"622","Feb","2003","Town Hall","rsd",10,47,NA,335
"623","Feb","2003","Town Hall","rsd",17,58,NA,475
"624","Apr","2003","Town Hall","rsd",7,33,NA,388
"625","May","2003","Town Hall","rsd",11,64,NA,363
"626","Nov","2003","Town Hall","rsd",17,81,NA,559
"627","Dec","2003","Town Hall","rsd",26,77,NA,513
"628","Mar","2003","Town Hall","rsd",23,64,NA,454
"629","Mar","2003","Town Hall","rsd",24,80,NA,533
"630","Mar","2003","Town Hall","rsd",24,54,NA,403
"631","Mar","2003","Town Hall","rsd",17,66,NA,422
"632","Jan","2003","Town Hall","rsd",7,35,NA,351
"633","Feb","2003","Town Hall","rsd",27,64,NA,512
"634","Jul","2003","Town Hall","rsd",14,56,NA,406
"635","Aug","2003","Town Hall","rsd",16,61,NA,570
"636","Apr","2003","Town Hall","rsd",14,58,NA,657
"637","Apr","2003","Town Hall","rsd",23,86,NA,737
"638","Apr","2003","Town Hall","rsd",24,67,NA,442
"639","Apr","2003","Town Hall","rsd",16,62,NA,423
"640","Jun","2003","Town Hall","rsd",18,47,NA,636
"641","May","2003","Town Hall","rsd",6,43,NA,906
"642","May","2003","Town Hall","rsd",9,50,NA,464
"643","May","2003","Town Hall","rsd",22,64,NA,445
"644","May","2003","Town Hall","rsd",12,51,NA,678
"645","May","2003","Town Hall","rsd",6,71,NA,946
"646","May","2003","Town Hall","rsd",6,49,NA,1235
"647","May","2003","Town Hall","rsd",6,55,NA,471
"648","Mar","2003","Town Hall","rsd",6,39,NA,838
"649","Apr","2003","Town Hall","rsd",7,31,NA,1560
"650","Jun","2003","Town Hall","rsd",6,34,NA,791
"651","Jun","2003","Town Hall","rsd",6,34,NA,289
"652","Jun","2003","Town Hall","rsd",6,35,NA,282
"653","Jun","2003","Town Hall","rsd",7,28,NA,490
"654","Jun","2003","Town Hall","rsd",7,44,NA,336
"655","Jun","2003","Town Hall","rsd",7,45,NA,837
"656","Jan","2003","Town Hall","rsd",6,25,NA,561
"657","Feb","2003","Town Hall","rsd",8,21,NA,317
"658","Aug","2003","Town Hall","rsd",7,43,NA,260
"659","Sep","2003","Town Hall","rsd",6,30,NA,119
"660","Jul","2003","Town Hall","rsd",8,31,NA,212
"661","Jul","2003","Town Hall","rsd",8,38,NA,254
"662","Jul","2003","Town Hall","rsd",6,21,NA,220
"663","Jul","2003","Town Hall","rsd",6,20,NA,356
"664","May","2003","Town Hall","rsd",6,58,NA,401
"665","Jun","2003","Town Hall","rsd",7,74,NA,313
"666","Aug","2003","Town Hall","rsd",8,39,NA,114
"667","Aug","2003","Town Hall","rsd",6,24,NA,212
"668","Aug","2003","Town Hall","rsd",6,31,NA,257
"669","Aug","2003","Town Hall","rsd",8,38,NA,302
"670","Aug","2003","Town Hall","rsd",7,47,NA,184
"671","Aug","2003","Town Hall","rsd",9,31,NA,204
"672","Feb","2003","Town Hall","rsd",8,33,NA,258
"673","Mar","2003","Town Hall","rsd",9,32,NA,159
"674","Sep","2003","Town Hall","rsd",8,58,NA,435
"675","Oct","2003","Town Hall","rsd",9,40,NA,307
"676","Sep","2003","Town Hall","rsd",8,40,NA,221
"677","Sep","2003","Town Hall","rsd",8,39,NA,174
"678","Sep","2003","Town Hall","rsd",7,40,NA,146
"679","Sep","2003","Town Hall","rsd",9,35,NA,156
"680","Jul","2003","Town Hall","rsd",18,64,NA,497
"681","Aug","2003","Town Hall","rsd",18,80,NA,654
"682","Oct","2003","Town Hall","rsd",16,59,NA,679
"683","Oct","2003","Town Hall","rsd",19,52,NA,732
"684","Oct","2003","Town Hall","rsd",16,72,NA,724
"685","Oct","2003","Town Hall","rsd",18,86,NA,849
"686","Oct","2003","Town Hall","rsd",10,96,NA,563
"687","Oct","2003","Town Hall","rsd",16,92,NA,760
"688","Apr","2003","Town Hall","rsd",18,107,NA,893
"689","May","2003","Town Hall","rsd",20,104,NA,684
"690","Nov","2003","Town Hall","rsd",19,128,NA,934
"691","Dec","2003","Town Hall","rsd",18,136,NA,980
"692","Nov","2003","Town Hall","rsd",12,68,NA,492
"693","Nov","2003","Town Hall","rsd",12,69,NA,524
"694","Nov","2003","Town Hall","rsd",10,47,NA,555
"695","Nov","2003","Town Hall","rsd",21,83,NA,834
"696","Mar","2003","Town Hall","rsd",16,117,NA,924
"697","Apr","2003","Town Hall","rsd",14,102,NA,869
"698","Sep","2003","Town Hall","rsd",8,67,NA,466
"699","Oct","2003","Town Hall","rsd",18,76,NA,606
"700","Dec","2003","Town Hall","rsd",6,43,NA,321
"701","Dec","2003","Town Hall","rsd",6,50,NA,329
"702","Dec","2003","Town Hall","rsd",15,77,NA,757
"703","Dec","2003","Town Hall","rsd",6,67,NA,464
