"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"65","Sep","2007","Shahdara","ind",5.5,48.5,196,450
"66","Feb","2007","Shahdara","ind",5.3,58.8,264,530
"67","Feb","2007","Shahdara","ind",5.2,51,110,322
"68","Feb","2007","Shahdara","ind",4.7,56.2,81,286
"69","Jan","2007","Shahdara","ind",4.3,26.3,79,175
"70","Jun","2007","Shahdara","ind",4.3,42,138,306
"71","Sep","2007","Shahdara","ind",5.8,49,154,493
"72","Mar","2007","Shahdara","ind",5,42.3,68,205
"73","Mar","2007","Shahdara","ind",5,54.2,137,518
"74","Mar","2007","Shahdara","ind",4.5,40.5,117,300
"75","Mar","2007","Shahdara","ind",4.3,37.7,115,315
"76","Mar","2007","Shahdara","ind",4.3,37,178,397
"77","Sep","2007","Shahdara","ind",4.5,38.5,83,318
"78","Dec","2007","Shahdara","ind",4.5,41.2,157,450
"79","Apr","2007","Shahdara","ind",4.8,48.5,126,568
"80","Apr","2007","Shahdara","ind",4.8,55.3,172,678
"81","Apr","2007","Shahdara","ind",4.3,46,NA,722
"82","Jan","2007","Shahdara","ind",4.7,51,NA,599
"83","Jul","2007","Shahdara","ind",4.3,46,NA,452
"84","Oct","2007","Shahdara","ind",4.5,52,NA,537
"85","May","2007","Shahdara","ind",4.2,45.8,NA,490
"86","May","2007","Shahdara","ind",4.2,56.7,NA,356
"87","May","2007","Shahdara","ind",4,58.2,NA,406
"88","May","2007","Shahdara","ind",4.7,52.2,NA,505
"89","Jan","2007","Shahdara","ind",4.2,40.5,NA,355
"90","Jun","2007","Shahdara","ind",4.2,44.2,NA,705
"91","Nov","2007","Shahdara","ind",4.7,52.2,164,681
"92","Jun","2007","Shahdara","ind",4.2,44.8,158,353
"93","Jun","2007","Shahdara","ind",5,43,116,264
"94","Jun","2007","Shahdara","ind",4.2,40.8,NA,202
"95","Jun","2007","Shahdara","ind",4,41.2,NA,233
"96","Mar","2007","Shahdara","ind",4,36.2,NA,141
"97","Jun","2007","Shahdara","ind",4.2,39.7,NA,224
"98","Jul","2007","Shahdara","ind",4.8,40,NA,314
"99","Jul","2007","Shahdara","ind",4.3,31,NA,453
"100","Jul","2007","Shahdara","ind",4.3,33.7,75,287
"101","Jul","2007","Shahdara","ind",4,35.3,NA,357
"102","Feb","2007","Shahdara","ind",4,36.5,NA,188
"103","Jul","2007","Shahdara","ind",4,39.2,106,329
"104","Oct","2007","Shahdara","ind",4,40.3,70,195
"105","Aug","2007","Shahdara","ind",4.5,44,139,460
"106","Aug","2007","Shahdara","ind",4.3,36.7,62,240
"107","Aug","2007","Shahdara","ind",4,27,50,150
"108","Aug","2007","Shahdara","ind",4,32.3,NA,272
"109","May","2007","Shahdara","ind",4,35.3,NA,322
"110","Oct","2007","Shahdara","ind",4,34.5,73,191
"111","Sep","2007","Shahdara","ind",4,35.3,89,220
"112","Sep","2007","Shahdara","ind",5,42.5,142,345
"113","Sep","2007","Shahdara","ind",4.5,41.3,161,533
"114","Sep","2007","Shahdara","ind",4,25,38,120
"115","Mar","2007","Shahdara","ind",4,46,238,564
"116","Aug","2007","Shahdara","ind",4.2,51.2,162,459
"117","Nov","2007","Shahdara","ind",4.2,49,167,472
"118","Oct","2007","Shahdara","ind",4,42.3,98,346
"119","Oct","2007","Shahdara","ind",4.2,51.3,187,480
"120","Oct","2007","Shahdara","ind",4.7,56.2,253,639
"121","Oct","2007","Shahdara","ind",4,52.5,282,555
"122","Feb","2007","Shahdara","ind",5,61.5,294,713
"123","Jul","2007","Shahdara","ind",4.3,62.5,251,742
"124","Nov","2007","Shahdara","ind",4.3,61.5,308,607
"125","Nov","2007","Shahdara","ind",4.5,64.8,NA,494
"126","Nov","2007","Shahdara","ind",4.5,55.5,229,426
"127","Nov","2007","Shahdara","ind",5.8,75.8,375,775
"128","Nov","2007","Shahdara","ind",5.7,79.8,281,786
"129","May","2007","Shahdara","ind",5.5,76.7,331,722
"130","Oct","2007","Shahdara","ind",5,78.8,296,624
"131","Dec","2007","Shahdara","ind",5.5,71.5,160,441
"132","Dec","2007","Shahdara","ind",4.5,53.3,131,454
"133","Dec","2007","Shahdara","ind",4.8,56.3,157,585
"134","Dec","2007","Shahdara","ind",4.3,58,123,580
"135","Feb","2007","Shahzada Bagh","ind",4.3,46.2,235,281
"136","May","2007","Shahzada Bagh","ind",5.2,28.5,106,235
"137","Oct","2007","Shahzada Bagh","ind",5,32.8,230,322
"138","Jan","2007","Shahzada Bagh","ind",6.3,66.2,172,301
"139","Jan","2007","Shahzada Bagh","ind",4.5,53.2,184,351
"140","Jan","2007","Shahzada Bagh","ind",5.2,62.3,140,308
"141","Jan","2007","Shahzada Bagh","ind",4.3,36,166,427
"142","May","2007","Shahzada Bagh","ind",5.3,32.5,150,403
"143","Aug","2007","Shahzada Bagh","ind",4,31.8,150,324
"144","Feb","2007","Shahzada Bagh","ind",6.8,32.4,77,118
"145","Feb","2007","Shahzada Bagh","ind",4,30.7,98,234
"146","Feb","2007","Shahzada Bagh","ind",4,34.7,111,272
"147","Feb","2007","Shahzada Bagh","ind",4.2,28,145,326
"148","May","2007","Shahzada Bagh","ind",4.3,30.3,80,286
"149","Aug","2007","Shahzada Bagh","ind",4.5,34.5,170,330
"150","Mar","2007","Shahzada Bagh","ind",4.7,32.2,69,140
"151","Mar","2007","Shahzada Bagh","ind",4,36.2,82,266
"152","Mar","2007","Shahzada Bagh","ind",4.2,37.5,137,297
"153","Mar","2007","Shahzada Bagh","ind",4.2,35.3,126,304
"154","Feb","2007","Shahzada Bagh","ind",6.2,30,79,284
"155","May","2007","Shahzada Bagh","ind",4.7,41.3,114,308
"156","Nov","2007","Shahzada Bagh","ind",4.5,39,188,610
"157","Apr","2007","Shahzada Bagh","ind",4.8,42.5,276,971
"158","Apr","2007","Shahzada Bagh","ind",5.8,45.5,110,398
"159","Apr","2007","Shahzada Bagh","ind",4.2,45.8,218,624
"160","Apr","2007","Shahzada Bagh","ind",4.8,43.7,236,570
"161","Apr","2007","Shahzada Bagh","ind",4.3,38.3,131,329
"162","Sep","2007","Shahzada Bagh","ind",4.2,40.5,190,374
"163","May","2007","Shahzada Bagh","ind",5.2,35.3,136,268
"164","May","2007","Shahzada Bagh","ind",4.5,30.3,75,203
"165","May","2007","Shahzada Bagh","ind",4.3,30.5,118,284
"166","May","2007","Shahzada Bagh","ind",4.5,25.2,NA,458
"167","May","2007","Shahzada Bagh","ind",4.2,39.5,NA,258
"168","May","2007","Shahzada Bagh","ind",4.2,42.2,NA,526
"169","Aug","2007","Shahzada Bagh","ind",4.7,37.7,129,481
"170","Jun","2007","Shahzada Bagh","ind",6.2,44,179,508
"171","Jun","2007","Shahzada Bagh","ind",4.2,22.4,72,202
"172","Jun","2007","Shahzada Bagh","ind",4.5,29.2,65,276
"173","Jun","2007","Shahzada Bagh","ind",4.5,41,94,262
"174","Feb","2007","Shahzada Bagh","ind",4,41.7,70,240
"175","May","2007","Shahzada Bagh","ind",4,40.8,72,241
"176","Jul","2007","Shahzada Bagh","ind",4,29,47,206
"177","Jul","2007","Shahzada Bagh","ind",4,38.8,69,329
"178","Jul","2007","Shahzada Bagh","ind",4.5,19.5,84,355
"179","Jul","2007","Shahzada Bagh","ind",4,27.3,94,424
"180","Jan","2007","Shahzada Bagh","ind",4,36,77,206
"181","Jun","2007","Shahzada Bagh","ind",4,36.2,55,140
"182","Sep","2007","Shahzada Bagh","ind",4,33.8,52,168
"183","Aug","2007","Shahzada Bagh","ind",4,37.5,68,280
"184","Aug","2007","Shahzada Bagh","ind",4,11.5,33,150
"185","Aug","2007","Shahzada Bagh","ind",4,31.5,82,190
"186","Aug","2007","Shahzada Bagh","ind",4,30,67,207
"187","Mar","2007","Shahzada Bagh","ind",4,29.8,70,191
"188","Jul","2007","Shahzada Bagh","ind",4,30.5,53,182
"189","Dec","2007","Shahzada Bagh","ind",4,32.8,102,284
"190","Sep","2007","Shahzada Bagh","ind",4,31.8,65,244
"191","Sep","2007","Shahzada Bagh","ind",4,31,73,239
"192","Sep","2007","Shahzada Bagh","ind",4,31.3,NA,262
"193","Jan","2007","Shahzada Bagh","ind",4,42,76,293
"194","May","2007","Shahzada Bagh","ind",4.8,35.5,175,294
"195","Oct","2007","Shahzada Bagh","ind",4.3,39.3,99,311
"196","Oct","2007","Shahzada Bagh","ind",4,30.5,144,445
"197","Oct","2007","Shahzada Bagh","ind",4,29.3,NA,312
"198","Oct","2007","Shahzada Bagh","ind",4,33.3,195,509
"199","Oct","2007","Shahzada Bagh","ind",4,33.5,171,457
"200","Jan","2007","Shahzada Bagh","ind",4,33.5,272,569
"201","Jun","2007","Shahzada Bagh","ind",4.3,38,351,774
"202","Dec","2007","Shahzada Bagh","ind",4,39,295,579
"203","Nov","2007","Shahzada Bagh","ind",4,40.3,343,686
"204","Nov","2007","Shahzada Bagh","ind",4,44.3,414,753
"205","Nov","2007","Shahzada Bagh","ind",4,42.8,443,771
"206","Nov","2007","Shahzada Bagh","ind",4,39.8,315,705
"207","Apr","2007","Shahzada Bagh","ind",4,38,253,606
"208","Jul","2007","Shahzada Bagh","ind",4,39.8,325,714
"209","Dec","2007","Shahzada Bagh","ind",4,42.7,300,651
"210","Dec","2007","Shahzada Bagh","ind",4,39.3,282,650
"211","Dec","2007","Shahzada Bagh","ind",4,39,302,621
"212","Dec","2007","Shahzada Bagh","ind",4,40.3,213,518
"213","Feb","2007","Janakpuri","rsd",6.2,60,181,397
"214","May","2007","Janakpuri","rsd",5,52.2,177,396
"215","Oct","2007","Janakpuri","rsd",6.8,55.2,NA,405
"216","Jan","2007","Janakpuri","rsd",4.7,59.5,NA,443
"217","Jan","2007","Janakpuri","rsd",5,54.7,220,525
"218","Jan","2007","Janakpuri","rsd",4.7,50.7,298,587
"219","Jan","2007","Janakpuri","rsd",4.7,38,156,514
"220","May","2007","Janakpuri","rsd",7.2,43.5,342,858
"221","Aug","2007","Janakpuri","rsd",5.2,44.5,170,460
"222","Feb","2007","Janakpuri","rsd",5,36.8,81,184
"223","Feb","2007","Janakpuri","rsd",4.2,31.2,153,375
"224","Feb","2007","Janakpuri","rsd",4.2,34.8,130,326
"225","Feb","2007","Janakpuri","rsd",5,46,159,625
"226","May","2007","Janakpuri","rsd",4.8,47.7,210,458
"227","Aug","2007","Janakpuri","rsd",4.5,56.5,104,141
"228","Mar","2007","Janakpuri","rsd",6,47.7,63,166
"229","Mar","2007","Janakpuri","rsd",4,34.7,39,209
"230","Mar","2007","Janakpuri","rsd",4,32.5,101,233
"231","Mar","2007","Janakpuri","rsd",4,32.8,86,260
"232","Feb","2007","Janakpuri","rsd",5.2,58.3,86,275
"233","May","2007","Janakpuri","rsd",4,42.8,62,201
"234","Nov","2007","Janakpuri","rsd",4.3,37.3,135,380
"235","Apr","2007","Janakpuri","rsd",4.2,39.8,173,609
"236","Apr","2007","Janakpuri","rsd",4.2,42,156,324
"237","Apr","2007","Janakpuri","rsd",5.5,47.3,308,648
"238","Apr","2007","Janakpuri","rsd",4.3,41.3,181,302
"239","Apr","2007","Janakpuri","rsd",4.2,40,169,367
"240","Sep","2007","Janakpuri","rsd",4.2,41.2,199,446
"241","May","2007","Janakpuri","rsd",4.2,50,85,241
"242","May","2007","Janakpuri","rsd",4.8,40.7,90,390
"243","May","2007","Janakpuri","rsd",4,44.2,122,320
"244","May","2007","Janakpuri","rsd",4.2,37.3,153,374
"245","May","2007","Janakpuri","rsd",4,39,133,223
"246","May","2007","Janakpuri","rsd",4.3,38.8,156,526
"247","Aug","2007","Janakpuri","rsd",4.2,36.7,157,543
"248","Jun","2007","Janakpuri","rsd",4.2,42.5,156,287
"249","Jun","2007","Janakpuri","rsd",4,22.5,88,145
"250","Jun","2007","Janakpuri","rsd",4.3,30.7,47,193
"251","Jun","2007","Janakpuri","rsd",4,39.3,46,132
"252","Feb","2007","Janakpuri","rsd",4,38,120,164
"253","May","2007","Janakpuri","rsd",4.2,41.5,67,167
"254","Oct","2007","Janakpuri","rsd",4,38.8,105,129
"255","Jul","2007","Janakpuri","rsd",4,18.2,37,174
"256","Jul","2007","Janakpuri","rsd",4,27,68,265
"257","Jul","2007","Janakpuri","rsd",4,30.5,75,281
"258","Jan","2007","Janakpuri","rsd",4.3,37.7,55,278
"259","Jun","2007","Janakpuri","rsd",4,38.2,71,242
"260","Sep","2007","Janakpuri","rsd",4.2,39.8,93,230
"261","Aug","2007","Janakpuri","rsd",4,39,78,370
"262","Aug","2007","Janakpuri","rsd",4.8,47.7,NA,173
"263","Aug","2007","Janakpuri","rsd",4,36.3,NA,183
"264","Mar","2007","Janakpuri","rsd",4,30,NA,248
"265","Jul","2007","Janakpuri","rsd",4,38.5,NA,148
"266","Dec","2007","Janakpuri","rsd",4,35.8,NA,258
"267","Sep","2007","Janakpuri","rsd",4,39,50,195
"268","Sep","2007","Janakpuri","rsd",4.2,36.5,75,232
"269","Sep","2007","Janakpuri","rsd",4,37,86,297
"270","Jan","2007","Janakpuri","rsd",4.2,37.2,121,337
"271","May","2007","Janakpuri","rsd",4,57,180,387
"272","Oct","2007","Janakpuri","rsd",4,47.3,200,414
"273","Oct","2007","Janakpuri","rsd",NA,NA,127,NA
"274","Oct","2007","Janakpuri","rsd",4,32.7,132,NA
"275","Oct","2007","Janakpuri","rsd",4,41.8,NA,NA
"276","Oct","2007","Janakpuri","rsd",NA,NA,NA,NA
"277","Jan","2007","Janakpuri","rsd",4.2,51.2,510,NA
"278","Jun","2007","Janakpuri","rsd",4,48.3,349,NA
"279","Dec","2007","Janakpuri","rsd",4,61,257,542
"280","Nov","2007","Janakpuri","rsd",4.5,65,406,NA
"281","Nov","2007","Janakpuri","rsd",4.5,58.8,246,488
"282","Nov","2007","Janakpuri","rsd",4.3,51,192,382
"283","Nov","2007","Janakpuri","rsd",4.5,49.3,183,397
"284","Apr","2007","Janakpuri","rsd",4.3,49,167,475
"285","Jul","2007","Janakpuri","rsd",4.5,76.7,230,527
"286","Dec","2007","Janakpuri","rsd",4.5,67.8,221,483
"287","Dec","2007","Janakpuri","rsd",4.2,52.5,217,438
"288","Dec","2007","Janakpuri","rsd",4,53.8,397,594
"289","Dec","2007","Janakpuri","rsd",4.5,59.8,198,324
"290","Jun","2007","N.Y. School","rsd",13.9,74.9,190,390
"291","Jul","2007","N.Y. School","rsd",16.4,52.6,130,317
"292","Feb","2007","N.Y. School","rsd",4.8,56.7,120,223
"293","Feb","2007","N.Y. School","rsd",8.4,59,131,199
"294","Feb","2007","N.Y. School","rsd",6.1,51.4,141,223
"295","Feb","2007","N.Y. School","rsd",9.5,60.3,152,299
"296","Feb","2007","N.Y. School","rsd",11.4,68.9,194,368
"297","Feb","2007","N.Y. School","rsd",4.1,35.8,102,207
"298","Jun","2007","N.Y. School","rsd",NA,54.2,87,194
"299","Jul","2007","N.Y. School","rsd",4.1,53.8,72,187
"300","Mar","2007","N.Y. School","rsd",3.9,46,56,124
"301","Mar","2007","N.Y. School","rsd",2.5,47,59,156
"302","Mar","2007","N.Y. School","rsd",7.2,43.2,74,183
"303","Mar","2007","N.Y. School","rsd",9.2,52.5,81,266
"304","Mar","2007","N.Y. School","rsd",NA,40.7,84,250
"305","Mar","2007","N.Y. School","rsd",3.3,45.2,97,248
"306","Jan","2007","N.Y. School","rsd",3.6,47.6,199,480
"307","Feb","2007","N.Y. School","rsd",10.4,96.9,116,278
"308","Sep","2007","N.Y. School","rsd",10.1,65,89,436
"309","Oct","2007","N.Y. School","rsd",11.3,77.3,116,357
"310","May","2007","N.Y. School","rsd",16.4,73.1,101,333
"311","May","2007","N.Y. School","rsd",9.8,56.5,121,430
"312","May","2007","N.Y. School","rsd",7.2,86.8,127,381
"313","May","2007","N.Y. School","rsd",4.2,80.3,137,389
"314","Jan","2007","N.Y. School","rsd",NA,79.2,48,91
"315","Feb","2007","N.Y. School","rsd",NA,55.4,32,76
"316","Aug","2007","N.Y. School","rsd",NA,33.7,82,263
"317","Aug","2007","N.Y. School","rsd",NA,33.8,75,179
"318","Aug","2007","N.Y. School","rsd",NA,62.5,96,204
"319","Aug","2007","N.Y. School","rsd",3,53.5,97,220
"320","Aug","2007","N.Y. School","rsd",NA,35,65,135
"321","Aug","2007","N.Y. School","rsd",3.5,48.9,60,172
"322","Mar","2007","N.Y. School","rsd",2.8,117.3,217,375
"323","Apr","2007","N.Y. School","rsd",6.7,147.5,213,432
"324","Oct","2007","N.Y. School","rsd",6.9,81.6,70,212
"325","Oct","2007","N.Y. School","rsd",3.5,97.5,162,340
"326","Oct","2007","N.Y. School","rsd",2.4,102.9,271,526
"327","Oct","2007","N.Y. School","rsd",5.2,129.1,268,504
"328","Oct","2007","N.Y. School","rsd",16.2,146.8,300,518
"329","Oct","2007","N.Y. School","rsd",9.6,144.4,306,528
"330","Apr","2007","Nizamuddin","rsd",5.3,29.5,148,267
"331","Sep","2007","Nizamuddin","rsd",5.2,28.8,NA,382
"332","Dec","2007","Nizamuddin","rsd",5,76.3,NA,323
"333","Jan","2007","Nizamuddin","rsd",4.7,60.5,NA,427
"334","Jan","2007","Nizamuddin","rsd",4,51,NA,261
"335","Feb","2007","Nizamuddin","rsd",4,23.2,NA,280
"336","Jul","2007","Nizamuddin","rsd",4,24.7,NA,313
"337","Dec","2007","Nizamuddin","rsd",4,21.8,NA,148
"338","Feb","2007","Nizamuddin","rsd",4,23.5,NA,179
"339","Feb","2007","Nizamuddin","rsd",4,26.7,NA,197
"340","Feb","2007","Nizamuddin","rsd",4.3,29.5,NA,220
"341","Feb","2007","Nizamuddin","rsd",4,26.3,113,246
"342","Jul","2007","Nizamuddin","rsd",4.3,31.5,61,178
"343","Mar","2007","Nizamuddin","rsd",4,31,79,185
"344","Mar","2007","Nizamuddin","rsd",4.2,30,60,244
"345","Mar","2007","Nizamuddin","rsd",4,27.5,NA,217
"346","Mar","2007","Nizamuddin","rsd",5,34.8,141,305
"347","Apr","2007","Nizamuddin","rsd",4.4,27.8,206,394
"348","Oct","2007","Nizamuddin","rsd",4,37.2,123,373
"349","Apr","2007","Nizamuddin","rsd",4.7,41.8,211,595
"350","Apr","2007","Nizamuddin","rsd",4.3,46.8,229,858
"351","Apr","2007","Nizamuddin","rsd",4,44.2,319,846
"352","Apr","2007","Nizamuddin","rsd",4.8,40.2,203,799
"353","Mar","2007","Nizamuddin","rsd",4,34.3,103,230
"354","Aug","2007","Nizamuddin","rsd",4.2,35.7,59,242
"355","Nov","2007","Nizamuddin","rsd",5.4,39.6,98,303
"356","May","2007","Nizamuddin","rsd",4,25,79,510
"357","May","2007","Nizamuddin","rsd",4.2,30.3,227,642
"358","May","2007","Nizamuddin","rsd",4,27.7,132,286
"359","May","2007","Nizamuddin","rsd",4.3,38.3,102,186
"360","Apr","2007","Nizamuddin","rsd",4.3,37.3,152,782
"361","Jul","2007","Nizamuddin","rsd",4.5,37.2,140,624
"362","Dec","2007","Nizamuddin","rsd",4,26.3,92,445
"363","Jun","2007","Nizamuddin","rsd",4.8,20.3,51,276
"364","Jun","2007","Nizamuddin","rsd",4,37.2,75,234
"365","Jun","2007","Nizamuddin","rsd",4.3,41.8,76,338
"366","Apr","2007","Nizamuddin","rsd",4,37.7,52,205
"367","Sep","2007","Nizamuddin","rsd",4,39.2,80,196
"368","Jul","2007","Nizamuddin","rsd",4.7,40.7,85,352
"369","Jul","2007","Nizamuddin","rsd",4,19.7,82,327
"370","Jul","2007","Nizamuddin","rsd",4.8,21.6,43,270
"371","Jul","2007","Nizamuddin","rsd",4,37.3,80,211
"372","Mar","2007","Nizamuddin","rsd",4,36.3,50,187
"373","Aug","2007","Nizamuddin","rsd",4.3,37.3,28,135
"374","Aug","2007","Nizamuddin","rsd",4,18.2,27,119
"375","Aug","2007","Nizamuddin","rsd",4.2,36.8,37,240
"376","Aug","2007","Nizamuddin","rsd",4,34,43,160
"377","Jun","2007","Nizamuddin","rsd",4,28.5,43,175
"378","Nov","2007","Nizamuddin","rsd",4,32.3,102,201
"379","Sep","2007","Nizamuddin","rsd",4,28.5,36,127
"380","Sep","2007","Nizamuddin","rsd",4,31,61,236
"381","Sep","2007","Nizamuddin","rsd",4,27.3,61,312
"382","Sep","2007","Nizamuddin","rsd",4,25.3,NA,137
"383","Apr","2007","Nizamuddin","rsd",4,18.8,64,233
"384","Sep","2007","Nizamuddin","rsd",4,20.5,54,264
"385","Dec","2007","Nizamuddin","rsd",4,21.5,106,395
"386","Oct","2007","Nizamuddin","rsd",4,20.3,47,254
"387","Oct","2007","Nizamuddin","rsd",4,20.8,45,325
"388","Oct","2007","Nizamuddin","rsd",4,23,108,441
"389","Oct","2007","Nizamuddin","rsd",4,21,67,273
"390","May","2007","Nizamuddin","rsd",4,24.5,182,497
"391","Nov","2007","Nizamuddin","rsd",4,25,191,406
"392","Nov","2007","Nizamuddin","rsd",4,26.8,251,582
"393","Nov","2007","Nizamuddin","rsd",4,26.5,238,547
"394","Nov","2007","Nizamuddin","rsd",4,28.8,263,562
"395","Mar","2007","Nizamuddin","rsd",4,29.8,154,468
"396","Jun","2007","Nizamuddin","rsd",4,29.8,147,449
"397","Nov","2007","Nizamuddin","rsd",4,31.3,125,426
"398","Dec","2007","Nizamuddin","rsd",4,32.5,116,273
"399","Dec","2007","Nizamuddin","rsd",4,36,215,607
"400","Dec","2007","Nizamuddin","rsd",4,35.3,95,340
"401","Mar","2007","Pritampura","rsd",5,36.7,106,284
"402","Aug","2007","Pritampura","rsd",5.5,25,133,332
"403","Nov","2007","Pritampura","rsd",4.3,26.7,105,244
"404","Jan","2007","Pritampura","rsd",4.7,59.3,116,276
"405","Jan","2007","Pritampura","rsd",4,57.7,106,287
"406","Jan","2007","Pritampura","rsd",4.3,47.2,103,236
"407","Jan","2007","Pritampura","rsd",4.8,28.5,104,256
"408","Jun","2007","Pritampura","rsd",4.5,22,106,366
"409","Sep","2007","Pritampura","rsd",4,24.8,83,263
"410","Feb","2007","Pritampura","rsd",4.3,22.3,NA,160
"411","Feb","2007","Pritampura","rsd",4,30.7,NA,119
"412","Jan","2007","Pritampura","rsd",4,14,NA,105
"413","Jun","2007","Pritampura","rsd",7,26.5,NA,181
"414","Sep","2007","Pritampura","rsd",5.5,24.2,NA,295
"415","Mar","2007","Pritampura","rsd",4.3,37.8,NA,149
"416","Mar","2007","Pritampura","rsd",4.3,41.8,256,400
"417","Mar","2007","Pritampura","rsd",4.2,31.7,188,332
"418","Mar","2007","Pritampura","rsd",4,31,195,212
"419","Mar","2007","Pritampura","rsd",4,34.5,236,326
"420","Sep","2007","Pritampura","rsd",4.2,35.3,174,267
"421","Dec","2007","Pritampura","rsd",4.3,38.7,280,367
"422","Apr","2007","Pritampura","rsd",4,36,441,NA
"423","Apr","2007","Pritampura","rsd",4.8,28,457,NA
"424","Apr","2007","Pritampura","rsd",5.5,27.2,556,694
"425","Jan","2007","Pritampura","rsd",4.7,39.7,456,NA
"426","Jul","2007","Pritampura","rsd",4,36.8,182,NA
"427","Oct","2007","Pritampura","rsd",4.3,32.5,235,NA
"428","May","2007","Pritampura","rsd",4.2,23.5,77,NA
