"x","y","pixelT","lc"
76.9995205006071,28.9895830221119,84,13
77.0090474912064,28.9895830221119,85,13
77.0185744818058,28.9895830221119,86,13
77.0281014724051,28.9895830221119,87,13
77.0376284630045,28.9895830221119,88,13
77.0471554536038,28.9895830221119,89,12
77.0566824442031,28.9895830221119,90,12
77.0662094348025,28.9895830221119,91,12
77.0757364254018,28.9895830221119,92,12
77.0852634160012,28.9895830221119,93,12
77.0947904066005,28.9895830221119,94,12
77.1043173971999,28.9895830221119,95,12
77.1138443877992,28.9895830221119,96,12
77.1233713783986,28.9895830221119,97,12
77.1328983689979,28.9895830221119,98,12
77.1424253595973,28.9895830221119,99,12
77.1519523501966,28.9895830221119,100,12
77.161479340796,28.9895830221119,101,12
77.1710063313953,28.9895830221119,102,12
77.1805333219947,28.9895830221119,103,12
77.190060312594,28.9895830221119,104,12
77.1995873031934,28.9895830221119,105,12
77.4346421826843,28.9854163554456,106,12
77.4441687894513,28.9854163554456,107,12
77.4536953962182,28.9854163554456,108,12
77.4632220029852,28.9854163554456,109,12
77.4727486097522,28.9854163554456,110,12
77.4822752165192,28.9854163554456,111,12
77.4918018232861,28.9854163554456,112,12
77.5013284300531,28.9854163554456,113,14
77.5108550368201,28.9854163554456,114,12
77.5203816435871,28.9854163554456,115,12
77.5299082503541,28.9854163554456,116,12
77.539434857121,28.9854163554456,117,12
77.548961463888,28.9854163554456,118,12
77.558488070655,28.9854163554456,119,12
77.568014677422,28.9854163554456,120,12
77.577541284189,28.9854163554456,121,12
77.5870678909559,28.9854163554456,122,12
77.5965944977229,28.9854163554456,123,12
77.6061211044899,28.9854163554456,124,12
77.6156477112569,28.9854163554456,125,12
77.6251743180238,28.9854163554456,126,12
77.6347009247908,28.9854163554456,127,13
77.6442275315578,28.9854163554456,128,13
77.6537541383248,28.9854163554456,129,13
77.6632807450918,28.9854163554456,130,13
77.6728073518587,28.9854163554456,131,13
77.6823339586257,28.9854163554456,132,13
77.6918605653927,28.9854163554456,133,13
77.7013871721596,28.9854163554456,134,13
77.7109137789266,28.9854163554456,135,13
77.7204403856936,28.9854163554456,136,13
77.7299669924606,28.9854163554456,137,13
77.7394935992276,28.9854163554456,138,13
76.9742642532912,28.9812496887793,139,12
76.9837904763071,28.9812496887793,140,12
76.993316699323,28.9812496887793,141,9
77.002842922339,28.9812496887793,142,13
77.0123691453549,28.9812496887793,143,13
77.0218953683708,28.9812496887793,144,13
77.0314215913867,28.9812496887793,145,13
77.0409478144026,28.9812496887793,146,13
77.0504740374185,28.9812496887793,147,12
77.0600002604344,28.9812496887793,148,12
77.0695264834503,28.9812496887793,149,12
77.0790527064663,28.9812496887793,150,12
77.0885789294822,28.9812496887793,151,12
77.0981051524981,28.9812496887793,152,12
77.107631375514,28.9812496887793,153,12
77.1171575985299,28.9812496887793,154,12
77.1266838215458,28.9812496887793,155,12
77.1362100445617,28.9812496887793,156,12
77.1457362675776,28.9812496887793,157,12
77.1552624905936,28.9812496887793,158,12
77.1647887136095,28.9812496887793,159,12
77.1743149366254,28.9812496887793,160,12
77.1838411596413,28.9812496887793,161,12
77.1933673826572,28.9812496887793,162,12
77.2028936056731,28.9812496887793,163,12
77.212419828689,28.9812496887793,164,12
77.2219460517049,28.9812496887793,165,12
77.2314722747209,28.9812496887793,166,12
77.2409984977368,28.9812496887793,167,12
77.2505247207527,28.9812496887793,168,12
77.2600509437686,28.9812496887793,169,12
77.2695771667845,28.9812496887793,170,12
77.2791033898004,28.9812496887793,171,12
77.2886296128163,28.9812496887793,172,12
77.2981558358322,28.9812496887793,173,12
77.3076820588481,28.9812496887793,174,12
77.3172082818641,28.9812496887793,175,12
77.32673450488,28.9812496887793,176,12
77.3362607278959,28.9812496887793,177,12
77.3457869509118,28.9812496887793,178,12
77.3553131739277,28.9812496887793,179,12
77.3648393969436,28.9812496887793,180,12
77.3743656199595,28.9812496887793,181,12
77.3838918429754,28.9812496887793,182,12
77.3934180659913,28.9812496887793,183,9
77.4029442890073,28.9812496887793,184,12
77.4124705120232,28.9812496887793,185,13
77.4219967350391,28.9812496887793,186,12
77.431522958055,28.9812496887793,187,12
77.4410491810709,28.9812496887793,188,12
77.4505754040868,28.9812496887793,189,12
77.4601016271027,28.9812496887793,190,14
77.4696278501186,28.9812496887793,191,12
77.4791540731346,28.9812496887793,192,12
77.4886802961505,28.9812496887793,193,12
77.4982065191664,28.9812496887793,194,12
77.5077327421823,28.9812496887793,195,12
77.5172589651982,28.9812496887793,196,12
77.5267851882141,28.9812496887793,197,12
77.53631141123,28.9812496887793,198,12
77.5458376342459,28.9812496887793,199,12
77.5553638572618,28.9812496887793,200,12
77.5648900802777,28.9812496887793,201,12
77.5744163032937,28.9812496887793,202,12
77.5839425263096,28.9812496887793,203,12
77.5934687493255,28.9812496887793,204,12
77.6029949723414,28.9812496887793,205,12
77.6125211953573,28.9812496887793,206,12
77.6220474183732,28.9812496887793,207,12
77.6315736413892,28.9812496887793,208,12
77.6410998644051,28.9812496887793,209,13
77.650626087421,28.9812496887793,210,13
77.1109464509335,28.9729163554467,211,12
77.1204719066912,28.9729163554467,212,12
77.1299973624488,28.9729163554467,213,12
77.1395228182064,28.9729163554467,214,12
77.1490482739641,28.9729163554467,215,12
77.1585737297217,28.9729163554467,216,12
77.1680991854794,28.9729163554467,217,12
77.177624641237,28.9729163554467,218,12
77.1871500969946,28.9729163554467,219,12
77.1966755527523,28.9729163554467,220,12
77.2062010085099,28.9729163554467,221,12
77.2157264642675,28.9729163554467,222,12
77.2252519200252,28.9729163554467,223,12
77.2347773757828,28.9729163554467,224,12
77.2443028315405,28.9729163554467,225,12
77.2538282872981,28.9729163554467,226,12
77.2633537430557,28.9729163554467,227,12
77.2728791988134,28.9729163554467,228,12
77.282404654571,28.9729163554467,229,12
77.2919301103287,28.9729163554467,230,12
77.3014555660863,28.9729163554467,231,12
77.3109810218439,28.9729163554467,232,12
77.3205064776016,28.9729163554467,233,12
77.3300319333592,28.9729163554467,234,12
77.3395573891168,28.9729163554467,235,12
77.3490828448745,28.9729163554467,236,12
77.3586083006321,28.9729163554467,237,12
77.3681337563898,28.9729163554467,238,12
77.3776592121474,28.9729163554467,239,12
77.387184667905,28.9729163554467,240,12
77.3967101236627,28.9729163554467,241,13
77.4062355794203,28.9729163554467,242,12
77.415761035178,28.9729163554467,243,12
77.4252864909356,28.9729163554467,244,12
77.4348119466932,28.9729163554467,245,12
77.4443374024509,28.9729163554467,246,12
77.4538628582085,28.9729163554467,247,12
77.4633883139661,28.9729163554467,248,12
77.4729137697238,28.9729163554467,249,12
77.4824392254814,28.9729163554467,250,13
77.4919646812391,28.9729163554467,251,12
77.5014901369967,28.9729163554467,252,12
77.5110155927544,28.9729163554467,253,12
77.520541048512,28.9729163554467,254,12
77.5300665042696,28.9729163554467,255,12
77.5395919600273,28.9729163554467,256,12
77.5491174157849,28.9729163554467,257,12
77.5586428715425,28.9729163554467,258,12
77.5681683273002,28.9729163554467,259,12
77.5776937830578,28.9729163554467,260,12
77.5872192388155,28.9729163554467,261,12
77.5967446945731,28.9729163554467,262,12
77.6062701503307,28.9729163554467,263,12
77.6157956060884,28.9729163554467,264,12
77.625321061846,28.9729163554467,265,12
77.6348465176036,28.9729163554467,266,12
77.6443719733613,28.9729163554467,267,13
77.6538974291189,28.9729163554467,268,13
77.6634228848766,28.9729163554467,269,13
77.6729483406342,28.9729163554467,270,13
77.6824737963918,28.9729163554467,271,13
77.6919992521495,28.9729163554467,272,13
77.7015247079071,28.9729163554467,273,13
77.7110501636648,28.9729163554467,274,13
77.7205756194224,28.9729163554467,275,13
77.73010107518,28.9729163554467,276,13
76.9649657802006,28.9687496887804,277,12
76.974490852451,28.9687496887804,278,12
76.9840159247014,28.9687496887804,279,12
76.9935409969518,28.9687496887804,280,13
77.0030660692022,28.9687496887804,281,12
77.0125911414526,28.9687496887804,282,13
77.022116213703,28.9687496887804,283,13
77.0316412859534,28.9687496887804,284,13
77.0411663582038,28.9687496887804,285,12
77.0506914304542,28.9687496887804,286,12
77.0602165027046,28.9687496887804,287,12
77.069741574955,28.9687496887804,288,12
77.0792666472054,28.9687496887804,289,12
77.0887917194558,28.9687496887804,290,12
77.0983167917062,28.9687496887804,291,12
77.1078418639566,28.9687496887804,292,12
77.117366936207,28.9687496887804,293,12
77.1268920084574,28.9687496887804,294,12
77.1364170807078,28.9687496887804,295,12
77.1459421529582,28.9687496887804,296,12
77.1554672252086,28.9687496887804,297,12
77.164992297459,28.9687496887804,298,12
77.1745173697094,28.9687496887804,299,12
77.1840424419598,28.9687496887804,300,12
77.1935675142102,28.9687496887804,301,12
77.2030925864606,28.9687496887804,302,12
77.212617658711,28.9687496887804,303,12
77.2221427309614,28.9687496887804,304,12
77.2316678032118,28.9687496887804,305,12
77.2411928754622,28.9687496887804,306,12
77.2507179477126,28.9687496887804,307,12
77.260243019963,28.9687496887804,308,12
77.2697680922134,28.9687496887804,309,12
77.2792931644639,28.9687496887804,310,12
77.2888182367142,28.9687496887804,311,12
77.2983433089647,28.9687496887804,312,12
77.3078683812151,28.9687496887804,313,12
77.3173934534655,28.9687496887804,314,12
77.3269185257159,28.9687496887804,315,12
77.5619229982828,28.9645830221141,316,12
77.5714476871072,28.9645830221141,317,12
77.5809723759316,28.9645830221141,318,12
77.590497064756,28.9645830221141,319,12
77.6000217535804,28.9645830221141,320,13
77.6095464424048,28.9645830221141,321,12
77.6190711312293,28.9645830221141,322,12
77.6285958200537,28.9645830221141,323,9
77.6381205088781,28.9645830221141,324,9
77.6476451977025,28.9645830221141,325,13
77.6571698865269,28.9645830221141,326,13
77.6666945753513,28.9645830221141,327,13
77.6762192641758,28.9645830221141,328,13
77.6857439530002,28.9645830221141,329,13
77.6952686418246,28.9645830221141,330,13
77.704793330649,28.9645830221141,331,13
77.7143180194734,28.9645830221141,332,13
77.7238427082978,28.9645830221141,333,13
76.9587700808888,28.9604163554478,334,12
76.9682943863684,28.9604163554478,335,12
76.9778186918481,28.9604163554478,336,12
76.9873429973278,28.9604163554478,337,12
76.9968673028074,28.9604163554478,338,12
77.0063916082871,28.9604163554478,339,12
77.0159159137668,28.9604163554478,340,12
77.0254402192464,28.9604163554478,341,12
77.0349645247261,28.9604163554478,342,12
77.0444888302058,28.9604163554478,343,12
77.0540131356854,28.9604163554478,344,12
77.0635374411651,28.9604163554478,345,12
77.0730617466448,28.9604163554478,346,12
77.0825860521244,28.9604163554478,347,12
77.0921103576041,28.9604163554478,348,9
77.1016346630838,28.9604163554478,349,12
77.1111589685634,28.9604163554478,350,12
77.1206832740431,28.9604163554478,351,12
77.1302075795228,28.9604163554478,352,12
77.1397318850024,28.9604163554478,353,12
77.1492561904821,28.9604163554478,354,12
77.1587804959618,28.9604163554478,355,12
77.1683048014414,28.9604163554478,356,12
77.1778291069211,28.9604163554478,357,12
77.1873534124007,28.9604163554478,358,12
77.1968777178804,28.9604163554478,359,12
77.2064020233601,28.9604163554478,360,12
77.2159263288398,28.9604163554478,361,12
77.2254506343194,28.9604163554478,362,12
77.2349749397991,28.9604163554478,363,12
77.2444992452787,28.9604163554478,364,12
77.2540235507584,28.9604163554478,365,12
77.2635478562381,28.9604163554478,366,12
77.2730721617177,28.9604163554478,367,12
77.2825964671974,28.9604163554478,368,12
77.2921207726771,28.9604163554478,369,12
77.3016450781567,28.9604163554478,370,12
77.3111693836364,28.9604163554478,371,12
77.3206936891161,28.9604163554478,372,12
77.3302179945957,28.9604163554478,373,12
77.3397423000754,28.9604163554478,374,12
77.349266605555,28.9604163554478,375,12
77.3587909110347,28.9604163554478,376,12
77.3683152165144,28.9604163554478,377,12
77.3778395219941,28.9604163554478,378,12
77.3873638274737,28.9604163554478,379,12
77.3968881329534,28.9604163554478,380,12
77.406412438433,28.9604163554478,381,12
77.4159367439127,28.9604163554478,382,12
77.4254610493924,28.9604163554478,383,12
77.4349853548721,28.9604163554478,384,12
77.4445096603517,28.9604163554478,385,12
77.4540339658314,28.9604163554478,386,12
77.463558271311,28.9604163554478,387,12
77.4730825767907,28.9604163554478,388,12
77.4826068822704,28.9604163554478,389,12
77.49213118775,28.9604163554478,390,12
77.5016554932297,28.9604163554478,391,12
77.5111797987094,28.9604163554478,392,12
77.520704104189,28.9604163554478,393,12
77.5302284096687,28.9604163554478,394,12
77.5397527151484,28.9604163554478,395,12
77.549277020628,28.9604163554478,396,13
77.5588013261077,28.9604163554478,397,12
77.5683256315874,28.9604163554478,398,12
77.577849937067,28.9604163554478,399,12
77.5873742425467,28.9604163554478,400,12
77.5968985480264,28.9604163554478,401,12
77.606422853506,28.9604163554478,402,12
77.6159471589857,28.9604163554478,403,12
77.6254714644653,28.9604163554478,404,9
77.634995769945,28.9604163554478,405,9
77.6445200754247,28.9604163554478,406,13
77.6540443809044,28.9604163554478,407,13
77.663568686384,28.9604163554478,408,13
77.6730929918637,28.9604163554478,409,13
77.6826172973433,28.9604163554478,410,13
77.692141602823,28.9604163554478,411,13
77.7016659083027,28.9604163554478,412,13
77.7111902137824,28.9604163554478,413,13
77.720714519262,28.9604163554478,414,13
76.9556732157214,28.9562496887815,415,12
76.9651971379375,28.9562496887815,416,12
76.9747210601536,28.9562496887815,417,12
76.9842449823698,28.9562496887815,418,12
76.9937689045859,28.9562496887815,419,12
77.003292826802,28.9562496887815,420,12
77.2382831777447,28.9520830221152,421,12
77.2478067167785,28.9520830221152,422,12
77.2573302558123,28.9520830221152,423,12
77.2668537948461,28.9520830221152,424,12
77.2763773338799,28.9520830221152,425,12
77.2859008729137,28.9520830221152,426,12
77.2954244119476,28.9520830221152,427,12
77.3049479509814,28.9520830221152,428,12
77.3144714900152,28.9520830221152,429,12
77.323995029049,28.9520830221152,430,12
77.3335185680828,28.9520830221152,431,12
77.3430421071166,28.9520830221152,432,12
77.3525656461504,28.9520830221152,433,12
77.3620891851842,28.9520830221152,434,12
77.3716127242181,28.9520830221152,435,12
77.3811362632518,28.9520830221152,436,12
77.3906598022857,28.9520830221152,437,12
77.4001833413195,28.9520830221152,438,12
77.4097068803533,28.9520830221152,439,12
77.4192304193871,28.9520830221152,440,12
77.4287539584209,28.9520830221152,441,12
77.4382774974547,28.9520830221152,442,13
77.4478010364886,28.9520830221152,443,12
77.4573245755224,28.9520830221152,444,12
77.4668481145562,28.9520830221152,445,12
77.47637165359,28.9520830221152,446,12
77.4858951926238,28.9520830221152,447,12
77.4954187316576,28.9520830221152,448,14
77.5049422706914,28.9520830221152,449,12
77.5144658097252,28.9520830221152,450,12
77.523989348759,28.9520830221152,451,12
77.5335128877929,28.9520830221152,452,12
77.5430364268267,28.9520830221152,453,12
77.5525599658605,28.9520830221152,454,12
77.5620835048943,28.9520830221152,455,12
77.5716070439281,28.9520830221152,456,12
77.5811305829619,28.9520830221152,457,12
77.5906541219957,28.9520830221152,458,12
77.6001776610295,28.9520830221152,459,12
77.6097012000634,28.9520830221152,460,12
77.6192247390972,28.9520830221152,461,12
77.628748278131,28.9520830221152,462,12
77.6382718171648,28.9520830221152,463,12
77.6477953561986,28.9520830221152,464,12
77.6573188952324,28.9520830221152,465,13
77.6668424342662,28.9520830221152,466,13
77.6763659733001,28.9520830221152,467,13
77.6858895123339,28.9520830221152,468,13
77.6954130513677,28.9520830221152,469,13
77.7049365904015,28.9520830221152,470,13
77.7144601294353,28.9520830221152,471,13
76.9494814538036,28.9479163554489,472,12
76.9590046097363,28.9479163554489,473,12
76.968527765669,28.9479163554489,474,12
76.9780509216016,28.9479163554489,475,12
76.9875740775343,28.9479163554489,476,12
76.997097233467,28.9479163554489,477,12
77.0066203893997,28.9479163554489,478,12
77.0161435453324,28.9479163554489,479,12
77.0256667012651,28.9479163554489,480,12
77.0351898571977,28.9479163554489,481,12
77.0447130131304,28.9479163554489,482,12
77.0542361690631,28.9479163554489,483,12
77.0637593249958,28.9479163554489,484,12
77.0732824809285,28.9479163554489,485,12
77.0828056368611,28.9479163554489,486,12
77.0923287927939,28.9479163554489,487,12
77.1018519487265,28.9479163554489,488,12
77.1113751046592,28.9479163554489,489,12
77.1208982605919,28.9479163554489,490,12
77.1304214165246,28.9479163554489,491,12
77.1399445724572,28.9479163554489,492,12
77.1494677283899,28.9479163554489,493,12
77.1589908843226,28.9479163554489,494,12
77.1685140402553,28.9479163554489,495,12
77.178037196188,28.9479163554489,496,12
77.1875603521207,28.9479163554489,497,12
77.1970835080533,28.9479163554489,498,12
77.206606663986,28.9479163554489,499,13
77.2161298199187,28.9479163554489,500,13
77.2256529758514,28.9479163554489,501,12
77.2351761317841,28.9479163554489,502,12
77.2446992877168,28.9479163554489,503,12
77.2542224436495,28.9479163554489,504,12
77.2637455995821,28.9479163554489,505,12
77.2732687555148,28.9479163554489,506,12
77.2827919114475,28.9479163554489,507,12
77.2923150673802,28.9479163554489,508,12
77.3018382233129,28.9479163554489,509,12
77.3113613792456,28.9479163554489,510,12
77.3208845351782,28.9479163554489,511,12
77.3304076911109,28.9479163554489,512,12
77.3399308470436,28.9479163554489,513,12
77.3494540029763,28.9479163554489,514,12
77.358977158909,28.9479163554489,515,12
77.3685003148417,28.9479163554489,516,12
77.3780234707744,28.9479163554489,517,12
77.387546626707,28.9479163554489,518,12
77.3970697826397,28.9479163554489,519,12
77.4065929385724,28.9479163554489,520,12
77.4161160945051,28.9479163554489,521,12
77.4256392504378,28.9479163554489,522,12
77.4351624063705,28.9479163554489,523,12
77.4446855623031,28.9479163554489,524,12
77.4542087182358,28.9479163554489,525,12
77.6891628440227,28.9437496887826,526,13
77.6986856169354,28.9437496887826,527,13
77.7082083898481,28.9437496887826,528,13
76.9432923156957,28.9395830221163,529,12
76.9528147056697,28.9395830221163,530,12
76.9623370956436,28.9395830221163,531,12
76.9718594856176,28.9395830221163,532,12
76.9813818755915,28.9395830221163,533,12
76.9909042655655,28.9395830221163,534,12
77.0004266555394,28.9395830221163,535,12
77.0099490455134,28.9395830221163,536,12
77.0194714354873,28.9395830221163,537,12
77.0289938254613,28.9395830221163,538,12
77.0385162154352,28.9395830221163,539,12
77.0480386054092,28.9395830221163,540,12
77.0575609953831,28.9395830221163,541,12
77.0670833853571,28.9395830221163,542,12
77.076605775331,28.9395830221163,543,12
77.086128165305,28.9395830221163,544,12
77.095650555279,28.9395830221163,545,12
77.1051729452529,28.9395830221163,546,12
77.1146953352268,28.9395830221163,547,12
77.1242177252008,28.9395830221163,548,12
77.1337401151747,28.9395830221163,549,12
77.1432625051487,28.9395830221163,550,12
77.1527848951227,28.9395830221163,551,12
77.1623072850966,28.9395830221163,552,12
77.1718296750705,28.9395830221163,553,12
77.1813520650445,28.9395830221163,554,12
77.1908744550184,28.9395830221163,555,12
77.2003968449924,28.9395830221163,556,13
77.2099192349663,28.9395830221163,557,13
77.2194416249403,28.9395830221163,558,13
77.2289640149143,28.9395830221163,559,12
77.2384864048882,28.9395830221163,560,12
77.2480087948621,28.9395830221163,561,12
77.2575311848361,28.9395830221163,562,12
77.2670535748101,28.9395830221163,563,12
77.276575964784,28.9395830221163,564,12
77.286098354758,28.9395830221163,565,12
77.2956207447319,28.9395830221163,566,12
77.3051431347059,28.9395830221163,567,12
77.3146655246798,28.9395830221163,568,12
77.3241879146538,28.9395830221163,569,12
77.3337103046277,28.9395830221163,570,12
77.3432326946017,28.9395830221163,571,12
77.3527550845756,28.9395830221163,572,12
77.3622774745496,28.9395830221163,573,12
77.3717998645235,28.9395830221163,574,12
77.3813222544975,28.9395830221163,575,12
77.3908446444714,28.9395830221163,576,12
77.4003670344454,28.9395830221163,577,12
77.4098894244193,28.9395830221163,578,12
77.4194118143933,28.9395830221163,579,12
77.4289342043672,28.9395830221163,580,12
77.4384565943412,28.9395830221163,581,12
77.4479789843151,28.9395830221163,582,12
77.4575013742891,28.9395830221163,583,12
77.467023764263,28.9395830221163,584,12
77.476546154237,28.9395830221163,585,12
77.486068544211,28.9395830221163,586,12
77.4955909341849,28.9395830221163,587,14
77.5051133241588,28.9395830221163,588,12
77.5146357141328,28.9395830221163,589,13
77.5241581041067,28.9395830221163,590,12
77.5336804940807,28.9395830221163,591,12
77.5432028840547,28.9395830221163,592,12
77.5527252740286,28.9395830221163,593,12
77.5622476640025,28.9395830221163,594,12
77.5717700539765,28.9395830221163,595,12
77.5812924439504,28.9395830221163,596,12
77.5908148339244,28.9395830221163,597,12
77.6003372238984,28.9395830221163,598,12
77.6098596138723,28.9395830221163,599,12
77.6193820038463,28.9395830221163,600,12
77.6289043938202,28.9395830221163,601,12
77.6384267837942,28.9395830221163,602,9
77.6479491737681,28.9395830221163,603,13
77.6574715637421,28.9395830221163,604,13
77.666993953716,28.9395830221163,605,13
77.67651634369,28.9395830221163,606,9
77.6860387336639,28.9395830221163,607,9
77.6955611236379,28.9395830221163,608,13
77.7050835136118,28.9395830221163,609,13
76.9401987302908,28.9354163554501,610,12
76.9497207374072,28.9354163554501,611,12
76.9592427445235,28.9354163554501,612,12
76.9687647516398,28.9354163554501,613,12
76.9782867587561,28.9354163554501,614,12
76.9878087658724,28.9354163554501,615,12
76.9973307729888,28.9354163554501,616,12
77.0068527801051,28.9354163554501,617,12
77.0163747872214,28.9354163554501,618,12
77.0258967943377,28.9354163554501,619,12
77.035418801454,28.9354163554501,620,12
77.0449408085703,28.9354163554501,621,12
77.0544628156867,28.9354163554501,622,12
77.063984822803,28.9354163554501,623,12
77.0735068299193,28.9354163554501,624,12
77.0830288370357,28.9354163554501,625,12
77.092550844152,28.9354163554501,626,13
77.1020728512683,28.9354163554501,627,12
77.1115948583846,28.9354163554501,628,12
77.1211168655009,28.9354163554501,629,12
77.1306388726172,28.9354163554501,630,12
77.3655788957951,28.9312496887838,631,12
77.3751005201349,28.9312496887838,632,12
77.3846221444747,28.9312496887838,633,12
77.3941437688146,28.9312496887838,634,12
77.4036653931544,28.9312496887838,635,12
77.4131870174943,28.9312496887838,636,12
77.4227086418341,28.9312496887838,637,12
77.4322302661739,28.9312496887838,638,12
77.4417518905137,28.9312496887838,639,12
77.4512735148536,28.9312496887838,640,9
77.4607951391934,28.9312496887838,641,12
77.4703167635332,28.9312496887838,642,12
77.479838387873,28.9312496887838,643,14
77.4893600122129,28.9312496887838,644,14
77.4988816365527,28.9312496887838,645,14
77.5084032608925,28.9312496887838,646,12
77.5179248852323,28.9312496887838,647,12
77.5274465095722,28.9312496887838,648,9
77.536968133912,28.9312496887838,649,12
77.5464897582518,28.9312496887838,650,12
77.5560113825916,28.9312496887838,651,12
77.5655330069315,28.9312496887838,652,12
77.5750546312713,28.9312496887838,653,12
77.5845762556111,28.9312496887838,654,12
77.594097879951,28.9312496887838,655,12
77.6036195042908,28.9312496887838,656,12
77.6131411286306,28.9312496887838,657,12
77.6226627529704,28.9312496887838,658,12
77.6321843773103,28.9312496887838,659,12
77.6417060016501,28.9312496887838,660,12
77.6512276259899,28.9312496887838,661,12
77.6607492503297,28.9312496887838,662,13
77.6702708746696,28.9312496887838,663,9
77.6797924990094,28.9312496887838,664,12
77.6893141233492,28.9312496887838,665,9
77.6988357476891,28.9312496887838,666,9
76.9340135262202,28.9270830221175,667,12
76.9435347678646,28.9270830221175,668,12
76.9530560095091,28.9270830221175,669,12
76.9625772511535,28.9270830221175,670,12
76.972098492798,28.9270830221175,671,12
76.9816197344424,28.9270830221175,672,12
76.9911409760869,28.9270830221175,673,12
77.0006622177313,28.9270830221175,674,12
77.0101834593758,28.9270830221175,675,12
77.0197047010203,28.9270830221175,676,12
77.0292259426647,28.9270830221175,677,12
77.0387471843092,28.9270830221175,678,12
77.0482684259537,28.9270830221175,679,12
77.0577896675981,28.9270830221175,680,12
77.0673109092426,28.9270830221175,681,12
77.076832150887,28.9270830221175,682,12
77.0863533925315,28.9270830221175,683,13
77.0958746341759,28.9270830221175,684,13
77.1053958758204,28.9270830221175,685,12
77.1149171174648,28.9270830221175,686,12
77.1244383591093,28.9270830221175,687,12
77.1339596007538,28.9270830221175,688,12
77.1434808423982,28.9270830221175,689,12
77.1530020840427,28.9270830221175,690,12
77.1625233256871,28.9270830221175,691,12
77.1720445673316,28.9270830221175,692,12
77.181565808976,28.9270830221175,693,12
77.1910870506205,28.9270830221175,694,12
77.200608292265,28.9270830221175,695,12
77.2101295339094,28.9270830221175,696,12
77.2196507755539,28.9270830221175,697,14
77.2291720171983,28.9270830221175,698,12
77.2386932588428,28.9270830221175,699,12
77.2482145004873,28.9270830221175,700,12
77.2577357421317,28.9270830221175,701,12
77.2672569837762,28.9270830221175,702,12
