"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"421","May","2008","Nizamuddin","rsd",4.2,33.8,NA,507
"422","Aug","2008","Nizamuddin","rsd",6.3,35.5,NA,455
"423","May","2008","Nizamuddin","rsd",6.3,38.5,NA,394
"424","May","2008","Nizamuddin","rsd",5.8,37,NA,426
"425","May","2008","Nizamuddin","rsd",5.5,38.2,NA,283
"426","Feb","2008","Nizamuddin","rsd",5,34.7,104,279
"427","May","2008","Nizamuddin","rsd",5.2,35.3,107,290
"428","Oct","2008","Nizamuddin","rsd",6.3,32,86,267
"429","Jun","2008","Nizamuddin","rsd",6,31,85,260
"430","Jun","2008","Nizamuddin","rsd",4,31.2,91,255
"431","Jun","2008","Nizamuddin","rsd",4,39.5,88,372
"432","Jan","2008","Nizamuddin","rsd",4.5,31.5,54,190
"433","Apr","2008","Nizamuddin","rsd",4,52,51,621
"434","Sep","2008","Nizamuddin","rsd",5.8,26.3,NA,NA
"435","Jul","2008","Nizamuddin","rsd",4.5,40.5,NA,224
"436","Jul","2008","Nizamuddin","rsd",4.7,34.7,NA,237
"437","Jul","2008","Nizamuddin","rsd",4.5,45.3,NA,307
"438","Jul","2008","Nizamuddin","rsd",5,37.3,NA,149
"439","May","2008","Nizamuddin","rsd",4.2,46.4,NA,312
"440","Aug","2008","Nizamuddin","rsd",4,41.2,76,227
"441","Aug","2008","Nizamuddin","rsd",4,54.3,80,461
"442","Aug","2008","Nizamuddin","rsd",4,45.2,117,401
"443","Aug","2008","Nizamuddin","rsd",4.7,45.2,105,314
"444","Feb","2008","Nizamuddin","rsd",4.5,44.2,119,362
"445","May","2008","Nizamuddin","rsd",4.8,43.3,165,465
"446","Oct","2008","Nizamuddin","rsd",5.3,45.5,217,335
"447","Sep","2008","Nizamuddin","rsd",6,50.7,223,373
"448","Sep","2008","Nizamuddin","rsd",5.8,44,116,182
"449","Sep","2008","Nizamuddin","rsd",4.8,47.5,83,253
"450","Sep","2008","Nizamuddin","rsd",5,48.8,104,363
"451","Mar","2008","Nizamuddin","rsd",5.5,46.5,252,636
"452","Aug","2008","Nizamuddin","rsd",5.8,47.5,508,651
"453","Oct","2008","Nizamuddin","rsd",4.3,48.5,341,575
"454","Oct","2008","Nizamuddin","rsd",4.2,48.8,475,832
"455","Oct","2008","Nizamuddin","rsd",5.2,53,290,476
"456","Mar","2008","Nizamuddin","rsd",4,52.7,404,665
"457","Jun","2008","Nizamuddin","rsd",4.5,48.5,590,713
"458","Nov","2008","Nizamuddin","rsd",4,46.8,293,682
"459","Nov","2008","Nizamuddin","rsd",4.5,55.3,502,597
"460","Nov","2008","Nizamuddin","rsd",4.2,54.2,319,508
"461","Nov","2008","Nizamuddin","rsd",4.2,52.5,258,480
"462","Jan","2008","Nizamuddin","rsd",5.8,48.5,255,435
"463","Apr","2008","Nizamuddin","rsd",4.8,60.8,240,462
"464","Oct","2008","Nizamuddin","rsd",5.5,52.2,223,441
"465","Dec","2008","Nizamuddin","rsd",4.2,51.5,207,527
"466","Dec","2008","Nizamuddin","rsd",4.2,58,210,515
"467","Dec","2008","Nizamuddin","rsd",8.2,49.3,385,694
"468","Dec","2008","Nizamuddin","rsd",8.5,57.3,304,539
"469","Mar","2008","Pritampura","rsd",4,38.2,276,489
"470","Aug","2008","Pritampura","rsd",4,38.8,132,388
"471","Nov","2008","Pritampura","rsd",4,36.5,117,267
"472","Jan","2008","Pritampura","rsd",4,35.3,118,272
"473","Jan","2008","Pritampura","rsd",4.3,30,NA,262
"474","Jan","2008","Pritampura","rsd",4.2,32.8,131,297
"475","Apr","2008","Pritampura","rsd",4,30.2,131,395
"476","Jul","2008","Pritampura","rsd",5.2,31.8,157,481
"477","Dec","2008","Pritampura","rsd",4.7,39.2,115,296
"478","Feb","2008","Pritampura","rsd",5.3,35.2,133,292
"479","Feb","2008","Pritampura","rsd",4.8,31.8,128,269
"480","Feb","2008","Pritampura","rsd",4,35.5,161,471
"481","Feb","2008","Pritampura","rsd",4.7,33.3,132,317
"482","May","2008","Pritampura","rsd",4.3,36.2,190,396
"483","Nov","2008","Pritampura","rsd",4,25,126,388
"484","Mar","2008","Pritampura","rsd",4.7,34.3,111,296
"485","Mar","2008","Pritampura","rsd",4,43.3,163,635
"486","Mar","2008","Pritampura","rsd",4.2,33.8,121,319
"487","Mar","2008","Pritampura","rsd",4,32.7,119,412
"488","Mar","2008","Pritampura","rsd",4,34,57,181
"489","Aug","2008","Pritampura","rsd",4,38.7,133,305
"490","Nov","2008","Pritampura","rsd",4.3,38.3,121,401
"491","Apr","2008","Pritampura","rsd",5.3,33.7,149,331
"492","Apr","2008","Pritampura","rsd",4.3,40.7,257,460
"493","Apr","2008","Pritampura","rsd",4,37.7,293,463
"494","Feb","2008","Pritampura","rsd",4.5,34.2,350,620
"495","Jul","2008","Pritampura","rsd",5.2,35,251,372
"496","Dec","2008","Pritampura","rsd",6,39.2,232,462
"497","May","2008","Pritampura","rsd",5.5,38.8,158,358
"498","May","2008","Pritampura","rsd",NA,NA,115,NA
"499","Apr","2008","Pritampura","rsd",NA,NA,119,NA
"500","Sep","2008","Pritampura","rsd",NA,NA,116,NA
"501","Dec","2008","Pritampura","rsd",6.2,32.5,92,246
"502","Jun","2008","Pritampura","rsd",5,28.5,74,238
"503","Jun","2008","Pritampura","rsd",4,30.2,89,236
"504","Jun","2008","Pritampura","rsd",4,29,84,232
"505","Jan","2008","Pritampura","rsd",4,30.3,73,181
"506","Apr","2008","Pritampura","rsd",4.3,30,171,332
"507","Sep","2008","Pritampura","rsd",4.2,31.7,113,188
"508","Jul","2008","Pritampura","rsd",4,34.2,138,279
"509","Jul","2008","Pritampura","rsd",4.3,31.5,90,244
"510","Jul","2008","Pritampura","rsd",4.3,33,107,267
"511","Jul","2008","Pritampura","rsd",6.3,42.2,90,260
"512","Jul","2008","Pritampura","rsd",4,31.3,93,257
"513","May","2008","Pritampura","rsd",4,25.8,91,248
"514","Aug","2008","Pritampura","rsd",4,23.3,77,211
"515","Aug","2008","Pritampura","rsd",4,33,108,250
"516","Aug","2008","Pritampura","rsd",4,35.7,126,265
"517","Aug","2008","Pritampura","rsd",4,30.5,84,238
"518","Feb","2008","Pritampura","rsd",4,30.2,68,188
"519","May","2008","Pritampura","rsd",4,39,151,350
"520","Oct","2008","Pritampura","rsd",NA,NA,136,NA
"521","Sep","2008","Pritampura","rsd",NA,NA,122,NA
"522","Sep","2008","Pritampura","rsd",NA,NA,72,NA
"523","Sep","2008","Pritampura","rsd",NA,NA,80,NA
"524","Sep","2008","Pritampura","rsd",4,39.2,79,223
"525","Mar","2008","Pritampura","rsd",4,38.3,187,369
"526","Aug","2008","Pritampura","rsd",4,32,151,286
"527","Oct","2008","Pritampura","rsd",4,38.8,164,335
"528","Oct","2008","Pritampura","rsd",4,38.2,132,301
"529","Oct","2008","Pritampura","rsd",4,32.7,149,313
"530","Oct","2008","Pritampura","rsd",4,40,410,813
"531","Oct","2008","Pritampura","rsd",4.3,41.2,434,820
"532","Mar","2008","Pritampura","rsd",4,38,251,530
"533","Jun","2008","Pritampura","rsd",4,37,191,424
"534","Nov","2008","Pritampura","rsd",8.5,87.8,283,719
"535","Nov","2008","Pritampura","rsd",8.5,83.5,273,636
"536","Nov","2008","Pritampura","rsd",4,36.5,170,414
"537","Nov","2008","Pritampura","rsd",4,48.3,192,389
"538","Jan","2008","Pritampura","rsd",8.2,81.3,398,775
"539","Apr","2008","Pritampura","rsd",5.3,69.7,210,448
"540","Oct","2008","Pritampura","rsd",4,25.5,110,251
"541","Dec","2008","Pritampura","rsd",4.2,40.5,165,432
"542","Dec","2008","Pritampura","rsd",4,39.3,206,412
"543","Dec","2008","Pritampura","rsd",4.2,45.5,216,461
"544","Dec","2008","Pritampura","rsd",6.2,51.3,315,627
"545","Jan","2008","Siri Fort","rsd",4.5,54.3,354,524
"546","Apr","2008","Siri Fort","rsd",4.8,56.8,213,357
"547","Sep","2008","Siri Fort","rsd",4,45,269,405
"548","Jan","2008","Siri Fort","rsd",4.3,53.3,245,501
"549","Jan","2008","Siri Fort","rsd",4.3,56,161,397
"550","Jan","2008","Siri Fort","rsd",4.3,53.2,218,415
"551","Jan","2008","Siri Fort","rsd",4,45.5,159,306
"552","Jan","2008","Siri Fort","rsd",4,51.2,263,415
"553","May","2008","Siri Fort","rsd",4,48.3,195,291
"554","Aug","2008","Siri Fort","rsd",4.2,49.2,196,378
"555","Feb","2008","Siri Fort","rsd",4,46.8,196,332
"556","Feb","2008","Siri Fort","rsd",4,35.8,145,321
"557","Feb","2008","Siri Fort","rsd",4,43,134,331
"558","Feb","2008","Siri Fort","rsd",4.2,61.5,208,492
"559","Mar","2008","Siri Fort","rsd",4.2,61,294,456
"560","Jul","2008","Siri Fort","rsd",4,36.5,126,251
"561","Dec","2008","Siri Fort","rsd",4,47.7,195,422
"562","Mar","2008","Siri Fort","rsd",4,52,191,403
"563","Mar","2008","Siri Fort","rsd",4,46.5,246,572
"564","Mar","2008","Siri Fort","rsd",4.5,27.2,184,329
"565","Jan","2008","Siri Fort","rsd",4.2,44.3,133,333
"566","Apr","2008","Siri Fort","rsd",4,37.6,91,197
"567","Sep","2008","Siri Fort","rsd",4,40.7,156,251
"568","Apr","2008","Siri Fort","rsd",4,51.2,215,496
"569","Apr","2008","Siri Fort","rsd",4,63.8,201,433
"570","Apr","2008","Siri Fort","rsd",4,60.8,230,608
"571","Apr","2008","Siri Fort","rsd",4,59.3,358,630
"572","May","2008","Siri Fort","rsd",4.2,60.8,303,587
"573","Aug","2008","Siri Fort","rsd",4.3,67.8,356,634
"574","May","2008","Siri Fort","rsd",4.2,54.3,241,449
"575","May","2008","Siri Fort","rsd",4.8,68,445,NA
"576","May","2008","Siri Fort","rsd",4,46.3,149,307
"577","Feb","2008","Siri Fort","rsd",4,60.5,111,277
"578","May","2008","Siri Fort","rsd",4.3,52.3,190,346
"579","Oct","2008","Siri Fort","rsd",4,45.2,73,179
"580","Jun","2008","Siri Fort","rsd",4,43.2,79,159
"581","Jun","2008","Siri Fort","rsd",4.3,47.7,202,494
"582","Jun","2008","Siri Fort","rsd",4,48.2,110,271
"583","Feb","2008","Siri Fort","rsd",4,49.7,100,259
"584","Jul","2008","Siri Fort","rsd",4,43.2,51,130
"585","Oct","2008","Siri Fort","rsd",4.3,42.5,51,140
"586","Jul","2008","Siri Fort","rsd",4,41.5,111,248
"587","Jul","2008","Siri Fort","rsd",4.2,48.2,202,325
"588","Jul","2008","Siri Fort","rsd",4,40.5,192,333
"589","Jul","2008","Siri Fort","rsd",4.7,46.2,88,148
"590","Jan","2008","Siri Fort","rsd",4.5,42.7,112,211
"591","Nov","2008","Siri Fort","rsd",4.7,42.7,127,148
"592","Aug","2008","Siri Fort","rsd",4.5,44.5,143,237
"593","Aug","2008","Siri Fort","rsd",4.5,42.3,116,274
"594","Aug","2008","Siri Fort","rsd",5.2,44.5,175,307
"595","Mar","2008","Siri Fort","rsd",5.3,46.7,293,499
"596","Aug","2008","Siri Fort","rsd",6.5,50.3,168,360
"597","Nov","2008","Siri Fort","rsd",6.3,46.8,100,271
"598","Sep","2008","Siri Fort","rsd",5.8,43.3,165,263
"599","Sep","2008","Siri Fort","rsd",6,55.3,66,306
"600","Sep","2008","Siri Fort","rsd",4.8,44.3,166,425
"601","Jun","2008","Siri Fort","rsd",5.8,53.3,163,566
"602","Oct","2008","Siri Fort","rsd",6.4,44,444,621
"603","Oct","2008","Siri Fort","rsd",4.2,46.2,327,674
"604","Oct","2008","Siri Fort","rsd",4.5,46.8,421,613
"605","Oct","2008","Siri Fort","rsd",4,46.7,413,620
"606","Oct","2008","Siri Fort","rsd",4.7,46.8,293,449
"607","Apr","2008","Siri Fort","rsd",4.5,48.8,NA,NA
"608","Jul","2008","Siri Fort","rsd",4.7,53.2,301,511
"609","Dec","2008","Siri Fort","rsd",4.3,53,199,454
"610","Nov","2008","Siri Fort","rsd",4.3,59.5,294,570
"611","Nov","2008","Siri Fort","rsd",4.3,52.3,365,555
"612","Nov","2008","Siri Fort","rsd",5.3,52,268,519
"613","Feb","2008","Siri Fort","rsd",5,46.4,382,695
"614","May","2008","Siri Fort","rsd",5.8,51.2,315,478
"615","Nov","2008","Siri Fort","rsd",4.5,54.5,226,371
"616","Dec","2008","Siri Fort","rsd",4,51.2,275,410
"617","Dec","2008","Siri Fort","rsd",6.2,50.7,477,689
"618","Dec","2008","Siri Fort","rsd",8.5,50.8,213,396
"619","Dec","2008","Siri Fort","rsd",8.3,51.5,246,411
"620","Feb","2008","Town Hall","rsd",20.8,112,413,642
"621","Mar","2008","Town Hall","rsd",21.1,121.4,444,821
"622","Aug","2008","Town Hall","rsd",30.5,77.9,289,532
"623","Sep","2008","Town Hall","rsd",26.4,88.2,192,387
"624","Oct","2008","Town Hall","rsd",9.5,88.1,225,491
"625","Jan","2008","Town Hall","rsd",12.1,83.5,273,489
"626","Jan","2008","Town Hall","rsd",18.9,85.4,266,486
"627","Jan","2008","Town Hall","rsd",18.8,86.2,305,597
"628","May","2008","Town Hall","rsd",18,96.3,277,442
"629","Jun","2008","Town Hall","rsd",23.9,97.7,321,619
"630","Jul","2008","Town Hall","rsd",19.3,88,245,472
"631","Dec","2008","Town Hall","rsd",12.7,72.1,196,462
"632","Feb","2008","Town Hall","rsd",16.2,78.5,254,465
"633","Feb","2008","Town Hall","rsd",27.5,105.1,459,773
"634","Feb","2008","Town Hall","rsd",16.8,113.3,386,666
"635","Feb","2008","Town Hall","rsd",28.4,112.7,406,732
"636","Apr","2008","Town Hall","rsd",24.2,138.4,295,677
"637","May","2008","Town Hall","rsd",12.3,126.7,293,575
"638","Jun","2008","Town Hall","rsd",22,89.9,272,513
"639","Nov","2008","Town Hall","rsd",12.3,76.3,181,424
"640","Dec","2008","Town Hall","rsd",16,88.3,237,514
"641","Mar","2008","Town Hall","rsd",19.2,97.9,244,491
"642","Mar","2008","Town Hall","rsd",22.9,82.5,374,777
"643","Mar","2008","Town Hall","rsd",18.1,72.7,385,738
"644","Jul","2008","Town Hall","rsd",13.6,81.5,226,457
"645","Aug","2008","Town Hall","rsd",13.5,71.4,190,408
"646","Sep","2008","Town Hall","rsd",11.9,61.8,199,389
"647","Apr","2008","Town Hall","rsd",17.8,98.4,315,638
"648","Apr","2008","Town Hall","rsd",20.9,76.8,323,542
"649","Apr","2008","Town Hall","rsd",28.2,97.6,402,753
"650","Apr","2008","Town Hall","rsd",25.6,99.5,288,558
"651","Apr","2008","Town Hall","rsd",23.9,75,224,534
"652","Jul","2008","Town Hall","rsd",7.4,83,339,736
"653","Aug","2008","Town Hall","rsd",NA,42.9,472,734
"654","May","2008","Town Hall","rsd",14.5,100.2,325,649
"655","May","2008","Town Hall","rsd",4.9,105.2,249,569
"656","May","2008","Town Hall","rsd",3.9,87.6,453,889
"657","May","2008","Town Hall","rsd",4.7,77.1,240,622
"658","May","2008","Town Hall","rsd",4.4,88.5,300,674
"659","May","2008","Town Hall","rsd",4.4,58.9,238,467
"660","Oct","2008","Town Hall","rsd",5,62.2,141,277
"661","Nov","2008","Town Hall","rsd",11,81.7,162,314
"662","Dec","2008","Town Hall","rsd",5.5,78.6,116,260
"663","Jun","2008","Town Hall","rsd",6.6,68.7,96,265
"664","Jun","2008","Town Hall","rsd",NA,72.2,134,299
"665","Jun","2008","Town Hall","rsd",2.8,73.4,165,293
"666","Jun","2008","Town Hall","rsd",12.1,65.3,96,192
"667","Jun","2008","Town Hall","rsd",4.8,66.5,94,199
"668","Jan","2008","Town Hall","rsd",4.5,38.5,110,247
"669","Feb","2008","Town Hall","rsd",3,56.8,174,361
"670","Mar","2008","Town Hall","rsd",NA,34.6,133,405
"671","Jul","2008","Town Hall","rsd",NA,39.3,234,432
"672","Jul","2008","Town Hall","rsd",NA,40.1,180,515
"673","Jul","2008","Town Hall","rsd",NA,40.5,148,441
"674","Jul","2008","Town Hall","rsd",NA,50.7,191,365
"675","Jul","2008","Town Hall","rsd",NA,40.7,146,375
"676","May","2008","Town Hall","rsd",2.5,39.3,126,242
"677","Jun","2008","Town Hall","rsd",NA,33.8,54,90
"678","Jul","2008","Town Hall","rsd",NA,33.8,96,140
"679","Aug","2008","Town Hall","rsd",NA,31.6,98,303
"680","Aug","2008","Town Hall","rsd",NA,53.9,187,313
"681","Aug","2008","Town Hall","rsd",NA,45.4,231,392
"682","Aug","2008","Town Hall","rsd",NA,31.6,202,301
"683","Aug","2008","Town Hall","rsd",NA,27.6,200,312
"684","Feb","2008","Town Hall","rsd",NA,53.3,98,307
"685","Mar","2008","Town Hall","rsd",4.4,66.6,161,321
"686","Apr","2008","Town Hall","rsd",5.6,59.3,202,330
"687","Sep","2008","Town Hall","rsd",NA,51.9,101,282
"688","Oct","2008","Town Hall","rsd",NA,60.2,174,365
"689","Nov","2008","Town Hall","rsd",4,50.3,139,241
"690","Sep","2008","Town Hall","rsd",3.6,61.7,128,356
"691","Sep","2008","Town Hall","rsd",2.4,43.9,79,161
"692","Oct","2008","Town Hall","rsd",2.6,69.5,411,612
"693","Oct","2008","Town Hall","rsd",4.2,66.3,397,502
"694","Oct","2008","Town Hall","rsd",7.8,77.8,342,627
"695","Oct","2008","Town Hall","rsd",4.6,119.5,501,789
"696","Oct","2008","Town Hall","rsd",8.6,123.9,526,726
"697","Oct","2008","Town Hall","rsd",8.4,86.3,495,810
"698","Oct","2008","Town Hall","rsd",6.8,75.9,256,787
"699","Oct","2008","Town Hall","rsd",8,65.4,320,768
"700","Apr","2008","Town Hall","rsd",10.1,106.7,415,593
"701","May","2008","Town Hall","rsd",6.7,110.5,453,635
"702","Jun","2008","Town Hall","rsd",22.9,91,630,900
"703","Nov","2008","Town Hall","rsd",6.1,95.3,593,812
"704","Dec","2008","Town Hall","rsd",19.1,84.6,525,657
"705","Nov","2008","Town Hall","rsd",15.7,81.4,400,487
"706","Nov","2008","Town Hall","rsd",13.8,83.2,428,692
"707","Nov","2008","Town Hall","rsd",13.5,72,326,498
"708","Feb","2008","Town Hall","rsd",8.5,108.5,522,808
"709","Mar","2008","Town Hall","rsd",3.6,107.1,482,660
"710","Apr","2008","Town Hall","rsd",7.5,113.8,509,755
"711","Oct","2008","Town Hall","rsd",9.4,88.6,336,553
"712","Nov","2008","Town Hall","rsd",7.7,81,257,414
"713","Dec","2008","Town Hall","rsd",7.3,87.7,361,510
"714","Dec","2008","Town Hall","rsd",3.9,93.5,292,433
"715","Dec","2008","Town Hall","rsd",3.5,72,288,597
