"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"112","Nov","2008","Shahdara","ind",4.2,62.8,184,482
"113","Mar","2008","Shahdara","ind",4,73,255,500
"114","Mar","2008","Shahdara","ind",4,85.3,196,569
"115","Mar","2008","Shahdara","ind",4,60,238,455
"116","Mar","2008","Shahdara","ind",6,46,333,725
"117","Mar","2008","Shahdara","ind",4,50.2,132,255
"118","Aug","2008","Shahdara","ind",4,56.7,197,316
"119","Nov","2008","Shahdara","ind",4,61.3,143,435
"120","Apr","2008","Shahdara","ind",4,53,195,276
"121","Apr","2008","Shahdara","ind",4.3,65.7,222,498
"122","Apr","2008","Shahdara","ind",4,60.7,347,611
"123","Feb","2008","Shahdara","ind",4.5,69.7,269,733
"124","Jul","2008","Shahdara","ind",4.7,69.7,277,610
"125","Dec","2008","Shahdara","ind",4.3,74,199,503
"126","May","2008","Shahdara","ind",4.5,57,NA,411
"127","May","2008","Shahdara","ind",4,72.2,131,343
"128","May","2008","Shahdara","ind",4.2,61,218,487
"129","May","2008","Shahdara","ind",4.2,55.5,251,551
"130","Apr","2008","Shahdara","ind",4.3,56,166,596
"131","Sep","2008","Shahdara","ind",4.2,54.7,132,421
"132","Dec","2008","Shahdara","ind",4.2,54.8,221,460
"133","Jun","2008","Shahdara","ind",4,36.8,NA,193
"134","Jun","2008","Shahdara","ind",4.2,42.2,202,471
"135","Jun","2008","Shahdara","ind",4,46.5,118,459
"136","Mar","2008","Shahdara","ind",4.7,36.2,155,364
"137","Aug","2008","Shahdara","ind",4,37.8,120,223
"138","Nov","2008","Shahdara","ind",4,38,123,278
"139","Jul","2008","Shahdara","ind",4,38,89,261
"140","Jul","2008","Shahdara","ind",4,33.2,98,224
"141","Jul","2008","Shahdara","ind",4.2,38,108,246
"142","Jul","2008","Shahdara","ind",4,34.3,118,184
"143","Apr","2008","Shahdara","ind",4,37.3,99,193
"144","Jul","2008","Shahdara","ind",4,35.5,109,296
"145","Dec","2008","Shahdara","ind",4,40.3,113,265
"146","Aug","2008","Shahdara","ind",4,41.5,105,263
"147","Aug","2008","Shahdara","ind",4,37.8,93,211
"148","Aug","2008","Shahdara","ind",4,44.2,176,340
"149","Apr","2008","Shahdara","ind",4,45.3,157,322
"150","Sep","2008","Shahdara","ind",4.3,38.7,120,329
"151","Dec","2008","Shahdara","ind",4,45.5,124,272
"152","Sep","2008","Shahdara","ind",4,37.8,84,260
"153","Sep","2008","Shahdara","ind",4,36.2,95,262
"154","Sep","2008","Shahdara","ind",4.2,41.2,124,296
"155","Jan","2008","Shahdara","ind",4.2,60.3,140,485
"156","Oct","2008","Shahdara","ind",4,53,178,378
"157","Oct","2008","Shahdara","ind",4.2,56,222,455
"158","Oct","2008","Shahdara","ind",4,64.7,354,557
"159","Oct","2008","Shahdara","ind",4,60.7,551,989
"160","May","2008","Shahdara","ind",4,51.7,308,537
"161","Oct","2008","Shahdara","ind",15.7,108.8,470,912
"162","Nov","2008","Shahdara","ind",15.8,108.5,337,754
"163","Nov","2008","Shahdara","ind",15,110,343,709
"164","Nov","2008","Shahdara","ind",6.3,81.2,300,579
"165","Nov","2008","Shahdara","ind",14.3,104.3,283,632
"166","Mar","2008","Shahdara","ind",6.2,81.5,394,861
"167","Aug","2008","Shahdara","ind",4.8,77.7,337,746
"168","Dec","2008","Shahdara","ind",4.7,59,211,419
"169","Dec","2008","Shahdara","ind",4.5,68,305,528
"170","Dec","2008","Shahdara","ind",4.3,60.8,181,374
"171","Dec","2008","Shahdara","ind",6.2,78.7,354,830
"172","Feb","2008","Shahzada Bagh","ind",4,42.3,309,496
"173","Jul","2008","Shahzada Bagh","ind",4,56,377,743
"174","Oct","2008","Shahzada Bagh","ind",4,42,178,418
"175","Jan","2008","Shahzada Bagh","ind",NA,40.8,216,569
"176","Jan","2008","Shahzada Bagh","ind",4,41.8,127,337
"177","Jan","2008","Shahzada Bagh","ind",4.2,39.3,195,359
"178","Jan","2008","Shahzada Bagh","ind",5,37.8,200,544
"179","Jun","2008","Shahzada Bagh","ind",4.7,41.8,216,370
"180","Nov","2008","Shahzada Bagh","ind",10.2,48.3,125,370
"181","Feb","2008","Shahzada Bagh","ind",8.8,53.3,171,454
"182","Feb","2008","Shahzada Bagh","ind",4.5,38.2,143,449
"183","Feb","2008","Shahzada Bagh","ind",4.2,45.2,147,604
"184","Feb","2008","Shahzada Bagh","ind",6.3,41.8,205,484
"185","Apr","2008","Shahzada Bagh","ind",6,35.7,523,787
"186","Oct","2008","Shahzada Bagh","ind",6.5,33.7,166,604
"187","Mar","2008","Shahzada Bagh","ind",4.7,31.8,192,529
"188","Mar","2008","Shahzada Bagh","ind",5.3,36.7,174,668
"189","Mar","2008","Shahzada Bagh","ind",5.3,43,140,385
"190","Mar","2008","Shahzada Bagh","ind",4.2,41.8,156,593
"191","Feb","2008","Shahzada Bagh","ind",4.3,35.2,122,297
"192","Jul","2008","Shahzada Bagh","ind",4.7,34,138,231
"193","Oct","2008","Shahzada Bagh","ind",4,36.8,119,327
"194","Apr","2008","Shahzada Bagh","ind",4.3,44,69,256
"195","Apr","2008","Shahzada Bagh","ind",4.2,42,105,315
"196","Apr","2008","Shahzada Bagh","ind",4.3,39,130,290
"197","Jan","2008","Shahzada Bagh","ind",4.3,40.3,457,NA
"198","Jun","2008","Shahzada Bagh","ind",6.3,37.8,NA,483
"199","Sep","2008","Shahzada Bagh","ind",7.3,37.5,NA,426
"200","May","2008","Shahzada Bagh","ind",NA,NA,150,NA
"201","May","2008","Shahzada Bagh","ind",NA,NA,150,NA
"202","May","2008","Shahzada Bagh","ind",4.2,30.5,110,315
"203","Mar","2008","Shahzada Bagh","ind",4.2,33,146,296
"204","Jun","2008","Shahzada Bagh","ind",4,34,152,299
"205","Nov","2008","Shahzada Bagh","ind",6.2,31.2,125,293
"206","Jun","2008","Shahzada Bagh","ind",5,33.6,136,306
"207","Jun","2008","Shahzada Bagh","ind",6,40.2,224,414
"208","Jun","2008","Shahzada Bagh","ind",NA,NA,134,NA
"209","Feb","2008","Shahzada Bagh","ind",NA,NA,141,NA
"210","Jul","2008","Shahzada Bagh","ind",NA,NA,136,NA
"211","Oct","2008","Shahzada Bagh","ind",4,35.2,129,267
"212","Jul","2008","Shahzada Bagh","ind",4,34.2,114,290
"213","Jul","2008","Shahzada Bagh","ind",4,36.7,115,291
"214","Jul","2008","Shahzada Bagh","ind",4.2,39.7,117,305
"215","Jul","2008","Shahzada Bagh","ind",4,36,122,302
"216","Jan","2008","Shahzada Bagh","ind",4.3,36,142,319
"217","Jun","2008","Shahzada Bagh","ind",4,35.5,124,330
"218","Nov","2008","Shahzada Bagh","ind",4,33.8,114,294
"219","Aug","2008","Shahzada Bagh","ind",4,38.8,129,312
"220","Aug","2008","Shahzada Bagh","ind",4,41.8,126,298
"221","Aug","2008","Shahzada Bagh","ind",6.5,55.7,280,443
"222","Mar","2008","Shahzada Bagh","ind",4,40.2,146,315
"223","Aug","2008","Shahzada Bagh","ind",4.2,44.7,127,292
"224","Nov","2008","Shahzada Bagh","ind",4.2,44.3,150,329
"225","Sep","2008","Shahzada Bagh","ind",4,46.7,126,302
"226","Sep","2008","Shahzada Bagh","ind",4.5,43.2,71,262
"227","Sep","2008","Shahzada Bagh","ind",4,41.3,81,261
"228","Jun","2008","Shahzada Bagh","ind",4,50.2,175,349
"229","Oct","2008","Shahzada Bagh","ind",4.3,56.8,205,432
"230","Oct","2008","Shahzada Bagh","ind",4.5,50.7,201,525
"231","Oct","2008","Shahzada Bagh","ind",4,54.8,188,438
"232","Oct","2008","Shahzada Bagh","ind",4.7,55.2,384,828
"233","Apr","2008","Shahzada Bagh","ind",4,61.7,312,507
"234","Jul","2008","Shahzada Bagh","ind",11.5,98.2,376,812
"235","Dec","2008","Shahzada Bagh","ind",13.2,108.5,508,871
"236","Nov","2008","Shahzada Bagh","ind",15.5,114.7,552,995
"237","Nov","2008","Shahzada Bagh","ind",6.3,70.5,296,585
"238","Nov","2008","Shahzada Bagh","ind",13.3,112.3,433,888
"239","Feb","2008","Shahzada Bagh","ind",12,108.8,450,832
"240","May","2008","Shahzada Bagh","ind",9.8,101.2,374,800
"241","Nov","2008","Shahzada Bagh","ind",6,59.2,215,473
"242","Dec","2008","Shahzada Bagh","ind",5.3,72.8,339,708
"243","Dec","2008","Shahzada Bagh","ind",13.8,72.2,260,783
"244","Dec","2008","Shahzada Bagh","ind",6.2,66,328,521
"245","Dec","2008","Shahzada Bagh","ind",6.3,66.5,135,422
"246","Feb","2008","Janakpuri","rsd",4.3,63.8,319,464
"247","Jul","2008","Janakpuri","rsd",4.3,60.3,387,962
"248","Oct","2008","Janakpuri","rsd",4.2,64.2,260,425
"249","Jan","2008","Janakpuri","rsd",4,49.7,192,284
"250","Jan","2008","Janakpuri","rsd",4,44.3,159,325
"251","Jan","2008","Janakpuri","rsd",4,43.7,105,234
"252","Jan","2008","Janakpuri","rsd",4,42.5,117,185
"253","Jan","2008","Janakpuri","rsd",4.5,57.7,160,303
"254","Jun","2008","Janakpuri","rsd",4.8,62.5,239,461
"255","Nov","2008","Janakpuri","rsd",4,56.3,127,279
"256","Feb","2008","Janakpuri","rsd",4.2,62,214,364
"257","Feb","2008","Janakpuri","rsd",4.3,64.7,245,444
"258","Feb","2008","Janakpuri","rsd",4.2,57.7,193,315
"259","Apr","2008","Janakpuri","rsd",4.2,74.3,257,558
"260","Oct","2008","Janakpuri","rsd",4,54.3,185,430
"261","Mar","2008","Janakpuri","rsd",4,62.2,247,510
"262","Mar","2008","Janakpuri","rsd",4,56.7,271,343
"263","Mar","2008","Janakpuri","rsd",4,59.7,197,392
"264","Mar","2008","Janakpuri","rsd",4.7,43.3,290,519
"265","Feb","2008","Janakpuri","rsd",5.5,35,193,429
"266","Jul","2008","Janakpuri","rsd",4,46.7,96,182
"267","Oct","2008","Janakpuri","rsd",4,49.5,173,400
"268","Apr","2008","Janakpuri","rsd",4,50.5,154,535
"269","Apr","2008","Janakpuri","rsd",4,55.3,286,431
"270","Apr","2008","Janakpuri","rsd",4.3,64.2,237,451
"271","Jan","2008","Janakpuri","rsd",4.7,72,322,699
"272","Jun","2008","Janakpuri","rsd",4.5,67.3,382,355
"273","Sep","2008","Janakpuri","rsd",4.7,72.2,256,524
"274","May","2008","Janakpuri","rsd",4.5,66.5,132,213
"275","May","2008","Janakpuri","rsd",4.8,62.8,117,298
"276","May","2008","Janakpuri","rsd",4.2,62,115,352
"277","May","2008","Janakpuri","rsd",4,54.5,239,609
"278","Mar","2008","Janakpuri","rsd",4.2,54,137,406
"279","Jun","2008","Janakpuri","rsd",4.2,55.2,200,485
"280","Nov","2008","Janakpuri","rsd",4.7,48.5,133,343
"281","Jun","2008","Janakpuri","rsd",4,44.7,70,121
"282","Jun","2008","Janakpuri","rsd",4,48.3,154,486
"283","Jun","2008","Janakpuri","rsd",4.5,44.5,178,240
"284","Jun","2008","Janakpuri","rsd",4.2,57.3,193,344
"285","Mar","2008","Janakpuri","rsd",4,48.5,92,407
"286","Aug","2008","Janakpuri","rsd",4,43,72,138
"287","Nov","2008","Janakpuri","rsd",4,41.5,135,389
"288","Jul","2008","Janakpuri","rsd",4,41.7,78,224
"289","Jul","2008","Janakpuri","rsd",4.2,39.2,76,238
"290","Jul","2008","Janakpuri","rsd",4.2,42.8,106,342
"291","Jul","2008","Janakpuri","rsd",4,39.2,118,217
"292","Jul","2008","Janakpuri","rsd",5.5,55,143,266
"293","Dec","2008","Janakpuri","rsd",4,40.3,123,212
"294","Aug","2008","Janakpuri","rsd",4,48.7,125,294
"295","Aug","2008","Janakpuri","rsd",4,42,170,338
"296","Aug","2008","Janakpuri","rsd",4.8,47.8,142,482
"297","Jan","2008","Janakpuri","rsd",5,45.3,371,493
"298","Apr","2008","Janakpuri","rsd",5.2,47.8,206,429
"299","Sep","2008","Janakpuri","rsd",4.8,46.8,96,228
"300","Dec","2008","Janakpuri","rsd",6.3,51,74,185
"301","Sep","2008","Janakpuri","rsd",6.2,47.3,NA,193
"302","Sep","2008","Janakpuri","rsd",5.3,47.5,NA,199
"303","Sep","2008","Janakpuri","rsd",5.5,48.2,110,372
"304","Jan","2008","Janakpuri","rsd",5,50.5,307,589
"305","Jul","2008","Janakpuri","rsd",4.2,50.8,286,478
"306","Oct","2008","Janakpuri","rsd",5.7,51.2,444,570
"307","Oct","2008","Janakpuri","rsd",4.2,50.2,323,592
"308","Oct","2008","Janakpuri","rsd",5,54,530,640
"309","Oct","2008","Janakpuri","rsd",5,56.5,511,700
"310","Oct","2008","Janakpuri","rsd",5.3,54.2,256,439
"311","May","2008","Janakpuri","rsd",6.2,48,263,578
"312","Oct","2008","Janakpuri","rsd",5,55.3,485,678
"313","Nov","2008","Janakpuri","rsd",4.2,57.3,292,592
"314","Nov","2008","Janakpuri","rsd",4.2,62.8,316,581
"315","Nov","2008","Janakpuri","rsd",4,56,378,616
"316","Nov","2008","Janakpuri","rsd",4.2,55,332,563
"317","Mar","2008","Janakpuri","rsd",4.8,50.8,263,348
"318","Aug","2008","Janakpuri","rsd",4.8,51.5,201,333
"319","Dec","2008","Janakpuri","rsd",4,46,146,232
"320","Dec","2008","Janakpuri","rsd",5.2,61.5,339,508
"321","Dec","2008","Janakpuri","rsd",6.8,51,291,468
"322","Dec","2008","Janakpuri","rsd",7.3,53.7,290,556
"323","Mar","2008","N.Y. School","rsd",17,102.4,289,562
"324","Mar","2008","N.Y. School","rsd",12.4,86.8,305,563
"325","Mar","2008","N.Y. School","rsd",15.3,100,208,438
"326","Mar","2008","N.Y. School","rsd",11.2,71.3,213,385
"327","Mar","2008","N.Y. School","rsd",17,98,302,578
"328","Mar","2008","N.Y. School","rsd",15.1,91.9,286,384
"329","Jul","2008","N.Y. School","rsd",NA,65.9,87,240
"330","Aug","2008","N.Y. School","rsd",6.5,69.3,124,286
"331","Sep","2008","N.Y. School","rsd",11.2,57.1,127,314
"332","Dec","2008","N.Y. School","rsd",12,107.3,215,381
"333","Apr","2008","N.Y. School","rsd",13.6,104,216,311
"334","Apr","2008","N.Y. School","rsd",9.2,86.2,133,298
"335","Apr","2008","N.Y. School","rsd",11.6,77.5,185,373
"336","Apr","2008","N.Y. School","rsd",10.7,72.7,199,399
"337","Jan","2008","N.Y. School","rsd",2.5,56.6,620,1021
"338","Feb","2008","N.Y. School","rsd",3.6,76.1,397,575
"339","Mar","2008","N.Y. School","rsd",4.7,71.3,391,733
"340","May","2008","N.Y. School","rsd",4.1,110.4,240,512
"341","May","2008","N.Y. School","rsd",2.8,81,275,489
"342","May","2008","N.Y. School","rsd",3.6,78.5,217,667
"343","May","2008","N.Y. School","rsd",2.7,71.5,73,121
"344","May","2008","N.Y. School","rsd",4.7,84.3,63,138
"345","Mar","2008","N.Y. School","rsd",NA,94.2,130,283
"346","Apr","2008","N.Y. School","rsd",NA,80.2,140,312
"347","May","2008","N.Y. School","rsd",NA,67.6,124,297
"348","Jun","2008","N.Y. School","rsd",3.7,43.2,61,109
"349","Jun","2008","N.Y. School","rsd",2.5,38.2,38,116
"350","Jun","2008","N.Y. School","rsd",4.5,38.7,35,105
"351","Jun","2008","N.Y. School","rsd",3.7,67.5,77,187
"352","Jun","2008","N.Y. School","rsd",NA,63.2,100,252
"353","Aug","2008","N.Y. School","rsd",NA,52,72,116
"354","Sep","2008","N.Y. School","rsd",9.1,50.7,96,148
"355","Oct","2008","N.Y. School","rsd",NA,40.9,66,119
"356","Jul","2008","N.Y. School","rsd",NA,36.4,58,331
"357","Jul","2008","N.Y. School","rsd",NA,35.4,90,378
"358","Jul","2008","N.Y. School","rsd",NA,30.5,95,331
"359","Jul","2008","N.Y. School","rsd",6,44.1,57,123
"360","Jul","2008","N.Y. School","rsd",2.8,53.4,63,132
"361","Mar","2008","N.Y. School","rsd",NA,25.7,37,70
"362","May","2008","N.Y. School","rsd",NA,62.1,54,129
"363","Jun","2008","N.Y. School","rsd",NA,54.4,31,67
"364","Jul","2008","N.Y. School","rsd",NA,42.7,18,62
"365","Dec","2008","N.Y. School","rsd",NA,32.2,36,88
"366","Aug","2008","N.Y. School","rsd",NA,25.7,37,70
"367","Aug","2008","N.Y. School","rsd",NA,68,101,301
"368","Aug","2008","N.Y. School","rsd",3,82.5,116,271
"369","Aug","2008","N.Y. School","rsd",NA,70.8,79,185
"370","Feb","2008","N.Y. School","rsd",NA,61.1,83,240
"371","Mar","2008","N.Y. School","rsd",2.8,56.3,72,257
"372","Apr","2008","N.Y. School","rsd",NA,59.1,114,244
"373","Sep","2008","N.Y. School","rsd",9,64.5,160,223
"374","Sep","2008","N.Y. School","rsd",2.5,51.8,79,136
"375","Sep","2008","N.Y. School","rsd",NA,68.9,76,235
"376","Sep","2008","N.Y. School","rsd",NA,69.4,117,290
"377","Sep","2008","N.Y. School","rsd",NA,63.2,115,311
"378","Mar","2008","N.Y. School","rsd",NA,44.4,206,335
"379","Apr","2008","N.Y. School","rsd",5.3,39.3,184,274
"380","Oct","2008","N.Y. School","rsd",NA,87,157,390
"381","Nov","2008","N.Y. School","rsd",2.7,96.3,180,411
"382","Oct","2008","N.Y. School","rsd",NA,82.3,226,449
"383","Oct","2008","N.Y. School","rsd",4,71.9,207,362
"384","Oct","2008","N.Y. School","rsd",5.2,95.3,178,397
"385","Oct","2008","N.Y. School","rsd",NA,87.9,193,358
"386","Nov","2008","N.Y. School","rsd",6.6,77,410,698
"387","Dec","2008","N.Y. School","rsd",9.7,84.7,415,665
"388","Nov","2008","N.Y. School","rsd",7.8,95.6,329,508
"389","Nov","2008","N.Y. School","rsd",NA,76.7,168,418
"390","Nov","2008","N.Y. School","rsd",NA,80.9,164,422
"391","Nov","2008","N.Y. School","rsd",4.1,85.2,389,680
"392","Nov","2008","N.Y. School","rsd",NA,92.1,467,767
"393","Nov","2008","N.Y. School","rsd",4,90.2,364,636
"394","Feb","2008","N.Y. School","rsd",8.3,101.3,322,647
"395","Mar","2008","N.Y. School","rsd",2.6,107.7,344,602
"396","Dec","2008","N.Y. School","rsd",5.1,68.5,224,402
"397","Dec","2008","N.Y. School","rsd",5.6,70.7,258,456
"398","Dec","2008","N.Y. School","rsd",2.9,56.1,160,438
"399","Dec","2008","N.Y. School","rsd",2.7,57.8,162,348
"400","Dec","2008","N.Y. School","rsd",4.2,65.6,308,469
"401","Dec","2008","N.Y. School","rsd",4.2,57.3,373,594
"402","Jan","2008","Nizamuddin","rsd",4,36.5,131,388
"403","Apr","2008","Nizamuddin","rsd",4,40.7,164,458
"404","Sep","2008","Nizamuddin","rsd",4,41,95,441
"405","Jan","2008","Nizamuddin","rsd",4,44.3,96,556
"406","Jan","2008","Nizamuddin","rsd",4,34.3,69,401
"407","Jan","2008","Nizamuddin","rsd",4.3,39,89,462
"408","Jan","2008","Nizamuddin","rsd",NA,NA,49,NA
"409","Jul","2008","Nizamuddin","rsd",4.5,31.2,NA,435
"410","Dec","2008","Nizamuddin","rsd",5.3,27.8,NA,395
"411","Mar","2008","Nizamuddin","rsd",5.7,27.2,NA,454
"412","Mar","2008","Nizamuddin","rsd",5.3,26.7,NA,370
"413","Mar","2008","Nizamuddin","rsd",5.7,31.5,NA,339
"414","Jan","2008","Nizamuddin","rsd",4.5,39.8,NA,278
"415","Apr","2008","Nizamuddin","rsd",4,31.3,NA,349
"416","Sep","2008","Nizamuddin","rsd",4,32,NA,168
"417","Apr","2008","Nizamuddin","rsd",4.2,36.2,NA,197
"418","Apr","2008","Nizamuddin","rsd",4.3,33.8,NA,223
"419","Apr","2008","Nizamuddin","rsd",4.2,36.7,NA,203
"420","Apr","2008","Nizamuddin","rsd",4.7,32.3,NA,263
