"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"105","Jun","2013","Town Hall","rsd",2,106,148,NA
"106","Jul","2013","Town Hall","rsd",2,88,152,NA
"107","Aug","2013","Town Hall","rsd",3,91,157,NA
"108","Nov","2013","Town Hall","rsd",6,116,242,NA
"109","Dec","2013","Town Hall","rsd",5,108,274,NA
"110","Feb","2013","Town Hall","rsd",6,113,297,NA
"111","Feb","2013","Town Hall","rsd",2,127,247,NA
"112","Feb","2013","Town Hall","rsd",7,120,238,NA
"113","Apr","2013","Town Hall","rsd",3,120,284,NA
"114","May","2013","Town Hall","rsd",3,111,235,NA
"115","Jun","2013","Town Hall","rsd",2,75,210,NA
"116","Dec","2013","Town Hall","rsd",6,111,267,NA
"117","Mar","2013","Town Hall","rsd",12,98,300,NA
"118","Mar","2013","Town Hall","rsd",8,91,228,NA
"119","Mar","2013","Town Hall","rsd",3,115,233,NA
"120","Mar","2013","Town Hall","rsd",5,111,297,NA
"121","Feb","2013","Town Hall","rsd",2,104,188,NA
"122","Mar","2013","Town Hall","rsd",6,103,207,NA
"123","Apr","2013","Town Hall","rsd",3,93,225,NA
"124","Apr","2013","Town Hall","rsd",2,119,470,NA
"125","Apr","2013","Town Hall","rsd",4,113,310,NA
"126","Apr","2013","Town Hall","rsd",9,122,378,NA
"127","Apr","2013","Town Hall","rsd",2,120,256,NA
"128","Apr","2013","Town Hall","rsd",2,99,307,NA
"129","Apr","2013","Town Hall","rsd",3,121,249,NA
"130","Jan","2013","Town Hall","rsd",6,122,376,NA
"131","May","2013","Town Hall","rsd",2,126,344,NA
"132","May","2013","Town Hall","rsd",2,119,423,NA
"133","May","2013","Town Hall","rsd",2,48,88,NA
"134","May","2013","Town Hall","rsd",2,112,410,NA
"135","May","2013","Town Hall","rsd",2,117,388,NA
"136","May","2013","Town Hall","rsd",2,124,411,NA
"137","Apr","2013","Town Hall","rsd",5,98,259,NA
"138","May","2013","Town Hall","rsd",2,98,274,NA
"139","Nov","2013","Town Hall","rsd",6,75,201,NA
"140","Dec","2013","Town Hall","rsd",2,76,188,NA
"141","Jun","2013","Town Hall","rsd",4,78,210,NA
"142","Jun","2013","Town Hall","rsd",2,66,158,NA
"143","Jun","2013","Town Hall","rsd",2,74,161,NA
"144","Jun","2013","Town Hall","rsd",2,68,199,NA
"145","May","2013","Town Hall","rsd",2,54,112,NA
"146","Jun","2013","Town Hall","rsd",2,52,101,NA
"147","Nov","2013","Town Hall","rsd",2,60,102,NA
"148","Dec","2013","Town Hall","rsd",2,59,97,NA
"149","Jul","2013","Town Hall","rsd",2,45,86,NA
"150","Jul","2013","Town Hall","rsd",2,77,135,NA
"151","Jul","2013","Town Hall","rsd",2,58,93,NA
"152","Jan","2013","Town Hall","rsd",2,62,103,NA
"153","Feb","2013","Town Hall","rsd",2,43,97,NA
"154","Jun","2013","Town Hall","rsd",2,92,78,NA
"155","Dec","2013","Town Hall","rsd",2,71,87,NA
"156","Aug","2013","Town Hall","rsd",2,57,67,NA
"157","Aug","2013","Town Hall","rsd",2,60,77,NA
"158","Aug","2013","Town Hall","rsd",2,78,90,NA
"159","Aug","2013","Town Hall","rsd",2,55,67,NA
"160","Apr","2013","Town Hall","rsd",2,42,95,NA
"161","May","2013","Town Hall","rsd",2,52,115,NA
"162","Jun","2013","Town Hall","rsd",2,67,121,NA
"163","Sep","2013","Town Hall","rsd",2,104,105,NA
"164","Sep","2013","Town Hall","rsd",4,92,106,NA
"165","Sep","2013","Town Hall","rsd",4,89,126,NA
"166","Sep","2013","Town Hall","rsd",2,69,68,NA
"167","Sep","2013","Town Hall","rsd",3,68,70,NA
"168","Mar","2013","Town Hall","rsd",2,50,45,NA
"169","Apr","2013","Town Hall","rsd",2,51,71,NA
"170","Aug","2013","Town Hall","rsd",3,83,87,NA
"171","Sep","2013","Town Hall","rsd",4,79,79,NA
"172","Oct","2013","Town Hall","rsd",4,86,95,NA
"173","Oct","2013","Town Hall","rsd",19,157,234,NA
"174","Oct","2013","Town Hall","rsd",40,140,257,NA
"175","Oct","2013","Town Hall","rsd",3,156,284,NA
"176","Dec","2013","Town Hall","rsd",8,199,312,NA
"177","Nov","2013","Town Hall","rsd",3,173,322,NA
"178","Nov","2013","Town Hall","rsd",15,146,272,NA
"179","Nov","2013","Town Hall","rsd",5,116,223,NA
"180","Nov","2013","Town Hall","rsd",8,142,367,NA
"181","Nov","2013","Town Hall","rsd",20,138,345,NA
"182","Nov","2013","Town Hall","rsd",7,115,202,NA
"183","Nov","2013","Town Hall","rsd",3,117,326,NA
"184","May","2013","Town Hall","rsd",5,131,207,NA
"185","Jun","2013","Town Hall","rsd",6,127,326,NA
"186","Oct","2013","Town Hall","rsd",3,131,292,NA
"187","Nov","2013","Town Hall","rsd",4,104,237,NA
"188","Dec","2013","Town Hall","rsd",3,96,152,NA
"189","Dec","2013","Town Hall","rsd",2,114,193,NA
"190","Dec","2013","Town Hall","rsd",2,112,203,NA
"191","Dec","2013","Town Hall","rsd",2,117,217,NA
"192","Mar","2013","Mayapuri","ind",12,92,287,NA
"193","Apr","2013","Mayapuri","ind",2,104,268,NA
"194","May","2013","Mayapuri","ind",8,89,291,NA
"195","Aug","2013","Mayapuri","ind",3,98,407,NA
"196","Sep","2013","Mayapuri","ind",8,85,444,NA
"197","Oct","2013","Mayapuri","ind",4,89,359,NA
"198","Jan","2013","Mayapuri","ind",5,108,564,NA
"199","Jan","2013","Mayapuri","ind",5,90,646,NA
"200","Jun","2013","Mayapuri","ind",3,65,246,NA
"201","Jul","2013","Mayapuri","ind",4,66,189,NA
"202","Aug","2013","Mayapuri","ind",3,77,236,NA
"203","Feb","2013","Mayapuri","ind",3,69,261,NA
"204","Feb","2013","Mayapuri","ind",5,107,160,NA
"205","Feb","2013","Mayapuri","ind",4,106,232,NA
"206","Feb","2013","Mayapuri","ind",3,101,254,NA
"207","Feb","2013","Mayapuri","ind",8,88,207,NA
"208","Apr","2013","Mayapuri","ind",7,92,361,NA
"209","May","2013","Mayapuri","ind",7,80,241,NA
"210","Jun","2013","Mayapuri","ind",6,87,259,NA
"211","Aug","2013","Mayapuri","ind",5,115,315,NA
"212","Sep","2013","Mayapuri","ind",8,107,243,NA
"213","Mar","2013","Mayapuri","ind",6,91,299,NA
"214","Mar","2013","Mayapuri","ind",7,84,226,NA
"215","Mar","2013","Mayapuri","ind",2,52,230,NA
"216","Sep","2013","Mayapuri","ind",6,68,328,NA
"217","Oct","2013","Mayapuri","ind",11,75,226,NA
"218","Nov","2013","Mayapuri","ind",11,70,281,NA
"219","Apr","2013","Mayapuri","ind",12,98,413,NA
"220","Apr","2013","Mayapuri","ind",11,89,344,NA
"221","Apr","2013","Mayapuri","ind",5,76,266,NA
"222","Apr","2013","Mayapuri","ind",2,74,358,NA
"223","Apr","2013","Mayapuri","ind",4,85,325,NA
"224","Jun","2013","Mayapuri","ind",4,111,481,NA
"225","Jul","2013","Mayapuri","ind",7,108,523,NA
"226","Aug","2013","Mayapuri","ind",5,119,371,NA
"227","May","2013","Mayapuri","ind",3,96,417,NA
"228","May","2013","Mayapuri","ind",4,117,343,NA
"229","May","2013","Mayapuri","ind",2,112,375,NA
"230","May","2013","Mayapuri","ind",6,113,365,NA
"231","May","2013","Mayapuri","ind",6,97,321,NA
"232","Jun","2013","Mayapuri","ind",2,100,66,NA
"233","Jul","2013","Mayapuri","ind",2,94,102,NA
"234","Aug","2013","Mayapuri","ind",2,60,107,NA
"235","Aug","2013","Mayapuri","ind",2,83,79,NA
"236","Aug","2013","Mayapuri","ind",3,46,66,NA
"237","Aug","2013","Mayapuri","ind",10,68,124,NA
"238","Aug","2013","Mayapuri","ind",10,52,105,NA
"239","Aug","2013","Mayapuri","ind",10,50,132,NA
"240","Apr","2013","Mayapuri","ind",2,25,85,NA
"241","May","2013","Mayapuri","ind",2,37,75,NA
"242","Jun","2013","Mayapuri","ind",2,44,106,NA
"243","Oct","2013","Mayapuri","ind",3,71,123,NA
"244","Nov","2013","Mayapuri","ind",2,75,102,NA
"245","Dec","2013","Mayapuri","ind",2,74,104,NA
"246","Sep","2013","Mayapuri","ind",2,41,134,NA
"247","Sep","2013","Mayapuri","ind",2,70,80,NA
"248","Mar","2013","Mayapuri","ind",2,29,84,NA
"249","Apr","2013","Mayapuri","ind",2,40,117,NA
"250","Oct","2013","Mayapuri","ind",2,88,167,NA
"251","Oct","2013","Mayapuri","ind",3,94,260,NA
"252","Oct","2013","Mayapuri","ind",3,82,205,NA
"253","Oct","2013","Mayapuri","ind",3,128,421,NA
"254","Oct","2013","Mayapuri","ind",4,115,524,NA
"255","Oct","2013","Mayapuri","ind",8,129,404,NA
"256","Jan","2013","Mayapuri","ind",5,88,388,NA
"257","Feb","2013","Mayapuri","ind",6,89,536,NA
"258","May","2013","Mayapuri","ind",10,124,626,NA
"259","Jun","2013","Mayapuri","ind",13,122,436,NA
"260","Jul","2013","Mayapuri","ind",6,120,397,NA
"261","Nov","2013","Mayapuri","ind",6,106,411,NA
"262","Nov","2013","Mayapuri","ind",11,128,398,NA
"263","Nov","2013","Mayapuri","ind",8,131,373,NA
"264","May","2013","Mayapuri","ind",6,124,311,NA
"265","Jun","2013","Mayapuri","ind",13,125,395,NA
"266","Dec","2013","Mayapuri","ind",2,105,670,NA
"267","Dec","2013","Mayapuri","ind",4,104,480,NA
"268","Dec","2013","Mayapuri","ind",4,117,363,NA
"269","Dec","2013","Mayapuri","ind",3,110,296,NA
"270","Dec","2013","Mayapuri","ind",2,24,286,NA
"271","Dec","2013","Mayapuri","ind",11,72,239,NA
